[True]
Run timestamp: 08082024_140042_14.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'seqfish_mouse_organogenesis_imputed_subsample_10pct', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '0', '--n_svg', '5000', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '0', '--active_gp_thresh_ratio', '0.01', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000', '--lambda_gene_expr_recon', '3000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0.0', '--lambda_l1_addon', '0.0', '--edge_batch_size', '256', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--seed', '0', '--timestamp_suffix', '_14']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2444.
Number of gene programs after filtering and combining: 2109.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Filtering genes...
Starting with 29239 genes.
Keeping 8480 genes after filtering genes with expression in {} cells.
Keeping 5000 spatially variable, highly variable or gene program relevant genes.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.01
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 5000, n_cat_covariates_embed_input: 0, n_hidden: 1840, n_latent: 1840, n_addon_latent: 0, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, 
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1840, n_addon_gp_input: 0, n_cat_covariates_embed_input: 3, n_output: 5000
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1840, n_addon_gp_input: 0, n_cat_covariates_embed_input: 3, n_output: 5000

--- INITIALIZING TRAINER ---
Number of training nodes: 2878
Number of validation nodes: 320
Number of training edges: 13149
Number of validation edges: 1460
Edge batch size: 256
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.8854; val_auprc_score: 0.9608; val_best_acc_score: 0.7948; val_best_f1_score: 0.8857; train_kl_reg_loss: 161062.9433; train_edge_recon_loss: 1495498.8798; train_gene_expr_recon_loss: 46396761.5385; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_global_loss: 48053323.0769; train_optim_loss: 48053323.0769; val_kl_reg_loss: 287721.0521; val_edge_recon_loss: 1675772.9583; val_gene_expr_recon_loss: 19361989.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_global_loss: 21325483.3333; val_optim_loss: 21325483.3333
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8683; val_auprc_score: 0.9473; val_best_acc_score: 0.7875; val_best_f1_score: 0.8811; train_kl_reg_loss: 269301.1998; train_edge_recon_loss: 1557277.3606; train_gene_expr_recon_loss: 18200287.2308; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_global_loss: 20026865.7692; train_optim_loss: 20026865.7692; val_kl_reg_loss: 213855.3516; val_edge_recon_loss: 1702711.5625; val_gene_expr_recon_loss: 17519240.6667; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_global_loss: 19435808.0000; val_optim_loss: 19435808.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8714; val_auprc_score: 0.9546; val_best_acc_score: 0.8022; val_best_f1_score: 0.8902; train_kl_reg_loss: 226117.5475; train_edge_recon_loss: 1567985.2188; train_gene_expr_recon_loss: 17585965.6538; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_global_loss: 19380068.5000; train_optim_loss: 19380068.5000; val_kl_reg_loss: 211133.3932; val_edge_recon_loss: 1604951.4583; val_gene_expr_recon_loss: 17094704.3333; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_global_loss: 18910789.3333; val_optim_loss: 18910789.3333
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8851; val_auprc_score: 0.9619; val_best_acc_score: 0.7983; val_best_f1_score: 0.8878; train_kl_reg_loss: 223516.2392; train_edge_recon_loss: 1553554.8101; train_gene_expr_recon_loss: 16996556.3654; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_global_loss: 18773627.4231; train_optim_loss: 18773627.4231; val_kl_reg_loss: 171105.8073; val_edge_recon_loss: 1641100.9792; val_gene_expr_recon_loss: 16900260.8333; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_global_loss: 18712467.6667; val_optim_loss: 18712467.6667
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8506; val_auprc_score: 0.9482; val_best_acc_score: 0.7948; val_best_f1_score: 0.8857; train_kl_reg_loss: 196766.9441; train_edge_recon_loss: 1546056.6178; train_gene_expr_recon_loss: 16763813.2885; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_global_loss: 18506636.8077; train_optim_loss: 18506636.8077; val_kl_reg_loss: 193767.8620; val_edge_recon_loss: 1669025.3333; val_gene_expr_recon_loss: 16613016.1667; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_global_loss: 18475809.3333; val_optim_loss: 18475809.3333
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8438; val_auprc_score: 0.9385; val_best_acc_score: 0.7841; val_best_f1_score: 0.8790; train_kl_reg_loss: 110057.0406; train_edge_recon_loss: 1546167.4615; train_gene_expr_recon_loss: 19203732.2308; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_global_loss: 20859956.6923; train_optim_loss: 20859956.6923; val_kl_reg_loss: 107606.6354; val_edge_recon_loss: 1763728.4583; val_gene_expr_recon_loss: 16969124.6667; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_global_loss: 18840460.0000; val_optim_loss: 18840460.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8576; val_auprc_score: 0.9522; val_best_acc_score: 0.7974; val_best_f1_score: 0.8873; train_kl_reg_loss: 129634.4827; train_edge_recon_loss: 1502017.6514; train_gene_expr_recon_loss: 16587245.7500; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_global_loss: 18218898.0000; train_optim_loss: 18218898.0000; val_kl_reg_loss: 137593.3958; val_edge_recon_loss: 1632431.5417; val_gene_expr_recon_loss: 16381752.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_global_loss: 18151777.3333; val_optim_loss: 18151777.3333
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8552; val_auprc_score: 0.9500; val_best_acc_score: 0.7955; val_best_f1_score: 0.8859; train_kl_reg_loss: 133333.9210; train_edge_recon_loss: 1532129.1082; train_gene_expr_recon_loss: 16319569.2308; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_global_loss: 17985032.1538; train_optim_loss: 17985032.1538; val_kl_reg_loss: 140655.3698; val_edge_recon_loss: 1684092.8125; val_gene_expr_recon_loss: 16217145.8333; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_global_loss: 18041894.3333; val_optim_loss: 18041894.3333
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8466; val_auprc_score: 0.9468; val_best_acc_score: 0.8159; val_best_f1_score: 0.8949; train_kl_reg_loss: 131146.9443; train_edge_recon_loss: 1473692.6034; train_gene_expr_recon_loss: 16147952.9808; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_global_loss: 17752792.6923; train_optim_loss: 17752792.6923; val_kl_reg_loss: 115377.1471; val_edge_recon_loss: 1726552.2708; val_gene_expr_recon_loss: 15996951.3333; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_global_loss: 17838880.6667; val_optim_loss: 17838880.6667
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8477; val_auprc_score: 0.9503; val_best_acc_score: 0.8504; val_best_f1_score: 0.9117; train_kl_reg_loss: 128730.8319; train_edge_recon_loss: 1482038.5385; train_gene_expr_recon_loss: 15993055.9231; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_global_loss: 17603825.3462; train_optim_loss: 17603825.3462; val_kl_reg_loss: 127480.3372; val_edge_recon_loss: 1667692.8750; val_gene_expr_recon_loss: 15861006.5000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_global_loss: 17656179.6667; val_optim_loss: 17656179.6667
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8484; val_auprc_score: 0.9523; val_best_acc_score: 0.8509; val_best_f1_score: 0.9095; train_kl_reg_loss: 126677.0936; train_edge_recon_loss: 1474668.5096; train_gene_expr_recon_loss: 15833650.3269; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_global_loss: 17434995.9231; train_optim_loss: 17434995.9231; val_kl_reg_loss: 117353.3008; val_edge_recon_loss: 1612212.4792; val_gene_expr_recon_loss: 15701716.5000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_global_loss: 17431282.0000; val_optim_loss: 17431282.0000
Epoch 12/100 |██------------------| 12.0% val_auroc_score: 0.8293; val_auprc_score: 0.9468; val_best_acc_score: 0.8575; val_best_f1_score: 0.9184; train_kl_reg_loss: 122084.5297; train_edge_recon_loss: 1492247.4712; train_gene_expr_recon_loss: 15682891.0769; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_global_loss: 17297223.0769; train_optim_loss: 17297223.0769; val_kl_reg_loss: 119819.2461; val_edge_recon_loss: 1518002.7708; val_gene_expr_recon_loss: 15567755.3333; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_global_loss: 17205577.3333; val_optim_loss: 17205577.3333
Epoch 13/100 |██------------------| 13.0% val_auroc_score: 0.8287; val_auprc_score: 0.9439; val_best_acc_score: 0.8454; val_best_f1_score: 0.9089; train_kl_reg_loss: 120845.3687; train_edge_recon_loss: 1484328.6346; train_gene_expr_recon_loss: 15547928.9615; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_global_loss: 17153103.0577; train_optim_loss: 17153103.0577; val_kl_reg_loss: 113063.9297; val_edge_recon_loss: 1654301.0833; val_gene_expr_recon_loss: 15459299.5000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_global_loss: 17226664.6667; val_optim_loss: 17226664.6667
