Run timestamp: 29082023_224142_21.
Script arguments:
['../train_nichecompass_benchmarking_models.py', '--adata_new_name', 'None', '--n_neighbors_list', '6', '--edge_batch_size_list', '256', '--node_batch_size_list', 'None', '--seeds', '1', '--run_index', '2', '--cell_type_key', 'cell_type', '--filter_genes', '--n_svg', '5000', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--dataset', 'visium_mouse_brain', '--reference_batches', 'batch1', 'batch2', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'data', '--cat_covariates_no_edges', 'True', 'False', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'gatv2conv_sample_integration_method_benchmarking', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '10', '--active_gp_thresh_ratio', '0.', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '2', '2', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000.', '--lambda_gene_expr_recon', '3000.', '--lambda_cat_covariates_contrastive', '50000000.0', '--contrastive_logits_pos_ratio', '0.0078125', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0.', '--lambda_l1_addon', '0.', '--n_sampled_neighbors', '6', '--timestamp_suffix', '_21']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2324.
Number of gene programs after filtering and combining: 1818.
Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...


Filtering genes...
Starting with 32285 genes.
Keeping 32285 genes after filtering genes with expression in 0 cells.
Keeping 5000 spatially variable, highly variable or gene program relevant genes.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.0
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 5000, n_cat_covariates_embed_input: 0, n_hidden: 1530, n_latent: 1520, n_addon_latent: 10, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1520, n_addon_gp_input: 10, n_cat_covariates_embed_input: 4, n_output: 5000
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1520, n_addon_gp_input: 10, n_cat_covariates_embed_input: 4, n_output: 5000

--- INITIALIZING TRAINER ---
Number of training nodes: 10948
Number of validation nodes: 1216
Number of training edges: 33527
Number of validation edges: 3725
Edge batch size: 256
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.8231; val_auprc_score: 0.9010; val_best_acc_score: 0.7729; val_best_f1_score: 0.8376; train_kl_reg_loss: 459832.8870; train_edge_recon_loss: 2659287.3969; train_cat_covariates_contrastive_loss: 32075379.7252; train_gene_expr_recon_loss: 73463537.4656; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 108658037.3740; train_optim_loss: 108658037.3740; val_kl_reg_loss: 97598.5245; val_edge_recon_loss: 2674519.4667; val_cat_covariates_contrastive_loss: 31327750.1333; val_gene_expr_recon_loss: 54399473.8667; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 88499341.8667; val_optim_loss: 88499341.8667
Epoch 2/400 |--------------------| 0.5% val_auroc_score: 0.8198; val_auprc_score: 0.8921; val_best_acc_score: 0.7628; val_best_f1_score: 0.8391; train_kl_reg_loss: 119401.9206; train_edge_recon_loss: 2576360.6794; train_cat_covariates_contrastive_loss: 31352682.4122; train_gene_expr_recon_loss: 51608204.6718; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 85656649.8931; train_optim_loss: 85656649.8931; val_kl_reg_loss: 124632.2839; val_edge_recon_loss: 2678183.6000; val_cat_covariates_contrastive_loss: 31329451.4667; val_gene_expr_recon_loss: 50445297.3333; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 84577565.3333; val_optim_loss: 84577565.3333
Epoch 3/400 |--------------------| 0.8% val_auroc_score: 0.8311; val_auprc_score: 0.8969; val_best_acc_score: 0.7931; val_best_f1_score: 0.8582; train_kl_reg_loss: 116060.5887; train_edge_recon_loss: 2471448.4771; train_cat_covariates_contrastive_loss: 31349131.9084; train_gene_expr_recon_loss: 49589804.8550; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 83526446.0458; train_optim_loss: 83526446.0458; val_kl_reg_loss: 115246.0271; val_edge_recon_loss: 2596150.3000; val_cat_covariates_contrastive_loss: 31331698.4000; val_gene_expr_recon_loss: 49045181.3333; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 83088274.6667; val_optim_loss: 83088274.6667
Epoch 4/400 |--------------------| 1.0% val_auroc_score: 0.8377; val_auprc_score: 0.9027; val_best_acc_score: 0.7974; val_best_f1_score: 0.8613; train_kl_reg_loss: 91353.8782; train_edge_recon_loss: 2378069.9275; train_cat_covariates_contrastive_loss: 31345167.0840; train_gene_expr_recon_loss: 48672605.8931; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 82487197.0076; train_optim_loss: 82487197.0076; val_kl_reg_loss: 109234.9052; val_edge_recon_loss: 2369961.0667; val_cat_covariates_contrastive_loss: 31330744.8000; val_gene_expr_recon_loss: 48504828.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 82314769.6000; val_optim_loss: 82314769.6000
Epoch 5/400 |--------------------| 1.2% val_auroc_score: 0.8350; val_auprc_score: 0.9046; val_best_acc_score: 0.7838; val_best_f1_score: 0.8550; train_kl_reg_loss: 76044.9109; train_edge_recon_loss: 2186215.5563; train_cat_covariates_contrastive_loss: 31336715.8779; train_gene_expr_recon_loss: 47911663.1450; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 81510639.3893; train_optim_loss: 81510639.3893; val_kl_reg_loss: 85362.2208; val_edge_recon_loss: 2177459.8417; val_cat_covariates_contrastive_loss: 31332360.1333; val_gene_expr_recon_loss: 47835271.7333; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 81430453.3333; val_optim_loss: 81430453.3333
Epoch 6/400 |--------------------| 1.5% val_auroc_score: 0.8334; val_auprc_score: 0.9028; val_best_acc_score: 0.7869; val_best_f1_score: 0.8581; train_kl_reg_loss: 93134.8579; train_edge_recon_loss: 2064606.4351; train_cat_covariates_contrastive_loss: 31333379.3282; train_gene_expr_recon_loss: 47291126.5038; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 80782247.5725; train_optim_loss: 80782247.5725; val_kl_reg_loss: 88601.5995; val_edge_recon_loss: 2110060.6417; val_cat_covariates_contrastive_loss: 31331805.8667; val_gene_expr_recon_loss: 47258240.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 80788708.2667; val_optim_loss: 80788708.2667
Epoch 7/400 |--------------------| 1.8% val_auroc_score: 0.8418; val_auprc_score: 0.9023; val_best_acc_score: 0.7965; val_best_f1_score: 0.8636; train_kl_reg_loss: 93455.9703; train_edge_recon_loss: 2045521.2281; train_cat_covariates_contrastive_loss: 31332667.7405; train_gene_expr_recon_loss: 46663569.0076; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 80135213.8015; train_optim_loss: 80135213.8015; val_kl_reg_loss: 97985.4396; val_edge_recon_loss: 2037661.8167; val_cat_covariates_contrastive_loss: 31329846.8000; val_gene_expr_recon_loss: 46500453.8667; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 79965948.2667; val_optim_loss: 79965948.2667
Epoch 8/400 |--------------------| 2.0% val_auroc_score: 0.8493; val_auprc_score: 0.9101; val_best_acc_score: 0.7969; val_best_f1_score: 0.8631; train_kl_reg_loss: 91332.2122; train_edge_recon_loss: 2008210.6708; train_cat_covariates_contrastive_loss: 31332777.7099; train_gene_expr_recon_loss: 46082587.9084; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 79514908.1527; train_optim_loss: 79514908.1527; val_kl_reg_loss: 89415.8594; val_edge_recon_loss: 2044775.8167; val_cat_covariates_contrastive_loss: 31334237.6000; val_gene_expr_recon_loss: 46248799.7333; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 79717228.8000; val_optim_loss: 79717228.8000
Epoch 9/400 |--------------------| 2.2% val_auroc_score: 0.8479; val_auprc_score: 0.9024; val_best_acc_score: 0.8042; val_best_f1_score: 0.8673; train_kl_reg_loss: 86762.0498; train_edge_recon_loss: 1997368.5582; train_cat_covariates_contrastive_loss: 31332658.5649; train_gene_expr_recon_loss: 45574445.8626; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 78991235.6031; train_optim_loss: 78991235.6031; val_kl_reg_loss: 84654.2089; val_edge_recon_loss: 2009214.7167; val_cat_covariates_contrastive_loss: 31331312.6667; val_gene_expr_recon_loss: 45549721.0667; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 78974902.4000; val_optim_loss: 78974902.4000
Epoch 10/400 |--------------------| 2.5% val_auroc_score: 0.8698; val_auprc_score: 0.9201; val_best_acc_score: 0.8159; val_best_f1_score: 0.8759; train_kl_reg_loss: 81575.2032; train_edge_recon_loss: 1963603.9714; train_cat_covariates_contrastive_loss: 31333234.0611; train_gene_expr_recon_loss: 45082535.1756; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 78460948.3969; train_optim_loss: 78460948.3969; val_kl_reg_loss: 77595.1943; val_edge_recon_loss: 1972427.8833; val_cat_covariates_contrastive_loss: 31333405.8667; val_gene_expr_recon_loss: 45064790.4000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 78448219.2000; val_optim_loss: 78448219.2000
Epoch 11/400 |--------------------| 2.8% val_auroc_score: 0.8795; val_auprc_score: 0.9235; val_best_acc_score: 0.8233; val_best_f1_score: 0.8798; train_kl_reg_loss: 75644.9191; train_edge_recon_loss: 1944021.5735; train_cat_covariates_contrastive_loss: 31334542.2443; train_gene_expr_recon_loss: 44614820.2748; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 77969029.1298; train_optim_loss: 77969029.1298; val_kl_reg_loss: 72332.0948; val_edge_recon_loss: 1916822.5250; val_cat_covariates_contrastive_loss: 31333287.6000; val_gene_expr_recon_loss: 44885026.9333; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 78207470.4000; val_optim_loss: 78207470.4000
