[True]
Run timestamp: 26072023_025139_92.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.0', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000', '--lambda_gene_expr_recon', '30000', '--lambda_chrom_access_recon', '300', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_92']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.0
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.8941; val_auprc_score: 0.9059; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 13010.1940; train_edge_recon_loss: 3486619.6667; train_gene_expr_recon_loss: 31429554.8889; train_masked_gp_l1_reg_loss: 1930.6140; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1090000.5000; train_global_loss: 36021117.3333; train_optim_loss: 36021117.3333; val_kl_reg_loss: 51854.8828; val_edge_recon_loss: 4065934.0000; val_gene_expr_recon_loss: 29366298.0000; val_masked_gp_l1_reg_loss: 2002.5696; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1077287.8750; val_global_loss: 34563376.0000; val_optim_loss: 34563376.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8826; val_auprc_score: 0.8932; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 53489.1102; train_edge_recon_loss: 3547141.5833; train_gene_expr_recon_loss: 28322703.1111; train_masked_gp_l1_reg_loss: 2113.5177; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1078413.0278; train_global_loss: 33003860.2222; train_optim_loss: 33003860.2222; val_kl_reg_loss: 63859.3203; val_edge_recon_loss: 4065935.5000; val_gene_expr_recon_loss: 27182986.0000; val_masked_gp_l1_reg_loss: 2277.0254; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1057779.7500; val_global_loss: 32372838.0000; val_optim_loss: 32372838.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8758; val_auprc_score: 0.8842; val_best_acc_score: 0.5005; val_best_f1_score: 0.6669; train_kl_reg_loss: 83821.2908; train_edge_recon_loss: 3580362.9444; train_gene_expr_recon_loss: 26388506.6667; train_masked_gp_l1_reg_loss: 2417.5937; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1043194.6250; train_global_loss: 31098303.3333; train_optim_loss: 31098303.3333; val_kl_reg_loss: 96775.2344; val_edge_recon_loss: 4065815.5000; val_gene_expr_recon_loss: 25346064.0000; val_masked_gp_l1_reg_loss: 2583.1523; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1037624.0000; val_global_loss: 30548862.0000; val_optim_loss: 30548862.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8714; val_auprc_score: 0.8759; val_best_acc_score: 0.5004; val_best_f1_score: 0.6668; train_kl_reg_loss: 134559.7465; train_edge_recon_loss: 3600244.5000; train_gene_expr_recon_loss: 24533053.1111; train_masked_gp_l1_reg_loss: 2679.7640; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1025125.5764; train_global_loss: 29295662.6667; train_optim_loss: 29295662.6667; val_kl_reg_loss: 112280.6250; val_edge_recon_loss: 4065850.5000; val_gene_expr_recon_loss: 23894288.0000; val_masked_gp_l1_reg_loss: 2774.1255; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1021542.3125; val_global_loss: 29096736.0000; val_optim_loss: 29096736.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8766; val_auprc_score: 0.8809; val_best_acc_score: 0.5005; val_best_f1_score: 0.6669; train_kl_reg_loss: 140694.8168; train_edge_recon_loss: 3640652.1389; train_gene_expr_recon_loss: 23451802.4444; train_masked_gp_l1_reg_loss: 2815.8244; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1005236.6042; train_global_loss: 28241201.7778; train_optim_loss: 28241201.7778; val_kl_reg_loss: 134867.0625; val_edge_recon_loss: 4065804.7500; val_gene_expr_recon_loss: 23225182.0000; val_masked_gp_l1_reg_loss: 2859.6504; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1011588.6250; val_global_loss: 28440302.0000; val_optim_loss: 28440302.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8814; val_auprc_score: 0.8862; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 162539.1736; train_edge_recon_loss: 3620437.5000; train_gene_expr_recon_loss: 22803133.5556; train_masked_gp_l1_reg_loss: 2887.1249; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1001899.5208; train_global_loss: 27590896.8889; train_optim_loss: 27590896.8889; val_kl_reg_loss: 150753.1250; val_edge_recon_loss: 4065863.5000; val_gene_expr_recon_loss: 22552662.0000; val_masked_gp_l1_reg_loss: 2914.3020; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1004382.4375; val_global_loss: 27776574.0000; val_optim_loss: 27776574.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8750; val_auprc_score: 0.8747; val_best_acc_score: 0.5034; val_best_f1_score: 0.6682; train_kl_reg_loss: 183722.9878; train_edge_recon_loss: 3631791.8889; train_gene_expr_recon_loss: 22152978.6667; train_masked_gp_l1_reg_loss: 2922.3275; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 988095.6389; train_global_loss: 26959511.5556; train_optim_loss: 26959511.5556; val_kl_reg_loss: 167279.1875; val_edge_recon_loss: 4065544.5000; val_gene_expr_recon_loss: 22065132.0000; val_masked_gp_l1_reg_loss: 2926.1064; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 997565.2500; val_global_loss: 27298448.0000; val_optim_loss: 27298448.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8742; val_auprc_score: 0.8739; val_best_acc_score: 0.5127; val_best_f1_score: 0.6720; train_kl_reg_loss: 193440.3906; train_edge_recon_loss: 3632267.3333; train_gene_expr_recon_loss: 21766008.4444; train_masked_gp_l1_reg_loss: 2924.9972; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 986983.5417; train_global_loss: 26581624.4444; train_optim_loss: 26581624.4444; val_kl_reg_loss: 170659.7344; val_edge_recon_loss: 4064949.5000; val_gene_expr_recon_loss: 21748926.0000; val_masked_gp_l1_reg_loss: 2921.9019; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 994304.7500; val_global_loss: 26981762.0000; val_optim_loss: 26981762.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8783; val_auprc_score: 0.8763; val_best_acc_score: 0.5193; val_best_f1_score: 0.6746; train_kl_reg_loss: 198200.8038; train_edge_recon_loss: 3622831.2778; train_gene_expr_recon_loss: 21469658.4444; train_masked_gp_l1_reg_loss: 2920.8942; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 978261.6042; train_global_loss: 26271872.4444; train_optim_loss: 26271872.4444; val_kl_reg_loss: 166192.3906; val_edge_recon_loss: 4064197.2500; val_gene_expr_recon_loss: 21539574.0000; val_masked_gp_l1_reg_loss: 2919.8816; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 991359.3125; val_global_loss: 26764244.0000; val_optim_loss: 26764244.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8798; val_auprc_score: 0.8772; val_best_acc_score: 0.5319; val_best_f1_score: 0.6802; train_kl_reg_loss: 190250.3993; train_edge_recon_loss: 3625198.1389; train_gene_expr_recon_loss: 21288095.3333; train_masked_gp_l1_reg_loss: 2920.4386; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 977901.9861; train_global_loss: 26084366.2222; train_optim_loss: 26084366.2222; val_kl_reg_loss: 166176.7188; val_edge_recon_loss: 4063289.7500; val_gene_expr_recon_loss: 21434550.0000; val_masked_gp_l1_reg_loss: 2922.7515; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 988991.5000; val_global_loss: 26655930.0000; val_optim_loss: 26655930.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8861; val_auprc_score: 0.8831; val_best_acc_score: 0.5587; val_best_f1_score: 0.6920; train_kl_reg_loss: 191301.4844; train_edge_recon_loss: 3610586.3611; train_gene_expr_recon_loss: 21151134.4444; train_masked_gp_l1_reg_loss: 2926.7718; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 976002.2569; train_global_loss: 25931951.1111; train_optim_loss: 25931951.1111; val_kl_reg_loss: 165201.3438; val_edge_recon_loss: 4061727.5000; val_gene_expr_recon_loss: 21369074.0000; val_masked_gp_l1_reg_loss: 2932.6682; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 987995.6250; val_global_loss: 26586932.0000; val_optim_loss: 26586932.0000
