[True]
Run timestamp: 26072023_020102_50.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.0', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '500000', '--lambda_gene_expr_recon', '30000', '--lambda_chrom_access_recon', '30000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_50']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.0
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.8972; val_auprc_score: 0.9073; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 6160.7248; train_edge_recon_loss: 354483.6007; train_gene_expr_recon_loss: 31874094.6667; train_masked_gp_l1_reg_loss: 1928.2825; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 107756171.5556; train_global_loss: 139992837.3333; train_optim_loss: 139992837.3333; val_kl_reg_loss: 20563.0000; val_edge_recon_loss: 406594.4688; val_gene_expr_recon_loss: 29895342.0000; val_masked_gp_l1_reg_loss: 1998.5872; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 106907952.0000; val_global_loss: 137232448.0000; val_optim_loss: 137232448.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8927; val_auprc_score: 0.8990; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 29852.6239; train_edge_recon_loss: 377152.8264; train_gene_expr_recon_loss: 28736154.0000; train_masked_gp_l1_reg_loss: 2108.6359; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 106009514.6667; train_global_loss: 135154783.1111; train_optim_loss: 135154783.1111; val_kl_reg_loss: 41663.2500; val_edge_recon_loss: 406605.0312; val_gene_expr_recon_loss: 27206482.0000; val_masked_gp_l1_reg_loss: 2262.7673; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 104521392.0000; val_global_loss: 132178400.0000; val_optim_loss: 132178400.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8821; val_auprc_score: 0.8875; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 58171.5226; train_edge_recon_loss: 392861.2569; train_gene_expr_recon_loss: 26306684.2222; train_masked_gp_l1_reg_loss: 2385.6007; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 103791548.4444; train_global_loss: 130551649.7778; train_optim_loss: 130551649.7778; val_kl_reg_loss: 68410.8984; val_edge_recon_loss: 406609.4375; val_gene_expr_recon_loss: 24835378.0000; val_masked_gp_l1_reg_loss: 2523.7385; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 102076064.0000; val_global_loss: 127388984.0000; val_optim_loss: 127388984.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8891; val_auprc_score: 0.8932; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 84592.3021; train_edge_recon_loss: 400712.2882; train_gene_expr_recon_loss: 24251082.8889; train_masked_gp_l1_reg_loss: 2599.4067; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 101436844.4444; train_global_loss: 126175832.8889; train_optim_loss: 126175832.8889; val_kl_reg_loss: 97296.4219; val_edge_recon_loss: 406611.5000; val_gene_expr_recon_loss: 23623448.0000; val_masked_gp_l1_reg_loss: 2673.3901; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 100716064.0000; val_global_loss: 124846096.0000; val_optim_loss: 124846096.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8859; val_auprc_score: 0.8850; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 109732.2604; train_edge_recon_loss: 403402.9931; train_gene_expr_recon_loss: 23272736.8889; train_masked_gp_l1_reg_loss: 2706.0730; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 99942784.8889; train_global_loss: 123731364.4444; train_optim_loss: 123731364.4444; val_kl_reg_loss: 120571.9688; val_edge_recon_loss: 406608.2500; val_gene_expr_recon_loss: 22796836.0000; val_masked_gp_l1_reg_loss: 2732.7368; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99629120.0000; val_global_loss: 122955872.0000; val_optim_loss: 122955872.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8928; val_auprc_score: 0.8877; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 133355.3151; train_edge_recon_loss: 405014.2396; train_gene_expr_recon_loss: 22502578.4444; train_masked_gp_l1_reg_loss: 2739.2181; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98318355.5556; train_global_loss: 121362042.6667; train_optim_loss: 121362042.6667; val_kl_reg_loss: 139935.9219; val_edge_recon_loss: 406596.9062; val_gene_expr_recon_loss: 22133680.0000; val_masked_gp_l1_reg_loss: 2739.5757; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98784400.0000; val_global_loss: 121467352.0000; val_optim_loss: 121467352.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8912; val_auprc_score: 0.8777; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 148786.8299; train_edge_recon_loss: 405633.1319; train_gene_expr_recon_loss: 21857585.1111; train_masked_gp_l1_reg_loss: 2734.7388; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97929180.4444; train_global_loss: 120343920.0000; train_optim_loss: 120343920.0000; val_kl_reg_loss: 148465.4688; val_edge_recon_loss: 406570.9062; val_gene_expr_recon_loss: 21721658.0000; val_masked_gp_l1_reg_loss: 2725.2524; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98365816.0000; val_global_loss: 120645232.0000; val_optim_loss: 120645232.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8889; val_auprc_score: 0.8773; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 156357.6441; train_edge_recon_loss: 405753.6632; train_gene_expr_recon_loss: 21515069.3333; train_masked_gp_l1_reg_loss: 2716.7139; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97637471.1111; train_global_loss: 119717369.7778; train_optim_loss: 119717369.7778; val_kl_reg_loss: 159254.4062; val_edge_recon_loss: 406543.6250; val_gene_expr_recon_loss: 21430734.0000; val_masked_gp_l1_reg_loss: 2704.9060; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97987584.0000; val_global_loss: 119986816.0000; val_optim_loss: 119986816.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8759; val_auprc_score: 0.8608; val_best_acc_score: 0.5019; val_best_f1_score: 0.6675; train_kl_reg_loss: 163337.6163; train_edge_recon_loss: 405778.0556; train_gene_expr_recon_loss: 21414658.6667; train_masked_gp_l1_reg_loss: 2696.0865; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97907745.7778; train_global_loss: 119894215.1111; train_optim_loss: 119894215.1111; val_kl_reg_loss: 156700.8438; val_edge_recon_loss: 406496.0625; val_gene_expr_recon_loss: 21260268.0000; val_masked_gp_l1_reg_loss: 2684.6626; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97810776.0000; val_global_loss: 119636928.0000; val_optim_loss: 119636928.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8702; val_auprc_score: 0.8534; val_best_acc_score: 0.5090; val_best_f1_score: 0.6707; train_kl_reg_loss: 162910.2465; train_edge_recon_loss: 405749.6875; train_gene_expr_recon_loss: 21223416.2222; train_masked_gp_l1_reg_loss: 2679.1612; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97412201.7778; train_global_loss: 119206956.4444; train_optim_loss: 119206956.4444; val_kl_reg_loss: 158379.1250; val_edge_recon_loss: 406446.0938; val_gene_expr_recon_loss: 21133622.0000; val_masked_gp_l1_reg_loss: 2672.3767; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97651000.0000; val_global_loss: 119352120.0000; val_optim_loss: 119352120.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8696; val_auprc_score: 0.8535; val_best_acc_score: 0.5194; val_best_f1_score: 0.6754; train_kl_reg_loss: 164971.8073; train_edge_recon_loss: 405691.7500; train_gene_expr_recon_loss: 21045113.5556; train_masked_gp_l1_reg_loss: 2667.9750; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97614488.8889; train_global_loss: 119232934.2222; train_optim_loss: 119232934.2222; val_kl_reg_loss: 158996.6562; val_edge_recon_loss: 406396.5000; val_gene_expr_recon_loss: 21024854.0000; val_masked_gp_l1_reg_loss: 2662.4854; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97423448.0000; val_global_loss: 119016360.0000; val_optim_loss: 119016360.0000
