[True]
Run timestamp: 26072023_040247_152.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.0', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '50000000', '--lambda_gene_expr_recon', '30000', '--lambda_chrom_access_recon', '3000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_152']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.0
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.9157; val_auprc_score: 0.9250; val_best_acc_score: 0.5110; val_best_f1_score: 0.6716; train_kl_reg_loss: 11234.5735; train_edge_recon_loss: 34734414.6667; train_gene_expr_recon_loss: 31129643.1111; train_masked_gp_l1_reg_loss: 1933.2933; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10858505.4444; train_global_loss: 76735732.4444; train_optim_loss: 76735732.4444; val_kl_reg_loss: 35069.7539; val_edge_recon_loss: 40643840.0000; val_gene_expr_recon_loss: 29980526.0000; val_masked_gp_l1_reg_loss: 1987.6989; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10773160.0000; val_global_loss: 81434576.0000; val_optim_loss: 81434576.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8866; val_auprc_score: 0.8986; val_best_acc_score: 0.5121; val_best_f1_score: 0.6721; train_kl_reg_loss: 74997.5725; train_edge_recon_loss: 34810984.8889; train_gene_expr_recon_loss: 28750214.8889; train_masked_gp_l1_reg_loss: 2086.7893; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10697779.5556; train_global_loss: 74336061.3333; train_optim_loss: 74336061.3333; val_kl_reg_loss: 65846.6484; val_edge_recon_loss: 40648348.0000; val_gene_expr_recon_loss: 27451912.0000; val_masked_gp_l1_reg_loss: 2235.5430; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10580176.0000; val_global_loss: 78748520.0000; val_optim_loss: 78748520.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8783; val_auprc_score: 0.8892; val_best_acc_score: 0.5086; val_best_f1_score: 0.6705; train_kl_reg_loss: 178787.3160; train_edge_recon_loss: 34825499.5556; train_gene_expr_recon_loss: 26419858.0000; train_masked_gp_l1_reg_loss: 2378.0736; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10484924.0000; train_global_loss: 71911447.1111; train_optim_loss: 71911447.1111; val_kl_reg_loss: 184447.2344; val_edge_recon_loss: 40651656.0000; val_gene_expr_recon_loss: 25425994.0000; val_masked_gp_l1_reg_loss: 2552.0557; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10377257.0000; val_global_loss: 76641904.0000; val_optim_loss: 76641904.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8722; val_auprc_score: 0.8792; val_best_acc_score: 0.5075; val_best_f1_score: 0.6700; train_kl_reg_loss: 270602.6840; train_edge_recon_loss: 34825156.4444; train_gene_expr_recon_loss: 24542813.5556; train_masked_gp_l1_reg_loss: 2662.7818; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10321509.1111; train_global_loss: 69962744.0000; train_optim_loss: 69962744.0000; val_kl_reg_loss: 293887.9062; val_edge_recon_loss: 40651928.0000; val_gene_expr_recon_loss: 23895406.0000; val_masked_gp_l1_reg_loss: 2774.9292; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10200831.0000; val_global_loss: 75044832.0000; val_optim_loss: 75044832.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8678; val_auprc_score: 0.8695; val_best_acc_score: 0.5175; val_best_f1_score: 0.6744; train_kl_reg_loss: 344333.4931; train_edge_recon_loss: 34835132.4444; train_gene_expr_recon_loss: 23512092.4444; train_masked_gp_l1_reg_loss: 2827.7565; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10157480.5556; train_global_loss: 68851869.3333; train_optim_loss: 68851869.3333; val_kl_reg_loss: 199191.9375; val_edge_recon_loss: 40644484.0000; val_gene_expr_recon_loss: 23092996.0000; val_masked_gp_l1_reg_loss: 2879.1699; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10080861.0000; val_global_loss: 74020416.0000; val_optim_loss: 74020416.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8695; val_auprc_score: 0.8771; val_best_acc_score: 0.5124; val_best_f1_score: 0.6722; train_kl_reg_loss: 345724.5903; train_edge_recon_loss: 34866054.2222; train_gene_expr_recon_loss: 22692381.3333; train_masked_gp_l1_reg_loss: 2908.8165; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10004722.3333; train_global_loss: 67911791.1111; train_optim_loss: 67911791.1111; val_kl_reg_loss: 361520.4375; val_edge_recon_loss: 40648192.0000; val_gene_expr_recon_loss: 22440770.0000; val_masked_gp_l1_reg_loss: 2940.2495; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10003044.0000; val_global_loss: 73456464.0000; val_optim_loss: 73456464.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8731; val_auprc_score: 0.8764; val_best_acc_score: 0.5125; val_best_f1_score: 0.6723; train_kl_reg_loss: 380764.8681; train_edge_recon_loss: 34848940.4444; train_gene_expr_recon_loss: 22339480.8889; train_masked_gp_l1_reg_loss: 2959.9813; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10019113.8889; train_global_loss: 67591260.8889; train_optim_loss: 67591260.8889; val_kl_reg_loss: 267091.1562; val_edge_recon_loss: 40646808.0000; val_gene_expr_recon_loss: 22106760.0000; val_masked_gp_l1_reg_loss: 2982.4116; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9942987.0000; val_global_loss: 72966632.0000; val_optim_loss: 72966632.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8738; val_auprc_score: 0.8760; val_best_acc_score: 0.5236; val_best_f1_score: 0.6770; train_kl_reg_loss: 384817.2188; train_edge_recon_loss: 34847770.2222; train_gene_expr_recon_loss: 21786124.6667; train_masked_gp_l1_reg_loss: 2997.3209; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9912366.8889; train_global_loss: 66934076.8889; train_optim_loss: 66934076.8889; val_kl_reg_loss: 294681.4062; val_edge_recon_loss: 40637276.0000; val_gene_expr_recon_loss: 21718406.0000; val_masked_gp_l1_reg_loss: 3013.7341; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9903361.0000; val_global_loss: 72556736.0000; val_optim_loss: 72556736.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8780; val_auprc_score: 0.8771; val_best_acc_score: 0.5348; val_best_f1_score: 0.6821; train_kl_reg_loss: 366672.3924; train_edge_recon_loss: 34873248.0000; train_gene_expr_recon_loss: 21553937.1111; train_masked_gp_l1_reg_loss: 3025.5339; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9899429.1111; train_global_loss: 66696312.0000; train_optim_loss: 66696312.0000; val_kl_reg_loss: 271935.0625; val_edge_recon_loss: 40629776.0000; val_gene_expr_recon_loss: 21561610.0000; val_masked_gp_l1_reg_loss: 3040.3674; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9878406.0000; val_global_loss: 72344768.0000; val_optim_loss: 72344768.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8838; val_auprc_score: 0.8826; val_best_acc_score: 0.5462; val_best_f1_score: 0.6873; train_kl_reg_loss: 370761.2049; train_edge_recon_loss: 34861915.5556; train_gene_expr_recon_loss: 21391536.4444; train_masked_gp_l1_reg_loss: 3052.1940; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9866027.0000; train_global_loss: 66493292.8889; train_optim_loss: 66493292.8889; val_kl_reg_loss: 286519.5312; val_edge_recon_loss: 40623340.0000; val_gene_expr_recon_loss: 21401430.0000; val_masked_gp_l1_reg_loss: 3066.1462; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9841516.0000; val_global_loss: 72155872.0000; val_optim_loss: 72155872.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8849; val_auprc_score: 0.8783; val_best_acc_score: 0.5923; val_best_f1_score: 0.7091; train_kl_reg_loss: 376426.5903; train_edge_recon_loss: 34865394.6667; train_gene_expr_recon_loss: 21320920.6667; train_masked_gp_l1_reg_loss: 3077.0682; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9822011.0000; train_global_loss: 66387830.6667; train_optim_loss: 66387830.6667; val_kl_reg_loss: 225964.5000; val_edge_recon_loss: 40602236.0000; val_gene_expr_recon_loss: 21317808.0000; val_masked_gp_l1_reg_loss: 3089.9204; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9833417.0000; val_global_loss: 71982512.0000; val_optim_loss: 71982512.0000
