[True]
Run timestamp: 26072023_014759_40.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.05', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '500000', '--lambda_gene_expr_recon', '30000', '--lambda_chrom_access_recon', '300', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_40']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.05
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.8952; val_auprc_score: 0.9068; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 6608.6517; train_edge_recon_loss: 352619.5278; train_gene_expr_recon_loss: 32015848.0000; train_masked_gp_l1_reg_loss: 1929.9314; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1085382.6528; train_global_loss: 33462388.4444; train_optim_loss: 33462388.4444; val_kl_reg_loss: 24935.4062; val_edge_recon_loss: 406608.0625; val_gene_expr_recon_loss: 29725706.0000; val_masked_gp_l1_reg_loss: 2002.2188; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1079868.1250; val_global_loss: 31239120.0000; val_optim_loss: 31239120.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8810; val_auprc_score: 0.8882; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 47306.7700; train_edge_recon_loss: 378357.6424; train_gene_expr_recon_loss: 28504811.1111; train_masked_gp_l1_reg_loss: 2109.5875; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1074008.2431; train_global_loss: 30006593.3333; train_optim_loss: 30006593.3333; val_kl_reg_loss: 60171.4375; val_edge_recon_loss: 406614.0625; val_gene_expr_recon_loss: 26519470.0000; val_masked_gp_l1_reg_loss: 2251.0708; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1053530.6250; val_global_loss: 28042038.0000; val_optim_loss: 28042038.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8690; val_auprc_score: 0.8714; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 83818.5738; train_edge_recon_loss: 397355.8264; train_gene_expr_recon_loss: 25805931.7778; train_masked_gp_l1_reg_loss: 2355.7662; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1036162.7500; train_global_loss: 27325624.4444; train_optim_loss: 27325624.4444; val_kl_reg_loss: 121148.6484; val_edge_recon_loss: 406611.3750; val_gene_expr_recon_loss: 24133956.0000; val_masked_gp_l1_reg_loss: 2470.2607; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1027810.5000; val_global_loss: 25691996.0000; val_optim_loss: 25691996.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8722; val_auprc_score: 0.8734; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 138763.2153; train_edge_recon_loss: 401103.0243; train_gene_expr_recon_loss: 23989635.1111; train_masked_gp_l1_reg_loss: 2524.9994; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1020883.5972; train_global_loss: 25552909.3333; train_optim_loss: 25552909.3333; val_kl_reg_loss: 135532.5000; val_edge_recon_loss: 406604.6875; val_gene_expr_recon_loss: 23140954.0000; val_masked_gp_l1_reg_loss: 2574.2136; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1015238.7500; val_global_loss: 24700904.0000; val_optim_loss: 24700904.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8750; val_auprc_score: 0.8704; val_best_acc_score: 0.5003; val_best_f1_score: 0.6668; train_kl_reg_loss: 137299.8351; train_edge_recon_loss: 402359.4236; train_gene_expr_recon_loss: 22978460.2222; train_masked_gp_l1_reg_loss: 2595.3000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1004016.7986; train_global_loss: 24524731.7778; train_optim_loss: 24524731.7778; val_kl_reg_loss: 142871.8438; val_edge_recon_loss: 406590.5938; val_gene_expr_recon_loss: 22347462.0000; val_masked_gp_l1_reg_loss: 2616.1738; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1008216.0625; val_global_loss: 23907756.0000; val_optim_loss: 23907756.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8848; val_auprc_score: 0.8786; val_best_acc_score: 0.5004; val_best_f1_score: 0.6668; train_kl_reg_loss: 151531.9253; train_edge_recon_loss: 404015.6875; train_gene_expr_recon_loss: 22218985.7778; train_masked_gp_l1_reg_loss: 2622.6635; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 999931.6597; train_global_loss: 23777087.7778; train_optim_loss: 23777087.7778; val_kl_reg_loss: 148847.9688; val_edge_recon_loss: 406576.5000; val_gene_expr_recon_loss: 21821604.0000; val_masked_gp_l1_reg_loss: 2625.7905; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1000952.1250; val_global_loss: 23380606.0000; val_optim_loss: 23380606.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8872; val_auprc_score: 0.8777; val_best_acc_score: 0.5036; val_best_f1_score: 0.6682; train_kl_reg_loss: 154427.3559; train_edge_recon_loss: 404802.8750; train_gene_expr_recon_loss: 21747264.6667; train_masked_gp_l1_reg_loss: 2625.8725; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 994116.8889; train_global_loss: 23303238.2222; train_optim_loss: 23303238.2222; val_kl_reg_loss: 150302.7969; val_edge_recon_loss: 406540.2812; val_gene_expr_recon_loss: 21497480.0000; val_masked_gp_l1_reg_loss: 2623.3972; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 997561.0000; val_global_loss: 23054508.0000; val_optim_loss: 23054508.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8852; val_auprc_score: 0.8764; val_best_acc_score: 0.5113; val_best_f1_score: 0.6716; train_kl_reg_loss: 147989.0851; train_edge_recon_loss: 404874.0382; train_gene_expr_recon_loss: 21404245.5556; train_masked_gp_l1_reg_loss: 2619.8260; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 980939.0833; train_global_loss: 22940667.5556; train_optim_loss: 22940667.5556; val_kl_reg_loss: 142727.5781; val_edge_recon_loss: 406473.9375; val_gene_expr_recon_loss: 21276704.0000; val_masked_gp_l1_reg_loss: 2616.3115; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 993149.5625; val_global_loss: 22821672.0000; val_optim_loss: 22821672.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8878; val_auprc_score: 0.8703; val_best_acc_score: 0.5325; val_best_f1_score: 0.6810; train_kl_reg_loss: 144581.7917; train_edge_recon_loss: 404928.1354; train_gene_expr_recon_loss: 21185479.1111; train_masked_gp_l1_reg_loss: 2615.9882; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 984402.8125; train_global_loss: 22722008.0000; train_optim_loss: 22722008.0000; val_kl_reg_loss: 136879.6406; val_edge_recon_loss: 406329.8125; val_gene_expr_recon_loss: 21111058.0000; val_masked_gp_l1_reg_loss: 2616.0845; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 989627.0625; val_global_loss: 22646512.0000; val_optim_loss: 22646512.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8886; val_auprc_score: 0.8748; val_best_acc_score: 0.5722; val_best_f1_score: 0.6996; train_kl_reg_loss: 138686.0608; train_edge_recon_loss: 404620.1215; train_gene_expr_recon_loss: 21084786.4444; train_masked_gp_l1_reg_loss: 2617.9384; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 983576.8542; train_global_loss: 22614287.1111; train_optim_loss: 22614287.1111; val_kl_reg_loss: 133300.3906; val_edge_recon_loss: 406126.1562; val_gene_expr_recon_loss: 21005344.0000; val_masked_gp_l1_reg_loss: 2620.5981; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 987429.8750; val_global_loss: 22534820.0000; val_optim_loss: 22534820.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8846; val_auprc_score: 0.8665; val_best_acc_score: 0.6374; val_best_f1_score: 0.7322; train_kl_reg_loss: 135318.3559; train_edge_recon_loss: 404258.9688; train_gene_expr_recon_loss: 21114035.7778; train_masked_gp_l1_reg_loss: 2624.2941; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 976566.4167; train_global_loss: 22632803.7778; train_optim_loss: 22632803.7778; val_kl_reg_loss: 130887.8125; val_edge_recon_loss: 405793.5938; val_gene_expr_recon_loss: 20922240.0000; val_masked_gp_l1_reg_loss: 2628.9155; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 985798.8750; val_global_loss: 22447348.0000; val_optim_loss: 22447348.0000
