[True]
Run timestamp: 07082023_210635_118.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '4000', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.01', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--n_addon_gp', '0', '--active_gp_thresh_ratio', '0.03', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000', '--lambda_gene_expr_recon', '300', '--lambda_chrom_access_recon', '300', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5', '--lambda_l1_addon', '10.', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '8', '--timestamp_suffix', '_118']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 5114 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 112141 peaks after filtering  peaks with counts in less than 92 cells.
Keeping 19267 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb, include_chrom_access_recon_loss: True, atac_recon_loss: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ONE HOP GCN NORM NODE LABEL AGGREGATOR
ENCODER -> n_input: 23942, n_cat_covariates_embed_input: 0, n_hidden: 2573, n_latent: 2573, n_addon_latent: 0, n_fc_layers: 1, n_layers: 1, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 2573, n_addon_gp_input: 0, n_cat_covariates_embed_input: 0, n_output: 4675
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 2573, n_addon_gp_input: 0, n_cat_covariates_embed_input: 0, n_output: 4675
MASKED TARGET ATAC DECODER -> n_prior_gp_input: 2573, n_addon_gp_input: 0, n_cat_covariates_embed_input: 0, n_output: 19267
MASKED SOURCE ATAC DECODER -> n_prior_gp_input: 2573, n_addon_gp_input: 0, n_cat_covariates_embed_input: 0, n_output: 19267

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.9553; val_auprc_score: 0.9574; val_best_acc_score: 0.5874; val_best_f1_score: 0.7074; train_kl_reg_loss: 10932.6192; train_edge_recon_loss: 3470451.7222; train_gene_expr_recon_loss: 624931.0694; train_masked_gp_l1_reg_loss: 4641.7170; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 795747.9375; train_global_loss: 4906704.9444; train_optim_loss: 4906704.9444; val_kl_reg_loss: 5678.0845; val_edge_recon_loss: 4060073.5000; val_gene_expr_recon_loss: 610970.0000; val_masked_gp_l1_reg_loss: 4178.3232; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 777812.6250; val_global_loss: 5458712.5000; val_optim_loss: 5458712.5000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.9467; val_auprc_score: 0.9489; val_best_acc_score: 0.7479; val_best_f1_score: 0.7960; train_kl_reg_loss: 5714.0439; train_edge_recon_loss: 3471098.3333; train_gene_expr_recon_loss: 600647.9653; train_masked_gp_l1_reg_loss: 4013.9178; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 792659.7569; train_global_loss: 4874133.8889; train_optim_loss: 4874133.8889; val_kl_reg_loss: 4025.0408; val_edge_recon_loss: 4052263.2500; val_gene_expr_recon_loss: 587106.3750; val_masked_gp_l1_reg_loss: 3870.5710; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 770796.5625; val_global_loss: 5418061.5000; val_optim_loss: 5418061.5000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.9360; val_auprc_score: 0.9359; val_best_acc_score: 0.8265; val_best_f1_score: 0.8463; train_kl_reg_loss: 8895.8595; train_edge_recon_loss: 3474931.1944; train_gene_expr_recon_loss: 569802.8125; train_masked_gp_l1_reg_loss: 3856.8615; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 785837.5486; train_global_loss: 4843324.2222; train_optim_loss: 4843324.2222; val_kl_reg_loss: 11384.0771; val_edge_recon_loss: 4038182.5000; val_gene_expr_recon_loss: 548619.1250; val_masked_gp_l1_reg_loss: 3862.3196; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 760290.3125; val_global_loss: 5362338.5000; val_optim_loss: 5362338.5000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.9247; val_auprc_score: 0.9172; val_best_acc_score: 0.8146; val_best_f1_score: 0.8385; train_kl_reg_loss: 11484.2752; train_edge_recon_loss: 3470872.0833; train_gene_expr_recon_loss: 541801.9167; train_masked_gp_l1_reg_loss: 3856.8248; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 771904.4514; train_global_loss: 4799919.5000; train_optim_loss: 4799919.5000; val_kl_reg_loss: 11294.3936; val_edge_recon_loss: 3902862.7500; val_gene_expr_recon_loss: 528473.7500; val_masked_gp_l1_reg_loss: 3846.3750; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 752992.5000; val_global_loss: 5199470.0000; val_optim_loss: 5199470.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8823; val_auprc_score: 0.8727; val_best_acc_score: 0.7937; val_best_f1_score: 0.8087; train_kl_reg_loss: 8013.5649; train_edge_recon_loss: 3384210.5000; train_gene_expr_recon_loss: 530817.3924; train_masked_gp_l1_reg_loss: 3849.6000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 770755.8958; train_global_loss: 4697647.0000; train_optim_loss: 4697647.0000; val_kl_reg_loss: 5149.7192; val_edge_recon_loss: 3098570.0000; val_gene_expr_recon_loss: 548098.9375; val_masked_gp_l1_reg_loss: 3865.5676; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 757643.8750; val_global_loss: 4413328.0000; val_optim_loss: 4413328.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8965; val_auprc_score: 0.8761; val_best_acc_score: 0.8126; val_best_f1_score: 0.8292; train_kl_reg_loss: 15220.0363; train_edge_recon_loss: 2932425.5278; train_gene_expr_recon_loss: 555302.1319; train_masked_gp_l1_reg_loss: 3885.7875; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 775747.7014; train_global_loss: 4282581.0833; train_optim_loss: 4282581.0833; val_kl_reg_loss: 29459.7617; val_edge_recon_loss: 2803119.0000; val_gene_expr_recon_loss: 556344.1875; val_masked_gp_l1_reg_loss: 3887.7310; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 757922.1875; val_global_loss: 4150733.0000; val_optim_loss: 4150733.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.9253; val_auprc_score: 0.8992; val_best_acc_score: 0.8608; val_best_f1_score: 0.8702; train_kl_reg_loss: 37558.9946; train_edge_recon_loss: 2757980.7500; train_gene_expr_recon_loss: 536488.7083; train_masked_gp_l1_reg_loss: 3880.9322; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 766770.4167; train_global_loss: 4102679.8333; train_optim_loss: 4102679.8333; val_kl_reg_loss: 39861.0547; val_edge_recon_loss: 2732768.7500; val_gene_expr_recon_loss: 529195.1875; val_masked_gp_l1_reg_loss: 3871.8755; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 750023.5625; val_global_loss: 4055720.5000; val_optim_loss: 4055720.5000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.9271; val_auprc_score: 0.9048; val_best_acc_score: 0.8665; val_best_f1_score: 0.8723; train_kl_reg_loss: 39878.7444; train_edge_recon_loss: 2732868.7500; train_gene_expr_recon_loss: 525780.2292; train_masked_gp_l1_reg_loss: 3859.1259; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 765049.4722; train_global_loss: 4067436.2500; train_optim_loss: 4067436.2500; val_kl_reg_loss: 34822.7344; val_edge_recon_loss: 2748487.5000; val_gene_expr_recon_loss: 523249.9375; val_masked_gp_l1_reg_loss: 3848.5967; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 746509.4375; val_global_loss: 4056918.2500; val_optim_loss: 4056918.2500
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.9335; val_auprc_score: 0.9123; val_best_acc_score: 0.8720; val_best_f1_score: 0.8807; train_kl_reg_loss: 36589.8641; train_edge_recon_loss: 2725990.7222; train_gene_expr_recon_loss: 518788.4896; train_masked_gp_l1_reg_loss: 3849.4886; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 760875.2292; train_global_loss: 4046093.7778; train_optim_loss: 4046093.7778; val_kl_reg_loss: 35677.7188; val_edge_recon_loss: 2736221.2500; val_gene_expr_recon_loss: 513535.8750; val_masked_gp_l1_reg_loss: 3855.7021; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 743814.0625; val_global_loss: 4033104.7500; val_optim_loss: 4033104.7500
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.9338; val_auprc_score: 0.9120; val_best_acc_score: 0.8754; val_best_f1_score: 0.8835; train_kl_reg_loss: 38408.6450; train_edge_recon_loss: 2712369.8889; train_gene_expr_recon_loss: 509252.4479; train_masked_gp_l1_reg_loss: 3865.6753; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 755435.7361; train_global_loss: 4019332.3611; train_optim_loss: 4019332.3611; val_kl_reg_loss: 36590.2812; val_edge_recon_loss: 2724079.5000; val_gene_expr_recon_loss: 506143.8125; val_masked_gp_l1_reg_loss: 3878.3433; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 740881.4375; val_global_loss: 4011573.2500; val_optim_loss: 4011573.2500
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.9377; val_auprc_score: 0.9166; val_best_acc_score: 0.8829; val_best_f1_score: 0.8908; train_kl_reg_loss: 37365.2626; train_edge_recon_loss: 2725432.1944; train_gene_expr_recon_loss: 502863.3854; train_masked_gp_l1_reg_loss: 3896.5965; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 757143.9028; train_global_loss: 4026701.3889; train_optim_loss: 4026701.3889; val_kl_reg_loss: 34952.6406; val_edge_recon_loss: 2749270.7500; val_gene_expr_recon_loss: 500629.5625; val_masked_gp_l1_reg_loss: 3919.1516; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 738500.1875; val_global_loss: 4027272.5000; val_optim_loss: 4027272.5000
