[True]
Run timestamp: 26072023_011204_14.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.0', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '500000', '--lambda_gene_expr_recon', '300', '--lambda_chrom_access_recon', '30000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_14']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.0
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.9013; val_auprc_score: 0.9144; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 7690.9255; train_edge_recon_loss: 352422.3299; train_gene_expr_recon_loss: 321096.2708; train_masked_gp_l1_reg_loss: 1665.8708; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 108841009.7778; train_global_loss: 109523885.3333; train_optim_loss: 109523885.3333; val_kl_reg_loss: 27720.5488; val_edge_recon_loss: 406594.3125; val_gene_expr_recon_loss: 315729.2812; val_masked_gp_l1_reg_loss: 1552.0056; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 106562264.0000; val_global_loss: 107313864.0000; val_optim_loss: 107313864.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.9018; val_auprc_score: 0.9109; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 18609.6642; train_edge_recon_loss: 366236.7743; train_gene_expr_recon_loss: 305211.5799; train_masked_gp_l1_reg_loss: 1575.6267; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 107078904.0000; train_global_loss: 107770537.7778; train_optim_loss: 107770537.7778; val_kl_reg_loss: 26635.8242; val_edge_recon_loss: 406606.5000; val_gene_expr_recon_loss: 292567.5625; val_masked_gp_l1_reg_loss: 1641.7065; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 104515152.0000; val_global_loss: 105242600.0000; val_optim_loss: 105242600.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8910; val_auprc_score: 0.8948; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 37500.6764; train_edge_recon_loss: 381242.0903; train_gene_expr_recon_loss: 276044.4062; train_masked_gp_l1_reg_loss: 1725.6179; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 103744664.8889; train_global_loss: 104441177.7778; train_optim_loss: 104441177.7778; val_kl_reg_loss: 49188.8672; val_edge_recon_loss: 406613.4688; val_gene_expr_recon_loss: 263646.3125; val_masked_gp_l1_reg_loss: 1818.7177; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 102164744.0000; val_global_loss: 102886008.0000; val_optim_loss: 102886008.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8835; val_auprc_score: 0.8853; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 59037.7448; train_edge_recon_loss: 395336.4306; train_gene_expr_recon_loss: 254024.5712; train_masked_gp_l1_reg_loss: 1852.4464; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 101644035.5556; train_global_loss: 102354286.2222; train_optim_loss: 102354286.2222; val_kl_reg_loss: 68577.8438; val_edge_recon_loss: 406611.0938; val_gene_expr_recon_loss: 250852.9062; val_masked_gp_l1_reg_loss: 1873.6660; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 100503984.0000; val_global_loss: 101231896.0000; val_optim_loss: 101231896.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8846; val_auprc_score: 0.8853; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 81502.6328; train_edge_recon_loss: 399721.7847; train_gene_expr_recon_loss: 243768.0208; train_masked_gp_l1_reg_loss: 1865.2250; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 100496053.3333; train_global_loss: 101222912.0000; train_optim_loss: 101222912.0000; val_kl_reg_loss: 91818.2812; val_edge_recon_loss: 406609.0938; val_gene_expr_recon_loss: 241271.7969; val_masked_gp_l1_reg_loss: 1838.5547; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99286208.0000; val_global_loss: 100027744.0000; val_optim_loss: 100027744.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8989; val_auprc_score: 0.8970; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 99535.1632; train_edge_recon_loss: 402786.3056; train_gene_expr_recon_loss: 234649.8785; train_masked_gp_l1_reg_loss: 1800.2436; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98873424.0000; train_global_loss: 99612195.5556; train_optim_loss: 99612195.5556; val_kl_reg_loss: 103907.2656; val_edge_recon_loss: 406594.8125; val_gene_expr_recon_loss: 235505.6250; val_masked_gp_l1_reg_loss: 1747.9064; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98563200.0000; val_global_loss: 99310952.0000; val_optim_loss: 99310952.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8880; val_auprc_score: 0.8792; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 111260.5104; train_edge_recon_loss: 403534.1424; train_gene_expr_recon_loss: 228100.5885; train_masked_gp_l1_reg_loss: 1702.1690; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98242603.5556; train_global_loss: 98987202.6667; train_optim_loss: 98987202.6667; val_kl_reg_loss: 115098.9375; val_edge_recon_loss: 406558.0000; val_gene_expr_recon_loss: 229932.7344; val_masked_gp_l1_reg_loss: 1642.5588; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98031824.0000; val_global_loss: 98785056.0000; val_optim_loss: 98785056.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8720; val_auprc_score: 0.8580; val_best_acc_score: 0.5049; val_best_f1_score: 0.6688; train_kl_reg_loss: 121845.5269; train_edge_recon_loss: 403755.8785; train_gene_expr_recon_loss: 224788.1510; train_masked_gp_l1_reg_loss: 1594.6893; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97619705.7778; train_global_loss: 98371689.7778; train_optim_loss: 98371689.7778; val_kl_reg_loss: 119446.7656; val_edge_recon_loss: 406479.6562; val_gene_expr_recon_loss: 225511.2188; val_masked_gp_l1_reg_loss: 1535.7677; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97666480.0000; val_global_loss: 98419456.0000; val_optim_loss: 98419456.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8504; val_auprc_score: 0.8423; val_best_acc_score: 0.5172; val_best_f1_score: 0.6744; train_kl_reg_loss: 125589.2760; train_edge_recon_loss: 404201.8403; train_gene_expr_recon_loss: 219342.9028; train_masked_gp_l1_reg_loss: 1497.0483; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97569937.7778; train_global_loss: 98320568.0000; train_optim_loss: 98320568.0000; val_kl_reg_loss: 123531.3125; val_edge_recon_loss: 406408.7812; val_gene_expr_recon_loss: 222353.0938; val_masked_gp_l1_reg_loss: 1448.9850; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97478488.0000; val_global_loss: 98232232.0000; val_optim_loss: 98232232.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8396; val_auprc_score: 0.8334; val_best_acc_score: 0.5380; val_best_f1_score: 0.6837; train_kl_reg_loss: 129042.1832; train_edge_recon_loss: 404249.6944; train_gene_expr_recon_loss: 217913.5955; train_masked_gp_l1_reg_loss: 1417.4423; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97287368.0000; train_global_loss: 98039990.2222; train_optim_loss: 98039990.2222; val_kl_reg_loss: 124580.9766; val_edge_recon_loss: 406328.6875; val_gene_expr_recon_loss: 220125.8750; val_masked_gp_l1_reg_loss: 1377.7124; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97266952.0000; val_global_loss: 98019368.0000; val_optim_loss: 98019368.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8301; val_auprc_score: 0.8310; val_best_acc_score: 0.5569; val_best_f1_score: 0.6920; train_kl_reg_loss: 130777.7552; train_edge_recon_loss: 403775.2118; train_gene_expr_recon_loss: 217425.1337; train_masked_gp_l1_reg_loss: 1352.5590; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97708022.2222; train_global_loss: 98461351.1111; train_optim_loss: 98461351.1111; val_kl_reg_loss: 122648.7578; val_edge_recon_loss: 406244.4688; val_gene_expr_recon_loss: 218711.4375; val_masked_gp_l1_reg_loss: 1322.6011; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97103968.0000; val_global_loss: 97852896.0000; val_optim_loss: 97852896.0000
Epoch 12/100 |██------------------| 12.0% val_auroc_score: 0.8351; val_auprc_score: 0.8323; val_best_acc_score: 0.5746; val_best_f1_score: 0.6996; train_kl_reg_loss: 129535.5512; train_edge_recon_loss: 404001.7500; train_gene_expr_recon_loss: 214886.3056; train_masked_gp_l1_reg_loss: 1306.9524; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97336259.5556; train_global_loss: 98085991.1111; train_optim_loss: 98085991.1111; val_kl_reg_loss: 118257.1562; val_edge_recon_loss: 406130.3750; val_gene_expr_recon_loss: 217783.9531; val_masked_gp_l1_reg_loss: 1284.1536; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 96954280.0000; val_global_loss: 97697736.0000; val_optim_loss: 97697736.0000
Epoch 13/100 |██------------------| 13.0% val_auroc_score: 0.8354; val_auprc_score: 0.8366; val_best_acc_score: 0.5885; val_best_f1_score: 0.7057; train_kl_reg_loss: 127617.6050; train_edge_recon_loss: 403714.2326; train_gene_expr_recon_loss: 214064.0434; train_masked_gp_l1_reg_loss: 1269.6685; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 96891214.2222; train_global_loss: 97637880.8889; train_optim_loss: 97637880.8889; val_kl_reg_loss: 118826.7969; val_edge_recon_loss: 406052.6875; val_gene_expr_recon_loss: 216997.8125; val_masked_gp_l1_reg_loss: 1251.7415; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 96886680.0000; val_global_loss: 97629808.0000; val_optim_loss: 97629808.0000
Epoch 14/100 |██------------------| 14.0% val_auroc_score: 0.8524; val_auprc_score: 0.8530; val_best_acc_score: 0.6128; val_best_f1_score: 0.7176; train_kl_reg_loss: 126545.4965; train_edge_recon_loss: 403356.5382; train_gene_expr_recon_loss: 213832.4236; train_masked_gp_l1_reg_loss: 1239.2849; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 96782565.3333; train_global_loss: 97527538.6667; train_optim_loss: 97527538.6667; val_kl_reg_loss: 118335.2969; val_edge_recon_loss: 405922.4062; val_gene_expr_recon_loss: 216092.3750; val_masked_gp_l1_reg_loss: 1223.1403; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 96757976.0000; val_global_loss: 97499552.0000; val_optim_loss: 97499552.0000
Epoch 15/100 |███-----------------| 15.0% val_auroc_score: 0.8541; val_auprc_score: 0.8510; val_best_acc_score: 0.6388; val_best_f1_score: 0.7300; train_kl_reg_loss: 126952.9340; train_edge_recon_loss: 403119.2118; train_gene_expr_recon_loss: 214213.3472; train_masked_gp_l1_reg_loss: 1214.2831; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97531092.4444; train_global_loss: 98276592.0000; train_optim_loss: 98276592.0000; val_kl_reg_loss: 116168.4062; val_edge_recon_loss: 405767.8750; val_gene_expr_recon_loss: 215507.3438; val_masked_gp_l1_reg_loss: 1199.8203; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 96572520.0000; val_global_loss: 97311160.0000; val_optim_loss: 97311160.0000
Epoch 16/100 |███-----------------| 16.0% val_auroc_score: 0.8635; val_auprc_score: 0.8618; val_best_acc_score: 0.6761; val_best_f1_score: 0.7490; train_kl_reg_loss: 125277.1806; train_edge_recon_loss: 402805.9271; train_gene_expr_recon_loss: 212387.6389; train_masked_gp_l1_reg_loss: 1194.0919; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 95947054.2222; train_global_loss: 96688720.0000; train_optim_loss: 96688720.0000; val_kl_reg_loss: 115433.5625; val_edge_recon_loss: 405491.7812; val_gene_expr_recon_loss: 214921.3594; val_masked_gp_l1_reg_loss: 1183.0959; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 96465496.0000; val_global_loss: 97202528.0000; val_optim_loss: 97202528.0000
Epoch 17/100 |███-----------------| 17.0% val_auroc_score: 0.8785; val_auprc_score: 0.8695; val_best_acc_score: 0.7317; val_best_f1_score: 0.7798; train_kl_reg_loss: 124682.0243; train_edge_recon_loss: 402322.5833; train_gene_expr_recon_loss: 212662.2170; train_masked_gp_l1_reg_loss: 1177.2996; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97076877.3333; train_global_loss: 97817721.7778; train_optim_loss: 97817721.7778; val_kl_reg_loss: 113399.2266; val_edge_recon_loss: 405048.8750; val_gene_expr_recon_loss: 214759.5000; val_masked_gp_l1_reg_loss: 1165.9463; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 96447184.0000; val_global_loss: 97181560.0000; val_optim_loss: 97181560.0000
Epoch 18/100 |███-----------------| 18.0% val_auroc_score: 0.8783; val_auprc_score: 0.8653; val_best_acc_score: 0.7687; val_best_f1_score: 0.7998; train_kl_reg_loss: 122887.3316; train_edge_recon_loss: 401841.5764; train_gene_expr_recon_loss: 211541.9931; train_masked_gp_l1_reg_loss: 1161.1921; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 96281942.2222; train_global_loss: 97019374.2222; train_optim_loss: 97019374.2222; val_kl_reg_loss: 112952.6641; val_edge_recon_loss: 404450.8125; val_gene_expr_recon_loss: 213928.3281; val_masked_gp_l1_reg_loss: 1151.5562; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 96241920.0000; val_global_loss: 96974400.0000; val_optim_loss: 96974400.0000
