[True]
Run timestamp: 26072023_030122_98.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.0', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000', '--lambda_gene_expr_recon', '30000', '--lambda_chrom_access_recon', '3000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_98']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.0
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.8891; val_auprc_score: 0.9044; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 10048.1807; train_edge_recon_loss: 3488649.6667; train_gene_expr_recon_loss: 32175006.0000; train_masked_gp_l1_reg_loss: 1920.7304; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10805992.6667; train_global_loss: 46481618.2222; train_optim_loss: 46481618.2222; val_kl_reg_loss: 31381.7656; val_edge_recon_loss: 4065853.0000; val_gene_expr_recon_loss: 30724918.0000; val_masked_gp_l1_reg_loss: 1992.0437; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10852063.0000; val_global_loss: 45676208.0000; val_optim_loss: 45676208.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8755; val_auprc_score: 0.8841; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 55363.9188; train_edge_recon_loss: 3548277.2222; train_gene_expr_recon_loss: 29025865.1111; train_masked_gp_l1_reg_loss: 2104.1343; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10657609.8889; train_global_loss: 43289220.0000; train_optim_loss: 43289220.0000; val_kl_reg_loss: 88168.1094; val_edge_recon_loss: 4065855.2500; val_gene_expr_recon_loss: 27753776.0000; val_masked_gp_l1_reg_loss: 2263.1846; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10609433.0000; val_global_loss: 42519496.0000; val_optim_loss: 42519496.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8653; val_auprc_score: 0.8713; val_best_acc_score: 0.5001; val_best_f1_score: 0.6667; train_kl_reg_loss: 99524.4835; train_edge_recon_loss: 3612953.6667; train_gene_expr_recon_loss: 26284349.3333; train_masked_gp_l1_reg_loss: 2389.2944; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10376857.3333; train_global_loss: 40376073.7778; train_optim_loss: 40376073.7778; val_kl_reg_loss: 126996.6406; val_edge_recon_loss: 4065828.0000; val_gene_expr_recon_loss: 25470854.0000; val_masked_gp_l1_reg_loss: 2533.9421; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10375797.0000; val_global_loss: 40042008.0000; val_optim_loss: 40042008.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8609; val_auprc_score: 0.8613; val_best_acc_score: 0.5003; val_best_f1_score: 0.6668; train_kl_reg_loss: 159594.4123; train_edge_recon_loss: 3642718.0278; train_gene_expr_recon_loss: 24479343.5556; train_masked_gp_l1_reg_loss: 2613.2145; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10193163.1111; train_global_loss: 38477432.4444; train_optim_loss: 38477432.4444; val_kl_reg_loss: 139494.5625; val_edge_recon_loss: 4065816.0000; val_gene_expr_recon_loss: 23933228.0000; val_masked_gp_l1_reg_loss: 2685.1250; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10201663.0000; val_global_loss: 38342888.0000; val_optim_loss: 38342888.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8772; val_auprc_score: 0.8723; val_best_acc_score: 0.5015; val_best_f1_score: 0.6673; train_kl_reg_loss: 186211.9618; train_edge_recon_loss: 3657523.6667; train_gene_expr_recon_loss: 23212376.2222; train_masked_gp_l1_reg_loss: 2714.7593; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10039629.0000; train_global_loss: 37098455.5556; train_optim_loss: 37098455.5556; val_kl_reg_loss: 169310.5469; val_edge_recon_loss: 4065630.7500; val_gene_expr_recon_loss: 22972426.0000; val_masked_gp_l1_reg_loss: 2742.4509; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10104401.0000; val_global_loss: 37314512.0000; val_optim_loss: 37314512.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8830; val_auprc_score: 0.8771; val_best_acc_score: 0.5047; val_best_f1_score: 0.6688; train_kl_reg_loss: 200708.6128; train_edge_recon_loss: 3671826.0833; train_gene_expr_recon_loss: 22487793.3333; train_masked_gp_l1_reg_loss: 2750.3942; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9955886.2222; train_global_loss: 36318965.3333; train_optim_loss: 36318965.3333; val_kl_reg_loss: 210761.4375; val_edge_recon_loss: 4065288.0000; val_gene_expr_recon_loss: 22352904.0000; val_masked_gp_l1_reg_loss: 2755.5969; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10015247.0000; val_global_loss: 36646956.0000; val_optim_loss: 36646956.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8804; val_auprc_score: 0.8734; val_best_acc_score: 0.5061; val_best_f1_score: 0.6694; train_kl_reg_loss: 221871.3125; train_edge_recon_loss: 3643422.8333; train_gene_expr_recon_loss: 21862278.8889; train_masked_gp_l1_reg_loss: 2758.5044; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9865780.8889; train_global_loss: 35596112.8889; train_optim_loss: 35596112.8889; val_kl_reg_loss: 187115.1875; val_edge_recon_loss: 4065161.7500; val_gene_expr_recon_loss: 21914306.0000; val_masked_gp_l1_reg_loss: 2761.3733; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9965662.0000; val_global_loss: 36135008.0000; val_optim_loss: 36135008.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8874; val_auprc_score: 0.8836; val_best_acc_score: 0.5074; val_best_f1_score: 0.6700; train_kl_reg_loss: 227255.2014; train_edge_recon_loss: 3653760.2500; train_gene_expr_recon_loss: 21512989.3333; train_masked_gp_l1_reg_loss: 2761.8483; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9832835.1111; train_global_loss: 35229601.7778; train_optim_loss: 35229601.7778; val_kl_reg_loss: 193264.0312; val_edge_recon_loss: 4064822.5000; val_gene_expr_recon_loss: 21685336.0000; val_masked_gp_l1_reg_loss: 2760.3677; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9936350.0000; val_global_loss: 35882532.0000; val_optim_loss: 35882532.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8794; val_auprc_score: 0.8736; val_best_acc_score: 0.5240; val_best_f1_score: 0.6774; train_kl_reg_loss: 224607.6250; train_edge_recon_loss: 3646363.4167; train_gene_expr_recon_loss: 21299824.8889; train_masked_gp_l1_reg_loss: 2760.4205; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9827622.5556; train_global_loss: 35001178.6667; train_optim_loss: 35001178.6667; val_kl_reg_loss: 198572.3125; val_edge_recon_loss: 4063832.5000; val_gene_expr_recon_loss: 21533036.0000; val_masked_gp_l1_reg_loss: 2761.9949; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9925906.0000; val_global_loss: 35724108.0000; val_optim_loss: 35724108.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8756; val_auprc_score: 0.8667; val_best_acc_score: 0.5614; val_best_f1_score: 0.6947; train_kl_reg_loss: 221943.0851; train_edge_recon_loss: 3636276.5278; train_gene_expr_recon_loss: 21211552.6667; train_masked_gp_l1_reg_loss: 2766.1304; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9805955.0000; train_global_loss: 34878493.7778; train_optim_loss: 34878493.7778; val_kl_reg_loss: 168678.1094; val_edge_recon_loss: 4062175.2500; val_gene_expr_recon_loss: 21428648.0000; val_masked_gp_l1_reg_loss: 2775.0601; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9900130.0000; val_global_loss: 35562408.0000; val_optim_loss: 35562408.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8741; val_auprc_score: 0.8619; val_best_acc_score: 0.6090; val_best_f1_score: 0.7172; train_kl_reg_loss: 214744.6875; train_edge_recon_loss: 3635284.6667; train_gene_expr_recon_loss: 21126046.4444; train_masked_gp_l1_reg_loss: 2783.7061; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9797002.5556; train_global_loss: 34775863.1111; train_optim_loss: 34775863.1111; val_kl_reg_loss: 199121.2500; val_edge_recon_loss: 4059434.2500; val_gene_expr_recon_loss: 21353942.0000; val_masked_gp_l1_reg_loss: 2793.3652; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9897189.0000; val_global_loss: 35512480.0000; val_optim_loss: 35512480.0000
