[True]
Run timestamp: 26072023_035036_140.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.0', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '50000000', '--lambda_gene_expr_recon', '3000', '--lambda_chrom_access_recon', '30000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_140']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.0
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.9411; val_auprc_score: 0.9492; val_best_acc_score: 0.5020; val_best_f1_score: 0.6676; train_kl_reg_loss: 6753.8904; train_edge_recon_loss: 34730012.8889; train_gene_expr_recon_loss: 3232373.2222; train_masked_gp_l1_reg_loss: 1876.4602; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 108196734.2222; train_global_loss: 146167751.1111; train_optim_loss: 146167751.1111; val_kl_reg_loss: 9791.3730; val_edge_recon_loss: 40642196.0000; val_gene_expr_recon_loss: 3179985.2500; val_masked_gp_l1_reg_loss: 1898.4238; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 107935448.0000; val_global_loss: 151769312.0000; val_optim_loss: 151769312.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.9196; val_auprc_score: 0.9274; val_best_acc_score: 0.5112; val_best_f1_score: 0.6716; train_kl_reg_loss: 30084.3984; train_edge_recon_loss: 34792628.8889; train_gene_expr_recon_loss: 3112349.6111; train_masked_gp_l1_reg_loss: 1988.9090; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 106661789.3333; train_global_loss: 144598842.6667; train_optim_loss: 144598842.6667; val_kl_reg_loss: 48247.4531; val_edge_recon_loss: 40641128.0000; val_gene_expr_recon_loss: 2972841.5000; val_masked_gp_l1_reg_loss: 2136.1152; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 106447680.0000; val_global_loss: 150112032.0000; val_optim_loss: 150112032.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.9097; val_auprc_score: 0.9179; val_best_acc_score: 0.5127; val_best_f1_score: 0.6723; train_kl_reg_loss: 66268.6723; train_edge_recon_loss: 34820358.6667; train_gene_expr_recon_loss: 2876065.0278; train_masked_gp_l1_reg_loss: 2296.8534; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 104318295.1111; train_global_loss: 142083283.5556; train_optim_loss: 142083283.5556; val_kl_reg_loss: 151767.5938; val_edge_recon_loss: 40641920.0000; val_gene_expr_recon_loss: 2781620.2500; val_masked_gp_l1_reg_loss: 2508.0627; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 104636952.0000; val_global_loss: 148214768.0000; val_optim_loss: 148214768.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.9110; val_auprc_score: 0.9172; val_best_acc_score: 0.5053; val_best_f1_score: 0.6690; train_kl_reg_loss: 163473.0226; train_edge_recon_loss: 34816931.5556; train_gene_expr_recon_loss: 2682166.5556; train_masked_gp_l1_reg_loss: 2658.0709; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 102340901.3333; train_global_loss: 140006128.0000; train_optim_loss: 140006128.0000; val_kl_reg_loss: 191471.3906; val_edge_recon_loss: 40650732.0000; val_gene_expr_recon_loss: 2614493.7500; val_masked_gp_l1_reg_loss: 2819.8154; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 103006288.0000; val_global_loss: 146465808.0000; val_optim_loss: 146465808.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.9157; val_auprc_score: 0.9230; val_best_acc_score: 0.5063; val_best_f1_score: 0.6695; train_kl_reg_loss: 227670.5139; train_edge_recon_loss: 34816175.5556; train_gene_expr_recon_loss: 2540587.7500; train_masked_gp_l1_reg_loss: 2905.4895; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 101210068.4444; train_global_loss: 138797406.2222; train_optim_loss: 138797406.2222; val_kl_reg_loss: 257118.0781; val_edge_recon_loss: 40651912.0000; val_gene_expr_recon_loss: 2474499.5000; val_masked_gp_l1_reg_loss: 2990.1494; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 101598528.0000; val_global_loss: 144985056.0000; val_optim_loss: 144985056.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.9129; val_auprc_score: 0.9168; val_best_acc_score: 0.5077; val_best_f1_score: 0.6701; train_kl_reg_loss: 305156.0885; train_edge_recon_loss: 34819570.2222; train_gene_expr_recon_loss: 2429414.0278; train_masked_gp_l1_reg_loss: 3027.7591; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 100069189.3333; train_global_loss: 137626359.1111; train_optim_loss: 137626359.1111; val_kl_reg_loss: 213517.4062; val_edge_recon_loss: 40649564.0000; val_gene_expr_recon_loss: 2378739.0000; val_masked_gp_l1_reg_loss: 3056.5649; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 100370568.0000; val_global_loss: 143615440.0000; val_optim_loss: 143615440.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.9110; val_auprc_score: 0.9117; val_best_acc_score: 0.5092; val_best_f1_score: 0.6708; train_kl_reg_loss: 313564.2812; train_edge_recon_loss: 34848652.8889; train_gene_expr_recon_loss: 2347357.7500; train_masked_gp_l1_reg_loss: 3061.5718; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 99059730.6667; train_global_loss: 136572364.4444; train_optim_loss: 136572364.4444; val_kl_reg_loss: 246723.4844; val_edge_recon_loss: 40646200.0000; val_gene_expr_recon_loss: 2314314.2500; val_masked_gp_l1_reg_loss: 3057.8613; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99757912.0000; val_global_loss: 142968208.0000; val_optim_loss: 142968208.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.9036; val_auprc_score: 0.9025; val_best_acc_score: 0.5143; val_best_f1_score: 0.6731; train_kl_reg_loss: 360039.2413; train_edge_recon_loss: 34838610.6667; train_gene_expr_recon_loss: 2285048.4444; train_masked_gp_l1_reg_loss: 3043.3715; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98559802.6667; train_global_loss: 136046545.7778; train_optim_loss: 136046545.7778; val_kl_reg_loss: 231324.2969; val_edge_recon_loss: 40639620.0000; val_gene_expr_recon_loss: 2263960.7500; val_masked_gp_l1_reg_loss: 3019.7170; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99130200.0000; val_global_loss: 142268128.0000; val_optim_loss: 142268128.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.9001; val_auprc_score: 0.8984; val_best_acc_score: 0.5240; val_best_f1_score: 0.6775; train_kl_reg_loss: 353401.3420; train_edge_recon_loss: 34871752.8889; train_gene_expr_recon_loss: 2230411.5556; train_masked_gp_l1_reg_loss: 3001.5470; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98039420.4444; train_global_loss: 135497989.3333; train_optim_loss: 135497989.3333; val_kl_reg_loss: 289291.9375; val_edge_recon_loss: 40634592.0000; val_gene_expr_recon_loss: 2221835.7500; val_masked_gp_l1_reg_loss: 2976.4878; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98698400.0000; val_global_loss: 141847104.0000; val_optim_loss: 141847104.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8950; val_auprc_score: 0.8942; val_best_acc_score: 0.5379; val_best_f1_score: 0.6838; train_kl_reg_loss: 352294.9236; train_edge_recon_loss: 34872996.0000; train_gene_expr_recon_loss: 2194594.3611; train_masked_gp_l1_reg_loss: 2957.1108; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97036813.3333; train_global_loss: 134459656.8889; train_optim_loss: 134459656.8889; val_kl_reg_loss: 286270.5000; val_edge_recon_loss: 40628440.0000; val_gene_expr_recon_loss: 2196769.7500; val_masked_gp_l1_reg_loss: 2931.4915; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98537368.0000; val_global_loss: 141651776.0000; val_optim_loss: 141651776.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8880; val_auprc_score: 0.8866; val_best_acc_score: 0.5714; val_best_f1_score: 0.6996; train_kl_reg_loss: 356337.1910; train_edge_recon_loss: 34871877.7778; train_gene_expr_recon_loss: 2182277.5833; train_masked_gp_l1_reg_loss: 2911.4247; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97503284.4444; train_global_loss: 134916689.7778; train_optim_loss: 134916689.7778; val_kl_reg_loss: 213470.7812; val_edge_recon_loss: 40615184.0000; val_gene_expr_recon_loss: 2186796.2500; val_masked_gp_l1_reg_loss: 2886.6504; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98477864.0000; val_global_loss: 141496208.0000; val_optim_loss: 141496208.0000
