[True]
Run timestamp: 24072023_171843_80.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.05', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '50000000', '--lambda_gene_expr_recon', '30000', '--lambda_chrom_access_recon', '30000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_80']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.05
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2102, n_latent: 2102, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2102, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2102, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.9037; val_auprc_score: 0.9169; val_best_acc_score: 0.5104; val_best_f1_score: 0.6712; train_kl_reg_loss: 9668.7023; train_edge_recon_loss: 34753947.1111; train_gene_expr_recon_loss: 31104834.8889; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 107256040.0000; train_global_loss: 173124490.6667; train_optim_loss: 173124490.6667; val_kl_reg_loss: 41346.8906; val_edge_recon_loss: 40643328.0000; val_gene_expr_recon_loss: 29738374.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 107016832.0000; val_global_loss: 177439872.0000; val_optim_loss: 177439872.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8900; val_auprc_score: 0.9023; val_best_acc_score: 0.5082; val_best_f1_score: 0.6703; train_kl_reg_loss: 68287.6241; train_edge_recon_loss: 34862327.1111; train_gene_expr_recon_loss: 28887238.6667; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 106514710.2222; train_global_loss: 170332563.5556; train_optim_loss: 170332563.5556; val_kl_reg_loss: 82906.6562; val_edge_recon_loss: 40650328.0000; val_gene_expr_recon_loss: 27399806.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 104968240.0000; val_global_loss: 173101280.0000; val_optim_loss: 173101280.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8905; val_auprc_score: 0.9020; val_best_acc_score: 0.5031; val_best_f1_score: 0.6680; train_kl_reg_loss: 175164.6050; train_edge_recon_loss: 34878371.1111; train_gene_expr_recon_loss: 26592586.0000; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 104096994.6667; train_global_loss: 165743116.4444; train_optim_loss: 165743116.4444; val_kl_reg_loss: 133206.9062; val_edge_recon_loss: 40654652.0000; val_gene_expr_recon_loss: 25675560.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 103085368.0000; val_global_loss: 169548784.0000; val_optim_loss: 169548784.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8975; val_auprc_score: 0.9075; val_best_acc_score: 0.5005; val_best_f1_score: 0.6669; train_kl_reg_loss: 289986.7726; train_edge_recon_loss: 34872804.4444; train_gene_expr_recon_loss: 25077283.1111; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 102508096.0000; train_global_loss: 162748172.4444; train_optim_loss: 162748172.4444; val_kl_reg_loss: 272976.8125; val_edge_recon_loss: 40656616.0000; val_gene_expr_recon_loss: 24207056.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 101175232.0000; val_global_loss: 166311872.0000; val_optim_loss: 166311872.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8901; val_auprc_score: 0.8967; val_best_acc_score: 0.5031; val_best_f1_score: 0.6680; train_kl_reg_loss: 377703.4896; train_edge_recon_loss: 34937488.8889; train_gene_expr_recon_loss: 23699260.8889; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 100114909.3333; train_global_loss: 159129363.5556; train_optim_loss: 159129363.5556; val_kl_reg_loss: 309179.3750; val_edge_recon_loss: 40654984.0000; val_gene_expr_recon_loss: 23261634.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 100112048.0000; val_global_loss: 164337856.0000; val_optim_loss: 164337856.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8871; val_auprc_score: 0.8898; val_best_acc_score: 0.5034; val_best_f1_score: 0.6682; train_kl_reg_loss: 409645.3090; train_edge_recon_loss: 34920786.6667; train_gene_expr_recon_loss: 22973801.1111; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 99573945.7778; train_global_loss: 157878179.5556; train_optim_loss: 157878179.5556; val_kl_reg_loss: 339390.4062; val_edge_recon_loss: 40652916.0000; val_gene_expr_recon_loss: 22593304.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99042904.0000; val_global_loss: 162628512.0000; val_optim_loss: 162628512.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8826; val_auprc_score: 0.8806; val_best_acc_score: 0.5081; val_best_f1_score: 0.6703; train_kl_reg_loss: 457512.1910; train_edge_recon_loss: 34957976.0000; train_gene_expr_recon_loss: 22404651.5556; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 99056197.3333; train_global_loss: 156876337.7778; train_optim_loss: 156876337.7778; val_kl_reg_loss: 403205.8750; val_edge_recon_loss: 40649228.0000; val_gene_expr_recon_loss: 22086208.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98460288.0000; val_global_loss: 161598928.0000; val_optim_loss: 161598928.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8840; val_auprc_score: 0.8845; val_best_acc_score: 0.5181; val_best_f1_score: 0.6747; train_kl_reg_loss: 488591.0347; train_edge_recon_loss: 34920899.1111; train_gene_expr_recon_loss: 21813931.7778; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98490660.4444; train_global_loss: 155714085.3333; train_optim_loss: 155714085.3333; val_kl_reg_loss: 407407.5000; val_edge_recon_loss: 40643548.0000; val_gene_expr_recon_loss: 21715382.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98187368.0000; val_global_loss: 160953696.0000; val_optim_loss: 160953696.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8877; val_auprc_score: 0.8877; val_best_acc_score: 0.5225; val_best_f1_score: 0.6766; train_kl_reg_loss: 489024.8646; train_edge_recon_loss: 34940951.5556; train_gene_expr_recon_loss: 21553768.8889; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97661896.0000; train_global_loss: 154645640.8889; train_optim_loss: 154645640.8889; val_kl_reg_loss: 396410.1562; val_edge_recon_loss: 40638836.0000; val_gene_expr_recon_loss: 21439060.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97851408.0000; val_global_loss: 160325712.0000; val_optim_loss: 160325712.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8926; val_auprc_score: 0.8952; val_best_acc_score: 0.5368; val_best_f1_score: 0.6831; train_kl_reg_loss: 482071.3333; train_edge_recon_loss: 34947641.7778; train_gene_expr_recon_loss: 21297173.7778; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97271059.5556; train_global_loss: 153997944.8889; train_optim_loss: 153997944.8889; val_kl_reg_loss: 406337.7500; val_edge_recon_loss: 40630260.0000; val_gene_expr_recon_loss: 21308228.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97719208.0000; val_global_loss: 160064032.0000; val_optim_loss: 160064032.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8923; val_auprc_score: 0.8905; val_best_acc_score: 0.5639; val_best_f1_score: 0.6956; train_kl_reg_loss: 456696.2917; train_edge_recon_loss: 34953080.0000; train_gene_expr_recon_loss: 21241532.4444; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 96979170.6667; train_global_loss: 153630480.0000; train_optim_loss: 153630480.0000; val_kl_reg_loss: 353221.1250; val_edge_recon_loss: 40617452.0000; val_gene_expr_recon_loss: 21182278.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97447912.0000; val_global_loss: 159600864.0000; val_optim_loss: 159600864.0000
