[True]
Run timestamp: 26072023_010147_8.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.0', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '500000', '--lambda_gene_expr_recon', '300', '--lambda_chrom_access_recon', '3000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_8']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.0
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.8979; val_auprc_score: 0.9096; val_best_acc_score: 0.5009; val_best_f1_score: 0.6671; train_kl_reg_loss: 5333.0842; train_edge_recon_loss: 350351.0174; train_gene_expr_recon_loss: 314657.7292; train_masked_gp_l1_reg_loss: 1643.6349; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10811434.8889; train_global_loss: 11483420.3333; train_optim_loss: 11483420.3333; val_kl_reg_loss: 16158.4395; val_edge_recon_loss: 406551.3125; val_gene_expr_recon_loss: 302547.7500; val_masked_gp_l1_reg_loss: 1484.3879; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10663745.0000; val_global_loss: 11390487.0000; val_optim_loss: 11390487.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8814; val_auprc_score: 0.8903; val_best_acc_score: 0.5009; val_best_f1_score: 0.6671; train_kl_reg_loss: 21605.8212; train_edge_recon_loss: 363543.3368; train_gene_expr_recon_loss: 289688.9514; train_masked_gp_l1_reg_loss: 1462.2837; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10602707.7778; train_global_loss: 11279008.1111; train_optim_loss: 11279008.1111; val_kl_reg_loss: 27341.7539; val_edge_recon_loss: 406564.3750; val_gene_expr_recon_loss: 274945.5938; val_masked_gp_l1_reg_loss: 1469.4756; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10411646.0000; val_global_loss: 11121967.0000; val_optim_loss: 11121967.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8873; val_auprc_score: 0.8982; val_best_acc_score: 0.5005; val_best_f1_score: 0.6669; train_kl_reg_loss: 36762.4026; train_edge_recon_loss: 375454.0799; train_gene_expr_recon_loss: 265332.2500; train_masked_gp_l1_reg_loss: 1510.1094; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10283347.4444; train_global_loss: 10962406.3333; train_optim_loss: 10962406.3333; val_kl_reg_loss: 44321.0625; val_edge_recon_loss: 406578.4062; val_gene_expr_recon_loss: 255556.5156; val_masked_gp_l1_reg_loss: 1558.5618; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10187671.0000; val_global_loss: 10895686.0000; val_optim_loss: 10895686.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8975; val_auprc_score: 0.8998; val_best_acc_score: 0.5004; val_best_f1_score: 0.6668; train_kl_reg_loss: 49653.8433; train_edge_recon_loss: 382835.0347; train_gene_expr_recon_loss: 249010.3594; train_masked_gp_l1_reg_loss: 1577.0670; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10143941.4444; train_global_loss: 10827017.7778; train_optim_loss: 10827017.7778; val_kl_reg_loss: 51148.5156; val_edge_recon_loss: 406574.3125; val_gene_expr_recon_loss: 242310.3750; val_masked_gp_l1_reg_loss: 1586.6384; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10031862.0000; val_global_loss: 10733482.0000; val_optim_loss: 10733482.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8944; val_auprc_score: 0.8922; val_best_acc_score: 0.5011; val_best_f1_score: 0.6671; train_kl_reg_loss: 58770.3438; train_edge_recon_loss: 386559.6806; train_gene_expr_recon_loss: 237902.2309; train_masked_gp_l1_reg_loss: 1576.6501; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9968106.2222; train_global_loss: 10652915.2222; train_optim_loss: 10652915.2222; val_kl_reg_loss: 58156.5742; val_edge_recon_loss: 406549.7188; val_gene_expr_recon_loss: 233186.7500; val_masked_gp_l1_reg_loss: 1556.7969; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9905328.0000; val_global_loss: 10604778.0000; val_optim_loss: 10604778.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8895; val_auprc_score: 0.8871; val_best_acc_score: 0.5047; val_best_f1_score: 0.6688; train_kl_reg_loss: 62656.5577; train_edge_recon_loss: 388288.9861; train_gene_expr_recon_loss: 229928.3819; train_masked_gp_l1_reg_loss: 1535.7440; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9858670.8889; train_global_loss: 10541080.5556; train_optim_loss: 10541080.5556; val_kl_reg_loss: 57188.9297; val_edge_recon_loss: 406492.7500; val_gene_expr_recon_loss: 227829.9844; val_masked_gp_l1_reg_loss: 1508.2083; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9853648.0000; val_global_loss: 10546668.0000; val_optim_loss: 10546668.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8869; val_auprc_score: 0.8889; val_best_acc_score: 0.5163; val_best_f1_score: 0.6740; train_kl_reg_loss: 63444.9093; train_edge_recon_loss: 386638.9826; train_gene_expr_recon_loss: 225212.4184; train_masked_gp_l1_reg_loss: 1490.6092; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9820347.2222; train_global_loss: 10497134.1111; train_optim_loss: 10497134.1111; val_kl_reg_loss: 58697.0039; val_edge_recon_loss: 406416.8125; val_gene_expr_recon_loss: 223527.6875; val_masked_gp_l1_reg_loss: 1466.3678; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9800828.0000; val_global_loss: 10490936.0000; val_optim_loss: 10490936.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8814; val_auprc_score: 0.8825; val_best_acc_score: 0.5389; val_best_f1_score: 0.6840; train_kl_reg_loss: 63845.0113; train_edge_recon_loss: 384457.5451; train_gene_expr_recon_loss: 221922.0139; train_masked_gp_l1_reg_loss: 1451.5364; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9783347.6667; train_global_loss: 10455023.8889; train_optim_loss: 10455023.8889; val_kl_reg_loss: 57601.7188; val_edge_recon_loss: 406296.8125; val_gene_expr_recon_loss: 221093.2031; val_masked_gp_l1_reg_loss: 1435.0571; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9766767.0000; val_global_loss: 10453194.0000; val_optim_loss: 10453194.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8808; val_auprc_score: 0.8799; val_best_acc_score: 0.5746; val_best_f1_score: 0.6997; train_kl_reg_loss: 62460.8759; train_edge_recon_loss: 383160.0903; train_gene_expr_recon_loss: 219730.3958; train_masked_gp_l1_reg_loss: 1430.8930; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9803971.7778; train_global_loss: 10470754.1111; train_optim_loss: 10470754.1111; val_kl_reg_loss: 57608.4531; val_edge_recon_loss: 406083.1875; val_gene_expr_recon_loss: 219285.5781; val_masked_gp_l1_reg_loss: 1424.5973; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9760471.0000; val_global_loss: 10444873.0000; val_optim_loss: 10444873.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8764; val_auprc_score: 0.8733; val_best_acc_score: 0.6307; val_best_f1_score: 0.7253; train_kl_reg_loss: 61592.5729; train_edge_recon_loss: 381451.0660; train_gene_expr_recon_loss: 217976.4948; train_masked_gp_l1_reg_loss: 1422.3880; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9822397.8889; train_global_loss: 10484840.3333; train_optim_loss: 10484840.3333; val_kl_reg_loss: 55580.2578; val_edge_recon_loss: 405721.3125; val_gene_expr_recon_loss: 217756.6094; val_masked_gp_l1_reg_loss: 1416.1372; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9727857.0000; val_global_loss: 10408331.0000; val_optim_loss: 10408331.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8875; val_auprc_score: 0.8881; val_best_acc_score: 0.7068; val_best_f1_score: 0.7648; train_kl_reg_loss: 59112.2174; train_edge_recon_loss: 380796.2778; train_gene_expr_recon_loss: 217431.5365; train_masked_gp_l1_reg_loss: 1416.3704; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9753568.3333; train_global_loss: 10412324.6667; train_optim_loss: 10412324.6667; val_kl_reg_loss: 54110.9375; val_edge_recon_loss: 405165.0312; val_gene_expr_recon_loss: 216703.7188; val_masked_gp_l1_reg_loss: 1416.3707; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9727916.0000; val_global_loss: 10405312.0000; val_optim_loss: 10405312.0000
