[True]
Run timestamp: 29072023_101108_21.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.05', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '500000', '--lambda_gene_expr_recon', '3000', '--lambda_chrom_access_recon', '300', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_21']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_pred_loss: nb, include_chrom_access_recon_loss: True, atac_pred_loss: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.05
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ONE HOP GCN NORM NODE LABEL AGGREGATOR
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2108, n_latent: 2098, n_addon_latent: 10, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 2098, n_cat_covariates_embed_input: 0, n_addon_gp_input: 10, n_output: 2694
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 2098, n_cat_covariates_embed_input: 0, n_addon_gp_input: 10, n_output: 2694
MASKED TARGET ATAC DECODER -> n_prior_gp_input: 2098, n_cat_covariates_embed_input: 0, n_addon_gp_input: 10, n_output: 12366
MASKED SOURCE ATAC DECODER -> n_prior_gp_input: 2098, n_cat_covariates_embed_input: 0, n_addon_gp_input: 10, n_output: 12366

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.8776; val_auprc_score: 0.9016; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 2858.0474; train_edge_recon_loss: 349296.3889; train_gene_expr_recon_loss: 7433796.2778; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 1861972.9167; train_global_loss: 9647923.6667; train_optim_loss: 9647923.6667; val_kl_reg_loss: 6075.1445; val_edge_recon_loss: 406576.3750; val_gene_expr_recon_loss: 6528376.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 1725279.8750; val_global_loss: 8666307.0000; val_optim_loss: 8666307.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.9032; val_auprc_score: 0.9151; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 15564.5321; train_edge_recon_loss: 359329.1562; train_gene_expr_recon_loss: 6398225.0556; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 1781486.7083; train_global_loss: 8554605.3889; train_optim_loss: 8554605.3889; val_kl_reg_loss: 20809.6816; val_edge_recon_loss: 406619.8438; val_gene_expr_recon_loss: 6128570.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 1738440.6250; val_global_loss: 8294440.0000; val_optim_loss: 8294440.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.9133; val_auprc_score: 0.9253; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 26790.1502; train_edge_recon_loss: 368893.1944; train_gene_expr_recon_loss: 6041360.3333; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 1719733.0000; train_global_loss: 8156776.7222; train_optim_loss: 8156776.7222; val_kl_reg_loss: 36517.4180; val_edge_recon_loss: 406618.0625; val_gene_expr_recon_loss: 5872817.5000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 1683384.7500; val_global_loss: 7999338.0000; val_optim_loss: 7999338.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.9013; val_auprc_score: 0.9110; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 44903.5052; train_edge_recon_loss: 380188.9757; train_gene_expr_recon_loss: 5740975.3889; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 1711007.2639; train_global_loss: 7877074.9444; train_optim_loss: 7877074.9444; val_kl_reg_loss: 47558.0859; val_edge_recon_loss: 406612.0938; val_gene_expr_recon_loss: 5508547.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 1688439.5000; val_global_loss: 7651156.5000; val_optim_loss: 7651156.5000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8930; val_auprc_score: 0.9021; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 52330.0347; train_edge_recon_loss: 383141.4653; train_gene_expr_recon_loss: 5459737.4444; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 1712968.1806; train_global_loss: 7608177.2222; train_optim_loss: 7608177.2222; val_kl_reg_loss: 49494.4023; val_edge_recon_loss: 406598.1562; val_gene_expr_recon_loss: 5255840.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 1662373.5000; val_global_loss: 7374306.0000; val_optim_loss: 7374306.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8864; val_auprc_score: 0.8927; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 55812.8602; train_edge_recon_loss: 384532.8819; train_gene_expr_recon_loss: 5182593.3889; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 1666429.6528; train_global_loss: 7289368.7222; train_optim_loss: 7289368.7222; val_kl_reg_loss: 55578.8555; val_edge_recon_loss: 406587.7188; val_gene_expr_recon_loss: 5018369.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 1652857.7500; val_global_loss: 7133393.0000; val_optim_loss: 7133393.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8806; val_auprc_score: 0.8860; val_best_acc_score: 0.5011; val_best_f1_score: 0.6671; train_kl_reg_loss: 57236.8919; train_edge_recon_loss: 385637.7604; train_gene_expr_recon_loss: 4917225.9444; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 1667084.8889; train_global_loss: 7027185.3889; train_optim_loss: 7027185.3889; val_kl_reg_loss: 56843.5273; val_edge_recon_loss: 406561.7188; val_gene_expr_recon_loss: 4794440.5000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 1645648.0000; val_global_loss: 6903494.0000; val_optim_loss: 6903494.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8617; val_auprc_score: 0.8688; val_best_acc_score: 0.5030; val_best_f1_score: 0.6680; train_kl_reg_loss: 58014.2682; train_edge_recon_loss: 385239.8611; train_gene_expr_recon_loss: 4731709.4444; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 1657103.0278; train_global_loss: 6832066.6667; train_optim_loss: 6832066.6667; val_kl_reg_loss: 54511.2109; val_edge_recon_loss: 406541.4688; val_gene_expr_recon_loss: 4605901.5000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 1620262.2500; val_global_loss: 6687216.0000; val_optim_loss: 6687216.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8426; val_auprc_score: 0.8498; val_best_acc_score: 0.5106; val_best_f1_score: 0.6714; train_kl_reg_loss: 58394.5265; train_edge_recon_loss: 383467.5764; train_gene_expr_recon_loss: 4539448.8333; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 1633185.5972; train_global_loss: 6614496.5556; train_optim_loss: 6614496.5556; val_kl_reg_loss: 50555.5664; val_edge_recon_loss: 406501.2812; val_gene_expr_recon_loss: 4443272.5000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 1603826.0000; val_global_loss: 6504155.5000; val_optim_loss: 6504155.5000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8359; val_auprc_score: 0.8425; val_best_acc_score: 0.5213; val_best_f1_score: 0.6761; train_kl_reg_loss: 56839.6267; train_edge_recon_loss: 382045.5104; train_gene_expr_recon_loss: 4405850.2778; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 1623729.1111; train_global_loss: 6468464.5556; train_optim_loss: 6468464.5556; val_kl_reg_loss: 47755.9844; val_edge_recon_loss: 406435.9062; val_gene_expr_recon_loss: 4306847.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 1587379.3750; val_global_loss: 6348418.5000; val_optim_loss: 6348418.5000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8293; val_auprc_score: 0.8323; val_best_acc_score: 0.5348; val_best_f1_score: 0.6816; train_kl_reg_loss: 55242.6780; train_edge_recon_loss: 381282.4375; train_gene_expr_recon_loss: 4277810.5000; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 1602619.8056; train_global_loss: 6316955.4444; train_optim_loss: 6316955.4444; val_kl_reg_loss: 47253.2109; val_edge_recon_loss: 406344.9062; val_gene_expr_recon_loss: 4193368.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 1574916.2500; val_global_loss: 6221882.0000; val_optim_loss: 6221882.0000
