[True]
Run timestamp: 26072023_005534_2.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.0', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '500000', '--lambda_gene_expr_recon', '300', '--lambda_chrom_access_recon', '300', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_2']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.0
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.9301; val_auprc_score: 0.9377; val_best_acc_score: 0.5237; val_best_f1_score: 0.6773; train_kl_reg_loss: 1808.1960; train_edge_recon_loss: 347858.6111; train_gene_expr_recon_loss: 315173.8368; train_masked_gp_l1_reg_loss: 1592.1668; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1073671.6389; train_global_loss: 1740104.4722; train_optim_loss: 1740104.4722; val_kl_reg_loss: 7024.3711; val_edge_recon_loss: 406347.6875; val_gene_expr_recon_loss: 303584.8750; val_masked_gp_l1_reg_loss: 1359.7874; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1092398.2500; val_global_loss: 1810715.0000; val_optim_loss: 1810715.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.9009; val_auprc_score: 0.9071; val_best_acc_score: 0.5803; val_best_f1_score: 0.7038; train_kl_reg_loss: 10010.9098; train_edge_recon_loss: 354030.0451; train_gene_expr_recon_loss: 284158.7049; train_masked_gp_l1_reg_loss: 1311.0941; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1058477.2639; train_global_loss: 1707988.0694; train_optim_loss: 1707988.0694; val_kl_reg_loss: 10831.3027; val_edge_recon_loss: 406120.0625; val_gene_expr_recon_loss: 277139.1875; val_masked_gp_l1_reg_loss: 1298.2639; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1070985.3750; val_global_loss: 1766374.2500; val_optim_loss: 1766374.2500
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.9042; val_auprc_score: 0.9030; val_best_acc_score: 0.6386; val_best_f1_score: 0.7330; train_kl_reg_loss: 14610.8885; train_edge_recon_loss: 356950.7917; train_gene_expr_recon_loss: 263667.6111; train_masked_gp_l1_reg_loss: 1349.8122; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1042936.3194; train_global_loss: 1679515.4444; train_optim_loss: 1679515.4444; val_kl_reg_loss: 13432.3164; val_edge_recon_loss: 405838.8125; val_gene_expr_recon_loss: 260214.8125; val_masked_gp_l1_reg_loss: 1426.1191; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1052310.2500; val_global_loss: 1733222.2500; val_optim_loss: 1733222.2500
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.9002; val_auprc_score: 0.8970; val_best_acc_score: 0.7703; val_best_f1_score: 0.8063; train_kl_reg_loss: 17383.6942; train_edge_recon_loss: 357949.6215; train_gene_expr_recon_loss: 248756.9236; train_masked_gp_l1_reg_loss: 1481.0634; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1022310.5694; train_global_loss: 1647881.8611; train_optim_loss: 1647881.8611; val_kl_reg_loss: 13685.4531; val_edge_recon_loss: 404071.2812; val_gene_expr_recon_loss: 251021.2812; val_masked_gp_l1_reg_loss: 1537.5153; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1040042.7500; val_global_loss: 1710358.2500; val_optim_loss: 1710358.2500
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8863; val_auprc_score: 0.8697; val_best_acc_score: 0.7971; val_best_f1_score: 0.7954; train_kl_reg_loss: 17808.4128; train_edge_recon_loss: 357260.5556; train_gene_expr_recon_loss: 241855.3941; train_masked_gp_l1_reg_loss: 1573.1455; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1011665.5972; train_global_loss: 1630163.1389; train_optim_loss: 1630163.1389; val_kl_reg_loss: 15663.4570; val_edge_recon_loss: 397144.6875; val_gene_expr_recon_loss: 244539.7031; val_masked_gp_l1_reg_loss: 1611.1256; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1030971.3750; val_global_loss: 1689930.3750; val_optim_loss: 1689930.3750
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8808; val_auprc_score: 0.8607; val_best_acc_score: 0.8040; val_best_f1_score: 0.8166; train_kl_reg_loss: 16797.3260; train_edge_recon_loss: 352828.7396; train_gene_expr_recon_loss: 236446.1632; train_masked_gp_l1_reg_loss: 1639.8302; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 997544.8819; train_global_loss: 1605256.9028; train_optim_loss: 1605256.9028; val_kl_reg_loss: 16428.8047; val_edge_recon_loss: 367122.6875; val_gene_expr_recon_loss: 241064.1875; val_masked_gp_l1_reg_loss: 1671.7407; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1025703.4375; val_global_loss: 1651990.8750; val_optim_loss: 1651990.8750
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8741; val_auprc_score: 0.8515; val_best_acc_score: 0.7870; val_best_f1_score: 0.8036; train_kl_reg_loss: 19733.8251; train_edge_recon_loss: 331262.8125; train_gene_expr_recon_loss: 235835.3594; train_masked_gp_l1_reg_loss: 1699.8467; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1003919.1806; train_global_loss: 1592451.0417; train_optim_loss: 1592451.0417; val_kl_reg_loss: 25716.6289; val_edge_recon_loss: 314578.9688; val_gene_expr_recon_loss: 241476.3750; val_masked_gp_l1_reg_loss: 1732.5970; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1026930.0000; val_global_loss: 1610434.6250; val_optim_loss: 1610434.6250
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8810; val_auprc_score: 0.8652; val_best_acc_score: 0.7868; val_best_f1_score: 0.8104; train_kl_reg_loss: 29109.8826; train_edge_recon_loss: 310158.1215; train_gene_expr_recon_loss: 234464.0104; train_masked_gp_l1_reg_loss: 1762.4118; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 997966.6389; train_global_loss: 1573461.0278; train_optim_loss: 1573461.0278; val_kl_reg_loss: 24080.3398; val_edge_recon_loss: 312934.5938; val_gene_expr_recon_loss: 238165.8906; val_masked_gp_l1_reg_loss: 1794.3435; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1021836.6875; val_global_loss: 1598811.7500; val_optim_loss: 1598811.7500
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8881; val_auprc_score: 0.8712; val_best_acc_score: 0.7948; val_best_f1_score: 0.8120; train_kl_reg_loss: 25079.6710; train_edge_recon_loss: 309729.6146; train_gene_expr_recon_loss: 231867.5990; train_masked_gp_l1_reg_loss: 1821.9633; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 995136.5972; train_global_loss: 1563635.4167; train_optim_loss: 1563635.4167; val_kl_reg_loss: 25091.9355; val_edge_recon_loss: 306085.4375; val_gene_expr_recon_loss: 235615.7031; val_masked_gp_l1_reg_loss: 1852.9431; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1017555.5625; val_global_loss: 1586201.5000; val_optim_loss: 1586201.5000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8909; val_auprc_score: 0.8694; val_best_acc_score: 0.8002; val_best_f1_score: 0.8177; train_kl_reg_loss: 25382.6387; train_edge_recon_loss: 304354.5590; train_gene_expr_recon_loss: 228436.3021; train_masked_gp_l1_reg_loss: 1877.1652; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 987023.4931; train_global_loss: 1547074.1389; train_optim_loss: 1547074.1389; val_kl_reg_loss: 24174.5117; val_edge_recon_loss: 302372.0625; val_gene_expr_recon_loss: 233970.3750; val_masked_gp_l1_reg_loss: 1902.6393; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1014954.5000; val_global_loss: 1577374.0000; val_optim_loss: 1577374.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8957; val_auprc_score: 0.8770; val_best_acc_score: 0.8061; val_best_f1_score: 0.8215; train_kl_reg_loss: 25027.8190; train_edge_recon_loss: 302937.5486; train_gene_expr_recon_loss: 227474.1024; train_masked_gp_l1_reg_loss: 1924.9498; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 984519.8056; train_global_loss: 1541884.2222; train_optim_loss: 1541884.2222; val_kl_reg_loss: 23726.4688; val_edge_recon_loss: 301207.0938; val_gene_expr_recon_loss: 232153.2969; val_masked_gp_l1_reg_loss: 1949.8785; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1013613.0625; val_global_loss: 1572649.7500; val_optim_loss: 1572649.7500
