[True]
Run timestamp: 26072023_035040_141.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.05', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '50000000', '--lambda_gene_expr_recon', '3000', '--lambda_chrom_access_recon', '30000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_141']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.05
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.9467; val_auprc_score: 0.9510; val_best_acc_score: 0.5224; val_best_f1_score: 0.6767; train_kl_reg_loss: 4800.8515; train_edge_recon_loss: 34720749.7778; train_gene_expr_recon_loss: 3231767.3056; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 107783960.8889; train_global_loss: 145741278.2222; train_optim_loss: 145741278.2222; val_kl_reg_loss: 20123.4766; val_edge_recon_loss: 40627592.0000; val_gene_expr_recon_loss: 3156835.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 105677928.0000; val_global_loss: 149482480.0000; val_optim_loss: 149482480.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.9091; val_auprc_score: 0.9157; val_best_acc_score: 0.5240; val_best_f1_score: 0.6771; train_kl_reg_loss: 37954.3967; train_edge_recon_loss: 34815050.2222; train_gene_expr_recon_loss: 3058203.2222; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 107002457.7778; train_global_loss: 144913664.0000; train_optim_loss: 144913664.0000; val_kl_reg_loss: 95344.6406; val_edge_recon_loss: 40633872.0000; val_gene_expr_recon_loss: 2896976.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 103898952.0000; val_global_loss: 147525152.0000; val_optim_loss: 147525152.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.9090; val_auprc_score: 0.9187; val_best_acc_score: 0.5066; val_best_f1_score: 0.6696; train_kl_reg_loss: 139590.7582; train_edge_recon_loss: 34810750.2222; train_gene_expr_recon_loss: 2809618.8056; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 105058721.7778; train_global_loss: 142818679.1111; train_optim_loss: 142818679.1111; val_kl_reg_loss: 73267.6406; val_edge_recon_loss: 40647920.0000; val_gene_expr_recon_loss: 2700822.5000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 102203960.0000; val_global_loss: 145625968.0000; val_optim_loss: 145625968.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.9058; val_auprc_score: 0.9165; val_best_acc_score: 0.5044; val_best_f1_score: 0.6686; train_kl_reg_loss: 158294.6293; train_edge_recon_loss: 34877763.1111; train_gene_expr_recon_loss: 2644267.8611; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 102427005.3333; train_global_loss: 140107331.5556; train_optim_loss: 140107331.5556; val_kl_reg_loss: 217703.0312; val_edge_recon_loss: 40650952.0000; val_gene_expr_recon_loss: 2558251.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 100645200.0000; val_global_loss: 144072112.0000; val_optim_loss: 144072112.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.9116; val_auprc_score: 0.9142; val_best_acc_score: 0.5054; val_best_f1_score: 0.6691; train_kl_reg_loss: 322062.4931; train_edge_recon_loss: 34801087.5556; train_gene_expr_recon_loss: 2485013.5000; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 101623101.3333; train_global_loss: 139231264.0000; train_optim_loss: 139231264.0000; val_kl_reg_loss: 123627.7812; val_edge_recon_loss: 40649856.0000; val_gene_expr_recon_loss: 2444696.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99402104.0000; val_global_loss: 142620288.0000; val_optim_loss: 142620288.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.9275; val_auprc_score: 0.9298; val_best_acc_score: 0.5023; val_best_f1_score: 0.6677; train_kl_reg_loss: 204561.4852; train_edge_recon_loss: 34997816.0000; train_gene_expr_recon_loss: 2411080.0833; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 100598873.7778; train_global_loss: 138212330.6667; train_optim_loss: 138212330.6667; val_kl_reg_loss: 181133.2344; val_edge_recon_loss: 40649280.0000; val_gene_expr_recon_loss: 2398480.5000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98798136.0000; val_global_loss: 142027024.0000; val_optim_loss: 142027024.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.9223; val_auprc_score: 0.9212; val_best_acc_score: 0.5015; val_best_f1_score: 0.6673; train_kl_reg_loss: 321288.6285; train_edge_recon_loss: 34833758.2222; train_gene_expr_recon_loss: 2359401.0833; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 99461694.2222; train_global_loss: 136976144.0000; train_optim_loss: 136976144.0000; val_kl_reg_loss: 293806.8125; val_edge_recon_loss: 40651204.0000; val_gene_expr_recon_loss: 2322734.2500; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97754696.0000; val_global_loss: 141022448.0000; val_optim_loss: 141022448.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.9133; val_auprc_score: 0.9108; val_best_acc_score: 0.5034; val_best_f1_score: 0.6682; train_kl_reg_loss: 332489.5139; train_edge_recon_loss: 34822808.0000; train_gene_expr_recon_loss: 2295753.7778; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 99027150.2222; train_global_loss: 136478199.1111; train_optim_loss: 136478199.1111; val_kl_reg_loss: 263618.5312; val_edge_recon_loss: 40645304.0000; val_gene_expr_recon_loss: 2275657.5000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97389984.0000; val_global_loss: 140574560.0000; val_optim_loss: 140574560.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.9007; val_auprc_score: 0.8990; val_best_acc_score: 0.5222; val_best_f1_score: 0.6765; train_kl_reg_loss: 338955.4201; train_edge_recon_loss: 34843511.1111; train_gene_expr_recon_loss: 2247028.1111; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98444771.5556; train_global_loss: 135874264.8889; train_optim_loss: 135874264.8889; val_kl_reg_loss: 288188.0312; val_edge_recon_loss: 40633144.0000; val_gene_expr_recon_loss: 2231247.5000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 96873248.0000; val_global_loss: 140025824.0000; val_optim_loss: 140025824.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8796; val_auprc_score: 0.8810; val_best_acc_score: 0.5664; val_best_f1_score: 0.6962; train_kl_reg_loss: 341925.3993; train_edge_recon_loss: 34842989.7778; train_gene_expr_recon_loss: 2211023.2500; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98328017.7778; train_global_loss: 135723957.3333; train_optim_loss: 135723957.3333; val_kl_reg_loss: 179631.1250; val_edge_recon_loss: 40616648.0000; val_gene_expr_recon_loss: 2209180.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 96706480.0000; val_global_loss: 139711936.0000; val_optim_loss: 139711936.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.9078; val_auprc_score: 0.9060; val_best_acc_score: 0.5468; val_best_f1_score: 0.6877; train_kl_reg_loss: 317535.0486; train_edge_recon_loss: 34876920.0000; train_gene_expr_recon_loss: 2202868.2222; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97836495.1111; train_global_loss: 135233820.4444; train_optim_loss: 135233820.4444; val_kl_reg_loss: 228276.8281; val_edge_recon_loss: 40623720.0000; val_gene_expr_recon_loss: 2195266.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 96650120.0000; val_global_loss: 139697376.0000; val_optim_loss: 139697376.0000
