[True]
Run timestamp: 26072023_011340_15.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.05', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '500000', '--lambda_gene_expr_recon', '300', '--lambda_chrom_access_recon', '30000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_15']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.05
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.8844; val_auprc_score: 0.9016; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 15875117.9420; train_edge_recon_loss: 355214.4931; train_gene_expr_recon_loss: 326700.4167; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 111677267.5556; train_global_loss: 128234301.3333; train_optim_loss: 128234301.3333; val_kl_reg_loss: 2126139.2500; val_edge_recon_loss: 406622.6875; val_gene_expr_recon_loss: 301519.3125; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 107040864.0000; val_global_loss: 109875144.0000; val_optim_loss: 109875144.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8902; val_auprc_score: 0.8995; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 460516.5929; train_edge_recon_loss: 389254.5833; train_gene_expr_recon_loss: 305907.7917; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 114050808.0000; train_global_loss: 115206486.2222; train_optim_loss: 115206486.2222; val_kl_reg_loss: 111602.8438; val_edge_recon_loss: 406626.8125; val_gene_expr_recon_loss: 271889.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 104824552.0000; val_global_loss: 105614672.0000; val_optim_loss: 105614672.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8871; val_auprc_score: 0.8941; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 125163.0269; train_edge_recon_loss: 404393.4722; train_gene_expr_recon_loss: 264143.5156; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 103391638.2222; train_global_loss: 104185337.7778; train_optim_loss: 104185337.7778; val_kl_reg_loss: 144254.9062; val_edge_recon_loss: 406625.2812; val_gene_expr_recon_loss: 253715.8125; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 102784944.0000; val_global_loss: 103589536.0000; val_optim_loss: 103589536.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8533; val_auprc_score: 0.8561; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 162134.7812; train_edge_recon_loss: 405832.7257; train_gene_expr_recon_loss: 249221.4896; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 102268240.8889; train_global_loss: 103085430.2222; train_optim_loss: 103085430.2222; val_kl_reg_loss: 168831.0312; val_edge_recon_loss: 406613.6562; val_gene_expr_recon_loss: 245370.0625; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 101432424.0000; val_global_loss: 102253240.0000; val_optim_loss: 102253240.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8203; val_auprc_score: 0.8161; val_best_acc_score: 0.5001; val_best_f1_score: 0.6667; train_kl_reg_loss: 171820.6944; train_edge_recon_loss: 405785.8264; train_gene_expr_recon_loss: 242734.7934; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 100707162.6667; train_global_loss: 101527503.1111; train_optim_loss: 101527503.1111; val_kl_reg_loss: 178097.5156; val_edge_recon_loss: 406582.6562; val_gene_expr_recon_loss: 239403.9531; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 100748432.0000; val_global_loss: 101572520.0000; val_optim_loss: 101572520.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.7951; val_auprc_score: 0.7881; val_best_acc_score: 0.5074; val_best_f1_score: 0.6700; train_kl_reg_loss: 186777.4410; train_edge_recon_loss: 405566.9271; train_gene_expr_recon_loss: 235890.7969; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 99624523.5556; train_global_loss: 100452758.2222; train_optim_loss: 100452758.2222; val_kl_reg_loss: 185132.0625; val_edge_recon_loss: 406526.4062; val_gene_expr_recon_loss: 231818.5781; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 100086384.0000; val_global_loss: 100909864.0000; val_optim_loss: 100909864.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.7918; val_auprc_score: 0.7879; val_best_acc_score: 0.5221; val_best_f1_score: 0.6766; train_kl_reg_loss: 188110.2622; train_edge_recon_loss: 405298.9028; train_gene_expr_recon_loss: 229551.1059; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 99701668.4444; train_global_loss: 100524629.3333; train_optim_loss: 100524629.3333; val_kl_reg_loss: 188914.6250; val_edge_recon_loss: 406427.4375; val_gene_expr_recon_loss: 226126.2812; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99614896.0000; val_global_loss: 100436368.0000; val_optim_loss: 100436368.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.7950; val_auprc_score: 0.7886; val_best_acc_score: 0.5309; val_best_f1_score: 0.6797; train_kl_reg_loss: 188902.3108; train_edge_recon_loss: 405127.6597; train_gene_expr_recon_loss: 225384.0347; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98895081.7778; train_global_loss: 99714496.8889; train_optim_loss: 99714496.8889; val_kl_reg_loss: 188663.8281; val_edge_recon_loss: 406337.9062; val_gene_expr_recon_loss: 223851.5938; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99004496.0000; val_global_loss: 99823352.0000; val_optim_loss: 99823352.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8159; val_auprc_score: 0.8034; val_best_acc_score: 0.5383; val_best_f1_score: 0.6821; train_kl_reg_loss: 194222.2778; train_edge_recon_loss: 405183.0799; train_gene_expr_recon_loss: 223808.8663; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98264815.1111; train_global_loss: 99088029.3333; train_optim_loss: 99088029.3333; val_kl_reg_loss: 191182.1562; val_edge_recon_loss: 406190.0312; val_gene_expr_recon_loss: 220271.2656; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98789384.0000; val_global_loss: 99607024.0000; val_optim_loss: 99607024.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8434; val_auprc_score: 0.8348; val_best_acc_score: 0.5548; val_best_f1_score: 0.6884; train_kl_reg_loss: 191281.0625; train_edge_recon_loss: 405095.6146; train_gene_expr_recon_loss: 218888.1719; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97719567.1111; train_global_loss: 98534832.8889; train_optim_loss: 98534832.8889; val_kl_reg_loss: 186867.8281; val_edge_recon_loss: 405971.3750; val_gene_expr_recon_loss: 217318.1094; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98338568.0000; val_global_loss: 99148728.0000; val_optim_loss: 99148728.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8485; val_auprc_score: 0.8321; val_best_acc_score: 0.5927; val_best_f1_score: 0.7061; train_kl_reg_loss: 189010.8247; train_edge_recon_loss: 404853.2604; train_gene_expr_recon_loss: 217895.3976; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97827935.1111; train_global_loss: 98639695.1111; train_optim_loss: 98639695.1111; val_kl_reg_loss: 176997.9688; val_edge_recon_loss: 405723.0000; val_gene_expr_recon_loss: 215594.5312; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98170584.0000; val_global_loss: 98968896.0000; val_optim_loss: 98968896.0000
