[True]
Run timestamp: 24072023_162732_23.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.05', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '500000', '--lambda_gene_expr_recon', '30000', '--lambda_chrom_access_recon', '3000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_23']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.05
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2102, n_latent: 2102, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2102, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2102, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.9102; val_auprc_score: 0.9200; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 5187.8049; train_edge_recon_loss: 351749.2465; train_gene_expr_recon_loss: 31757344.4444; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10779753.8889; train_global_loss: 42894035.1111; train_optim_loss: 42894035.1111; val_kl_reg_loss: 15326.0957; val_edge_recon_loss: 406598.9375; val_gene_expr_recon_loss: 30323140.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10871379.0000; val_global_loss: 41616444.0000; val_optim_loss: 41616444.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8872; val_auprc_score: 0.8932; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 31938.8205; train_edge_recon_loss: 374359.8819; train_gene_expr_recon_loss: 28618089.1111; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10686588.6667; train_global_loss: 39710976.8889; train_optim_loss: 39710976.8889; val_kl_reg_loss: 38846.5039; val_edge_recon_loss: 406610.7500; val_gene_expr_recon_loss: 27316536.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10624403.0000; val_global_loss: 38386396.0000; val_optim_loss: 38386396.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8746; val_auprc_score: 0.8776; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 57714.6944; train_edge_recon_loss: 391956.5938; train_gene_expr_recon_loss: 26137006.4444; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10390142.0000; train_global_loss: 36976819.1111; train_optim_loss: 36976819.1111; val_kl_reg_loss: 78458.3750; val_edge_recon_loss: 406609.9375; val_gene_expr_recon_loss: 25168912.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10411224.0000; val_global_loss: 36065204.0000; val_optim_loss: 36065204.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8691; val_auprc_score: 0.8714; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 88829.9106; train_edge_recon_loss: 397257.6007; train_gene_expr_recon_loss: 24537462.2222; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10254417.7778; train_global_loss: 35277967.5556; train_optim_loss: 35277967.5556; val_kl_reg_loss: 98448.6328; val_edge_recon_loss: 406604.4375; val_gene_expr_recon_loss: 23939360.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10243637.0000; val_global_loss: 34688052.0000; val_optim_loss: 34688052.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8751; val_auprc_score: 0.8737; val_best_acc_score: 0.5004; val_best_f1_score: 0.6668; train_kl_reg_loss: 111404.3490; train_edge_recon_loss: 402627.4861; train_gene_expr_recon_loss: 23173646.4444; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10021842.2222; train_global_loss: 33709520.4444; train_optim_loss: 33709520.4444; val_kl_reg_loss: 121262.0312; val_edge_recon_loss: 406591.7188; val_gene_expr_recon_loss: 23050792.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10128067.0000; val_global_loss: 33706712.0000; val_optim_loss: 33706712.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8843; val_auprc_score: 0.8793; val_best_acc_score: 0.5026; val_best_f1_score: 0.6678; train_kl_reg_loss: 130721.7760; train_edge_recon_loss: 404657.7083; train_gene_expr_recon_loss: 22529954.4444; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9938724.8889; train_global_loss: 33004058.8889; train_optim_loss: 33004058.8889; val_kl_reg_loss: 125174.2812; val_edge_recon_loss: 406566.0938; val_gene_expr_recon_loss: 22516668.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10047685.0000; val_global_loss: 33096092.0000; val_optim_loss: 33096092.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8797; val_auprc_score: 0.8674; val_best_acc_score: 0.5082; val_best_f1_score: 0.6703; train_kl_reg_loss: 130080.7057; train_edge_recon_loss: 404823.7951; train_gene_expr_recon_loss: 21959316.6667; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9892454.3333; train_global_loss: 32386675.3333; train_optim_loss: 32386675.3333; val_kl_reg_loss: 133598.6875; val_edge_recon_loss: 406519.2188; val_gene_expr_recon_loss: 22066268.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9990018.0000; val_global_loss: 32596404.0000; val_optim_loss: 32596404.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8773; val_auprc_score: 0.8629; val_best_acc_score: 0.5152; val_best_f1_score: 0.6734; train_kl_reg_loss: 136927.5885; train_edge_recon_loss: 404980.3194; train_gene_expr_recon_loss: 21612768.2222; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9806394.3333; train_global_loss: 31961070.2222; train_optim_loss: 31961070.2222; val_kl_reg_loss: 136315.4375; val_edge_recon_loss: 406443.8125; val_gene_expr_recon_loss: 21811426.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9973850.0000; val_global_loss: 32328036.0000; val_optim_loss: 32328036.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8736; val_auprc_score: 0.8522; val_best_acc_score: 0.5306; val_best_f1_score: 0.6802; train_kl_reg_loss: 139097.0747; train_edge_recon_loss: 405118.9965; train_gene_expr_recon_loss: 21549176.4444; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9815139.5556; train_global_loss: 31908532.0000; train_optim_loss: 31908532.0000; val_kl_reg_loss: 131131.5312; val_edge_recon_loss: 406338.1875; val_gene_expr_recon_loss: 21609440.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9932906.0000; val_global_loss: 32079816.0000; val_optim_loss: 32079816.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8766; val_auprc_score: 0.8559; val_best_acc_score: 0.5726; val_best_f1_score: 0.6998; train_kl_reg_loss: 134417.6406; train_edge_recon_loss: 404941.4271; train_gene_expr_recon_loss: 21290116.0000; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9781516.5556; train_global_loss: 31610991.7778; train_optim_loss: 31610991.7778; val_kl_reg_loss: 132853.6719; val_edge_recon_loss: 406132.4375; val_gene_expr_recon_loss: 21503718.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9929831.0000; val_global_loss: 31972536.0000; val_optim_loss: 31972536.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8773; val_auprc_score: 0.8581; val_best_acc_score: 0.6043; val_best_f1_score: 0.7154; train_kl_reg_loss: 134015.2674; train_edge_recon_loss: 404755.4097; train_gene_expr_recon_loss: 21125920.8889; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9700922.4444; train_global_loss: 31365614.2222; train_optim_loss: 31365614.2222; val_kl_reg_loss: 130421.9844; val_edge_recon_loss: 406005.7500; val_gene_expr_recon_loss: 21413618.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9906430.0000; val_global_loss: 31856476.0000; val_optim_loss: 31856476.0000
