[True]
Run timestamp: 26072023_024453_86.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.0', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000', '--lambda_gene_expr_recon', '3000', '--lambda_chrom_access_recon', '30000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_86']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.0
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.8951; val_auprc_score: 0.9104; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 20353.6588; train_edge_recon_loss: 3496046.7778; train_gene_expr_recon_loss: 3199664.9444; train_masked_gp_l1_reg_loss: 1893.1390; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 108947034.6667; train_global_loss: 115664992.8889; train_optim_loss: 115664992.8889; val_kl_reg_loss: 38848.5938; val_edge_recon_loss: 4066029.2500; val_gene_expr_recon_loss: 3087559.5000; val_masked_gp_l1_reg_loss: 1933.1765; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 108431024.0000; val_global_loss: 115625392.0000; val_optim_loss: 115625392.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.9007; val_auprc_score: 0.9124; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 52554.2070; train_edge_recon_loss: 3602123.7500; train_gene_expr_recon_loss: 2921976.8611; train_masked_gp_l1_reg_loss: 2030.3991; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 106233360.8889; train_global_loss: 112812047.1111; train_optim_loss: 112812047.1111; val_kl_reg_loss: 75237.6875; val_edge_recon_loss: 4066127.5000; val_gene_expr_recon_loss: 2813001.7500; val_masked_gp_l1_reg_loss: 2176.6831; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 106215016.0000; val_global_loss: 113171560.0000; val_optim_loss: 113171560.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8964; val_auprc_score: 0.9012; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 90036.9583; train_edge_recon_loss: 3635221.8333; train_gene_expr_recon_loss: 2726666.4722; train_masked_gp_l1_reg_loss: 2313.0282; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 104533874.6667; train_global_loss: 110988112.0000; train_optim_loss: 110988112.0000; val_kl_reg_loss: 80935.0625; val_edge_recon_loss: 4066048.2500; val_gene_expr_recon_loss: 2656350.5000; val_masked_gp_l1_reg_loss: 2480.6294; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 104646416.0000; val_global_loss: 111452232.0000; val_optim_loss: 111452232.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8879; val_auprc_score: 0.8940; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 94974.4705; train_edge_recon_loss: 3649523.3889; train_gene_expr_recon_loss: 2543167.7500; train_masked_gp_l1_reg_loss: 2583.8757; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 101607789.3333; train_global_loss: 107898040.8889; train_optim_loss: 107898040.8889; val_kl_reg_loss: 116784.7109; val_edge_recon_loss: 4066020.7500; val_gene_expr_recon_loss: 2505757.0000; val_masked_gp_l1_reg_loss: 2688.3359; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 102885896.0000; val_global_loss: 109577144.0000; val_optim_loss: 109577144.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.9026; val_auprc_score: 0.9016; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 133885.6059; train_edge_recon_loss: 3648033.3056; train_gene_expr_recon_loss: 2431120.0833; train_masked_gp_l1_reg_loss: 2736.1159; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 100419488.0000; train_global_loss: 106635264.0000; train_optim_loss: 106635264.0000; val_kl_reg_loss: 118432.2656; val_edge_recon_loss: 4065879.0000; val_gene_expr_recon_loss: 2421747.2500; val_masked_gp_l1_reg_loss: 2776.9365; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 101622080.0000; val_global_loss: 108230912.0000; val_optim_loss: 108230912.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8947; val_auprc_score: 0.8889; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 157631.0156; train_edge_recon_loss: 3636491.8333; train_gene_expr_recon_loss: 2354803.3889; train_masked_gp_l1_reg_loss: 2786.6414; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 99970017.7778; train_global_loss: 106121730.6667; train_optim_loss: 106121730.6667; val_kl_reg_loss: 131022.0469; val_edge_recon_loss: 4065494.7500; val_gene_expr_recon_loss: 2353675.7500; val_masked_gp_l1_reg_loss: 2787.2368; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 100693136.0000; val_global_loss: 107246112.0000; val_optim_loss: 107246112.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8770; val_auprc_score: 0.8693; val_best_acc_score: 0.5084; val_best_f1_score: 0.6703; train_kl_reg_loss: 169213.0087; train_edge_recon_loss: 3633746.5833; train_gene_expr_recon_loss: 2288559.6667; train_masked_gp_l1_reg_loss: 2775.6180; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98771691.5556; train_global_loss: 104865984.8889; train_optim_loss: 104865984.8889; val_kl_reg_loss: 161501.0156; val_edge_recon_loss: 4064604.2500; val_gene_expr_recon_loss: 2292797.2500; val_masked_gp_l1_reg_loss: 2756.8152; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99898064.0000; val_global_loss: 106419728.0000; val_optim_loss: 106419728.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8639; val_auprc_score: 0.8580; val_best_acc_score: 0.5240; val_best_f1_score: 0.6771; train_kl_reg_loss: 194148.4497; train_edge_recon_loss: 3617091.1111; train_gene_expr_recon_loss: 2236713.4722; train_masked_gp_l1_reg_loss: 2738.2278; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98446302.2222; train_global_loss: 104496994.6667; train_optim_loss: 104496994.6667; val_kl_reg_loss: 147848.1094; val_edge_recon_loss: 4063677.5000; val_gene_expr_recon_loss: 2248516.2500; val_masked_gp_l1_reg_loss: 2712.2310; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99511856.0000; val_global_loss: 105974608.0000; val_optim_loss: 105974608.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8464; val_auprc_score: 0.8448; val_best_acc_score: 0.5377; val_best_f1_score: 0.6829; train_kl_reg_loss: 190030.7604; train_edge_recon_loss: 3627729.9167; train_gene_expr_recon_loss: 2192239.5278; train_masked_gp_l1_reg_loss: 2691.9526; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97649325.3333; train_global_loss: 103662017.7778; train_optim_loss: 103662017.7778; val_kl_reg_loss: 183234.6562; val_edge_recon_loss: 4063086.2500; val_gene_expr_recon_loss: 2213926.0000; val_masked_gp_l1_reg_loss: 2665.3594; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99125048.0000; val_global_loss: 105587960.0000; val_optim_loss: 105587960.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8411; val_auprc_score: 0.8371; val_best_acc_score: 0.5587; val_best_f1_score: 0.6921; train_kl_reg_loss: 208087.6215; train_edge_recon_loss: 3611665.7222; train_gene_expr_recon_loss: 2171228.9722; train_masked_gp_l1_reg_loss: 2643.5928; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97798130.6667; train_global_loss: 103791756.4444; train_optim_loss: 103791756.4444; val_kl_reg_loss: 166176.2812; val_edge_recon_loss: 4062061.5000; val_gene_expr_recon_loss: 2195629.7500; val_masked_gp_l1_reg_loss: 2616.0730; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99024672.0000; val_global_loss: 105451152.0000; val_optim_loss: 105451152.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8413; val_auprc_score: 0.8417; val_best_acc_score: 0.5818; val_best_f1_score: 0.7022; train_kl_reg_loss: 195373.0660; train_edge_recon_loss: 3621356.6944; train_gene_expr_recon_loss: 2144231.2500; train_masked_gp_l1_reg_loss: 2596.7885; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 96903864.8889; train_global_loss: 102867422.2222; train_optim_loss: 102867422.2222; val_kl_reg_loss: 190472.2344; val_edge_recon_loss: 4060797.5000; val_gene_expr_recon_loss: 2179463.5000; val_masked_gp_l1_reg_loss: 2571.7109; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98819384.0000; val_global_loss: 105252688.0000; val_optim_loss: 105252688.0000
