[True]
Run timestamp: 21072023_092958_1027.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'seqfish_mouse_organogenesis_imputed', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', '--n_neighbors', '20', '--filter_genes', '--n_hvg', '4000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.1', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '500000.', '--lambda_gene_expr_recon', '300.', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5.0', '--edge_batch_size', '2048', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_1027']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2324.
Number of gene programs after filtering and combining: 1818.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Filtering genes...
Starting with 29452 genes.
Keeping 29452 genes after filtering genes with expression in 0 cells.
Keeping 4032 highly variable or gene program relevant genes.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.1
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ENCODER -> n_input: 4032, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 1540, n_latent: 1540, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 1540, n_cat_covariates_embed_input: 3, n_addon_input: 0, n_output: 8064
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 47311
Number of validation nodes: 5257
Number of training edges: 529546
Number of validation edges: 58838
Edge batch size: 2048
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.9003; val_auprc_score: 0.9811; val_best_acc_score: 0.8588; val_best_f1_score: 0.9237; train_kl_reg_loss: 134882.1920; train_edge_recon_loss: 118227.2657; train_gene_expr_recon_loss: 2653803.1226; train_masked_gp_l1_reg_loss: 7263.8098; train_group_lasso_reg_loss: 0.0000; train_global_loss: 2914176.3774; train_optim_loss: 2914176.3774; val_kl_reg_loss: 83454.9863; val_edge_recon_loss: 118230.0482; val_gene_expr_recon_loss: 2137281.5259; val_masked_gp_l1_reg_loss: 7655.3276; val_group_lasso_reg_loss: 0.0000; val_global_loss: 2346621.8190; val_optim_loss: 2346621.8190
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.9006; val_auprc_score: 0.9802; val_best_acc_score: 0.8532; val_best_f1_score: 0.9208; train_kl_reg_loss: 247699.7111; train_edge_recon_loss: 118338.4748; train_gene_expr_recon_loss: 7378523.5922; train_masked_gp_l1_reg_loss: 8228.5204; train_group_lasso_reg_loss: 0.0000; train_global_loss: 7752790.3031; train_optim_loss: 7752790.3031; val_kl_reg_loss: 461769.5312; val_edge_recon_loss: 119241.0086; val_gene_expr_recon_loss: 4897835.8103; val_masked_gp_l1_reg_loss: 9514.9219; val_group_lasso_reg_loss: 0.0000; val_global_loss: 5488361.3448; val_optim_loss: 5488361.3448
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8862; val_auprc_score: 0.9777; val_best_acc_score: 0.8526; val_best_f1_score: 0.9204; train_kl_reg_loss: 428841.0061; train_edge_recon_loss: 118923.6248; train_gene_expr_recon_loss: 6561822.4884; train_masked_gp_l1_reg_loss: 9423.1728; train_group_lasso_reg_loss: 0.0000; train_global_loss: 7119010.2934; train_optim_loss: 7119010.2934; val_kl_reg_loss: 216986.7705; val_edge_recon_loss: 119802.7794; val_gene_expr_recon_loss: 2886150.7931; val_masked_gp_l1_reg_loss: 9233.7188; val_group_lasso_reg_loss: 0.0000; val_global_loss: 3232174.0776; val_optim_loss: 3232174.0776
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8881; val_auprc_score: 0.9784; val_best_acc_score: 0.8642; val_best_f1_score: 0.9263; train_kl_reg_loss: 179752.4195; train_edge_recon_loss: 119694.4592; train_gene_expr_recon_loss: 3027337.8456; train_masked_gp_l1_reg_loss: 9132.1856; train_group_lasso_reg_loss: 0.0000; train_global_loss: 3335916.8967; train_optim_loss: 3335916.8967; val_kl_reg_loss: 97035.1630; val_edge_recon_loss: 118625.1937; val_gene_expr_recon_loss: 2731598.2155; val_masked_gp_l1_reg_loss: 9128.3252; val_group_lasso_reg_loss: 0.0000; val_global_loss: 2956386.8276; val_optim_loss: 2956386.8276
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8839; val_auprc_score: 0.9774; val_best_acc_score: 0.8549; val_best_f1_score: 0.9215; train_kl_reg_loss: 124359.2860; train_edge_recon_loss: 119270.3455; train_gene_expr_recon_loss: 3431800.6670; train_masked_gp_l1_reg_loss: 9351.1184; train_group_lasso_reg_loss: 0.0000; train_global_loss: 3684781.4136; train_optim_loss: 3684781.4136; val_kl_reg_loss: 115349.2804; val_edge_recon_loss: 120377.6899; val_gene_expr_recon_loss: 1854731.8448; val_masked_gp_l1_reg_loss: 9466.7012; val_group_lasso_reg_loss: 0.0000; val_global_loss: 2099925.5647; val_optim_loss: 2099925.5647
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8777; val_auprc_score: 0.9763; val_best_acc_score: 0.8636; val_best_f1_score: 0.9258; train_kl_reg_loss: 92069.5019; train_edge_recon_loss: 119548.0821; train_gene_expr_recon_loss: 1827411.7177; train_masked_gp_l1_reg_loss: 9435.2824; train_group_lasso_reg_loss: 0.0000; train_global_loss: 2048464.5874; train_optim_loss: 2048464.5874; val_kl_reg_loss: 73862.7613; val_edge_recon_loss: 119543.0940; val_gene_expr_recon_loss: 1804948.7069; val_masked_gp_l1_reg_loss: 9444.8867; val_group_lasso_reg_loss: 0.0000; val_global_loss: 2007799.4440; val_optim_loss: 2007799.4440
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8726; val_auprc_score: 0.9753; val_best_acc_score: 0.8665; val_best_f1_score: 0.9269; train_kl_reg_loss: 63956.5605; train_edge_recon_loss: 118314.7831; train_gene_expr_recon_loss: 1784270.1395; train_masked_gp_l1_reg_loss: 9475.0740; train_group_lasso_reg_loss: 0.0000; train_global_loss: 1976016.5594; train_optim_loss: 1976016.5594; val_kl_reg_loss: 54060.5109; val_edge_recon_loss: 119680.7217; val_gene_expr_recon_loss: 1736349.7241; val_masked_gp_l1_reg_loss: 9517.0273; val_group_lasso_reg_loss: 0.0000; val_global_loss: 1919607.9526; val_optim_loss: 1919607.9526
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8694; val_auprc_score: 0.9747; val_best_acc_score: 0.8678; val_best_f1_score: 0.9273; train_kl_reg_loss: 54621.9380; train_edge_recon_loss: 118928.5246; train_gene_expr_recon_loss: 1620770.1023; train_masked_gp_l1_reg_loss: 9573.9845; train_group_lasso_reg_loss: 0.0000; train_global_loss: 1803894.5507; train_optim_loss: 1803894.5507; val_kl_reg_loss: 58906.6142; val_edge_recon_loss: 119112.3882; val_gene_expr_recon_loss: 1417923.5690; val_masked_gp_l1_reg_loss: 9619.1328; val_group_lasso_reg_loss: 0.0000; val_global_loss: 1605561.6940; val_optim_loss: 1605561.6940
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8720; val_auprc_score: 0.9753; val_best_acc_score: 0.8665; val_best_f1_score: 0.9260; train_kl_reg_loss: 50193.9210; train_edge_recon_loss: 119132.8428; train_gene_expr_recon_loss: 1405705.2172; train_masked_gp_l1_reg_loss: 9621.1518; train_group_lasso_reg_loss: 0.0000; train_global_loss: 1584653.1347; train_optim_loss: 1584653.1347; val_kl_reg_loss: 42484.8621; val_edge_recon_loss: 117982.1684; val_gene_expr_recon_loss: 1385395.0690; val_masked_gp_l1_reg_loss: 9626.2070; val_group_lasso_reg_loss: 0.0000; val_global_loss: 1555488.3491; val_optim_loss: 1555488.3491
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8773; val_auprc_score: 0.9752; val_best_acc_score: 0.8746; val_best_f1_score: 0.9305; train_kl_reg_loss: 40367.6355; train_edge_recon_loss: 117294.6918; train_gene_expr_recon_loss: 1309512.3248; train_masked_gp_l1_reg_loss: 9670.6766; train_group_lasso_reg_loss: 0.0000; train_global_loss: 1476845.3253; train_optim_loss: 1476845.3253; val_kl_reg_loss: 42550.7588; val_edge_recon_loss: 120482.1608; val_gene_expr_recon_loss: 1240690.3750; val_masked_gp_l1_reg_loss: 9817.7656; val_group_lasso_reg_loss: 0.0000; val_global_loss: 1413541.0388; val_optim_loss: 1413541.0388
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8738; val_auprc_score: 0.9742; val_best_acc_score: 0.8729; val_best_f1_score: 0.9302; train_kl_reg_loss: 36644.9992; train_edge_recon_loss: 117053.1319; train_gene_expr_recon_loss: 1204040.4831; train_masked_gp_l1_reg_loss: 9792.6646; train_group_lasso_reg_loss: 0.0000; train_global_loss: 1367531.2804; train_optim_loss: 1367531.2804; val_kl_reg_loss: 31721.5401; val_edge_recon_loss: 119326.9205; val_gene_expr_recon_loss: 1126827.6466; val_masked_gp_l1_reg_loss: 9833.1260; val_group_lasso_reg_loss: 0.0000; val_global_loss: 1287709.2457; val_optim_loss: 1287709.2457
