[True]
Run timestamp: 26072023_033103_123.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.05', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '50000000', '--lambda_gene_expr_recon', '300', '--lambda_chrom_access_recon', '30000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_123']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.05
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.9616; val_auprc_score: 0.9640; val_best_acc_score: 0.5193; val_best_f1_score: 0.6753; train_kl_reg_loss: 5410.9057; train_edge_recon_loss: 34716388.8889; train_gene_expr_recon_loss: 315974.7014; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 108019547.5556; train_global_loss: 143057322.6667; train_optim_loss: 143057322.6667; val_kl_reg_loss: 20958.6816; val_edge_recon_loss: 40627700.0000; val_gene_expr_recon_loss: 312933.0625; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 108809112.0000; val_global_loss: 149770704.0000; val_optim_loss: 149770704.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.9439; val_auprc_score: 0.9492; val_best_acc_score: 0.5098; val_best_f1_score: 0.6711; train_kl_reg_loss: 38927.8723; train_edge_recon_loss: 34817568.8889; train_gene_expr_recon_loss: 308369.2222; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 107297613.3333; train_global_loss: 142462480.0000; train_optim_loss: 142462480.0000; val_kl_reg_loss: 46951.4219; val_edge_recon_loss: 40641384.0000; val_gene_expr_recon_loss: 296821.7188; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 107139928.0000; val_global_loss: 148125088.0000; val_optim_loss: 148125088.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.9195; val_auprc_score: 0.9308; val_best_acc_score: 0.5155; val_best_f1_score: 0.6736; train_kl_reg_loss: 109155.3277; train_edge_recon_loss: 34800024.4444; train_gene_expr_recon_loss: 286318.2188; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 104958099.5556; train_global_loss: 140153596.4444; train_optim_loss: 140153596.4444; val_kl_reg_loss: 77462.7656; val_edge_recon_loss: 40641184.0000; val_gene_expr_recon_loss: 276326.5938; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 105141144.0000; val_global_loss: 146136128.0000; val_optim_loss: 146136128.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.9229; val_auprc_score: 0.9309; val_best_acc_score: 0.5086; val_best_f1_score: 0.6705; train_kl_reg_loss: 194674.4931; train_edge_recon_loss: 34837324.8889; train_gene_expr_recon_loss: 269515.5729; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 103617608.8889; train_global_loss: 138919123.5556; train_optim_loss: 138919123.5556; val_kl_reg_loss: 175354.2188; val_edge_recon_loss: 40647620.0000; val_gene_expr_recon_loss: 257716.6406; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 103411480.0000; val_global_loss: 144492176.0000; val_optim_loss: 144492176.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.9251; val_auprc_score: 0.9296; val_best_acc_score: 0.5059; val_best_f1_score: 0.6693; train_kl_reg_loss: 258495.9913; train_edge_recon_loss: 34833395.1111; train_gene_expr_recon_loss: 249930.0295; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 100549386.6667; train_global_loss: 135891210.6667; train_optim_loss: 135891210.6667; val_kl_reg_loss: 330481.0000; val_edge_recon_loss: 40648400.0000; val_gene_expr_recon_loss: 244446.7656; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 101738392.0000; val_global_loss: 142961728.0000; val_optim_loss: 142961728.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.9147; val_auprc_score: 0.9137; val_best_acc_score: 0.5084; val_best_f1_score: 0.6704; train_kl_reg_loss: 316300.0608; train_edge_recon_loss: 34813609.7778; train_gene_expr_recon_loss: 239249.5833; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 99964184.8889; train_global_loss: 135333344.0000; train_optim_loss: 135333344.0000; val_kl_reg_loss: 333361.9062; val_edge_recon_loss: 40644644.0000; val_gene_expr_recon_loss: 236273.7500; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 100842072.0000; val_global_loss: 142056352.0000; val_optim_loss: 142056352.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.9086; val_auprc_score: 0.9087; val_best_acc_score: 0.5151; val_best_f1_score: 0.6734; train_kl_reg_loss: 353075.1910; train_edge_recon_loss: 34854912.8889; train_gene_expr_recon_loss: 231233.1667; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98962275.5556; train_global_loss: 134401496.0000; train_optim_loss: 134401496.0000; val_kl_reg_loss: 266133.7500; val_edge_recon_loss: 40638520.0000; val_gene_expr_recon_loss: 230748.9844; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 100092352.0000; val_global_loss: 141227744.0000; val_optim_loss: 141227744.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.9133; val_auprc_score: 0.9082; val_best_acc_score: 0.5318; val_best_f1_score: 0.6810; train_kl_reg_loss: 358305.3542; train_edge_recon_loss: 34849807.5556; train_gene_expr_recon_loss: 225994.7135; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98169758.2222; train_global_loss: 133603867.5556; train_optim_loss: 133603867.5556; val_kl_reg_loss: 265734.0000; val_edge_recon_loss: 40627780.0000; val_gene_expr_recon_loss: 227357.8281; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99705456.0000; val_global_loss: 140826320.0000; val_optim_loss: 140826320.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.9131; val_auprc_score: 0.9118; val_best_acc_score: 0.5470; val_best_f1_score: 0.6880; train_kl_reg_loss: 352986.9549; train_edge_recon_loss: 34896712.4444; train_gene_expr_recon_loss: 222514.4392; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97876604.4444; train_global_loss: 133348819.5556; train_optim_loss: 133348819.5556; val_kl_reg_loss: 239589.3125; val_edge_recon_loss: 40619892.0000; val_gene_expr_recon_loss: 224564.0625; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99436144.0000; val_global_loss: 140520192.0000; val_optim_loss: 140520192.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.9073; val_auprc_score: 0.9026; val_best_acc_score: 0.5998; val_best_f1_score: 0.7133; train_kl_reg_loss: 361328.6181; train_edge_recon_loss: 34863301.7778; train_gene_expr_recon_loss: 221851.8264; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97599587.5556; train_global_loss: 133046069.3333; train_optim_loss: 133046069.3333; val_kl_reg_loss: 163752.0312; val_edge_recon_loss: 40602288.0000; val_gene_expr_recon_loss: 224337.0469; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99306112.0000; val_global_loss: 140296480.0000; val_optim_loss: 140296480.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.9107; val_auprc_score: 0.9056; val_best_acc_score: 0.6368; val_best_f1_score: 0.7322; train_kl_reg_loss: 355546.4149; train_edge_recon_loss: 34899909.3333; train_gene_expr_recon_loss: 221061.9115; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97907139.5556; train_global_loss: 133383657.7778; train_optim_loss: 133383657.7778; val_kl_reg_loss: 227488.1250; val_edge_recon_loss: 40587668.0000; val_gene_expr_recon_loss: 221445.8438; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99035848.0000; val_global_loss: 140072448.0000; val_optim_loss: 140072448.0000
