[True, False, True]
Run timestamp: 30092023_022140_307.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'nanostring_cosmx_human_nsclc', '--timestamp_suffix', '_307', '--reference_batches', 'batch1', 'batch2', 'batch5', 'batch6', 'batch7', 'batch8', '--cat_covariates_embeds_nums', '3', '30', '5', '--contrastive_logits_pos_ratio', '0', '--lambda_l1_addon', '0', '--lambda_l1_masked', '0', '--active_gp_thresh_ratio', '0.03', '--lambda_cat_covariates_contrastive', '1000000.0', '--n_neighbors', '4', '--no-filter_genes', '--nichenet_keep_target_genes_ratio', '1.0', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'human', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--cat_covariates_keys', 'batch', 'fov', 'patient', '--cat_covariates_no_edges', 'True', 'False', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--conv_layer_encoder', 'gatv2conv', '--n_epochs', '400', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000.', '--lambda_gene_expr_recon', '3000.', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--n_sampled_neighbors', '4', '--edge_batch_size', '512', '--node_batch_size', '256', '--n_hidden_encoder', '960', '--n_addon_gp', '100']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2325.
Number of gene programs after filtering and combining: 1858.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch7...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch8...
Loading data...
Computing spatial neighborhood graph...

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_recon_loss: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.03
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ONE HOP GCN NORM RNA NODE LABEL AGGREGATOR
ENCODER -> n_input: 960, n_cat_covariates_embed_input: 0, n_hidden: 960, n_latent: 1613, n_addon_latent: 100, n_fc_layers: 1, n_layers: 1, conv_layer: gatv2conv, n_attention_heads: 4, dropout_rate: 0.0, use_bn: False
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 1613, n_addon_gp_input: 100, n_cat_covariates_embed_input: 38, n_output: 960

--- INITIALIZING TRAINER ---
Number of training nodes: 474107
Number of validation nodes: 52678
Number of training edges: 1120696
Number of validation edges: 124521
Edge batch size: 512
Node batch size: 256

--- MODEL TRAINING ---
Epoch 1/400 |--------------------| 0.2% val_auroc_score: 0.9086; val_auprc_score: 0.9797; val_best_acc_score: 0.9105; val_best_f1_score: 0.9489; train_kl_reg_loss: 12363.7858; train_edge_recon_loss: 819277.1622; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 2733142.5558; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3564783.5048; train_optim_loss: 3564783.5048; val_kl_reg_loss: 13342.6125; val_edge_recon_loss: 834111.5612; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 2442488.9232; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3289943.0922; val_optim_loss: 3289943.0922
Epoch 2/400 |--------------------| 0.5% val_auroc_score: 0.9303; val_auprc_score: 0.9845; val_best_acc_score: 0.9228; val_best_f1_score: 0.9556; train_kl_reg_loss: 14151.9561; train_edge_recon_loss: 796472.3948; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 2290031.2100; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 3100655.5608; train_optim_loss: 3100655.5608; val_kl_reg_loss: 14888.3132; val_edge_recon_loss: 830735.7036; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 2182502.8883; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 3028126.9068; val_optim_loss: 3028126.9068
Epoch 3/400 |--------------------| 0.8% val_auroc_score: 0.9358; val_auprc_score: 0.9858; val_best_acc_score: 0.9263; val_best_f1_score: 0.9576; train_kl_reg_loss: 15473.9639; train_edge_recon_loss: 790920.4192; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 2133510.8333; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2939905.2148; train_optim_loss: 2939905.2148; val_kl_reg_loss: 16052.7332; val_edge_recon_loss: 825469.9324; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 2101183.5543; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2942706.2295; val_optim_loss: 2942706.2295
Epoch 4/400 |--------------------| 1.0% val_auroc_score: 0.9436; val_auprc_score: 0.9878; val_best_acc_score: 0.9315; val_best_f1_score: 0.9605; train_kl_reg_loss: 16432.6412; train_edge_recon_loss: 788799.9767; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 2077945.0306; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2883177.6464; train_optim_loss: 2883177.6464; val_kl_reg_loss: 16658.0423; val_edge_recon_loss: 818386.7462; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 2064553.2946; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2899598.0820; val_optim_loss: 2899598.0820
Epoch 5/400 |--------------------| 1.2% val_auroc_score: 0.9454; val_auprc_score: 0.9879; val_best_acc_score: 0.9324; val_best_f1_score: 0.9610; train_kl_reg_loss: 17010.0875; train_edge_recon_loss: 788181.1616; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 2049682.2687; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2854873.5169; train_optim_loss: 2854873.5169; val_kl_reg_loss: 17331.7409; val_edge_recon_loss: 824921.7487; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 2043684.0328; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2885937.5164; val_optim_loss: 2885937.5164
Epoch 6/400 |--------------------| 1.5% val_auroc_score: 0.9459; val_auprc_score: 0.9884; val_best_acc_score: 0.9320; val_best_f1_score: 0.9608; train_kl_reg_loss: 17379.3947; train_edge_recon_loss: 787270.1341; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 2032369.2133; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2837018.7434; train_optim_loss: 2837018.7434; val_kl_reg_loss: 17752.3477; val_edge_recon_loss: 823038.6352; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 2027018.1860; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2867809.1619; val_optim_loss: 2867809.1619
Epoch 7/400 |--------------------| 1.8% val_auroc_score: 0.9464; val_auprc_score: 0.9882; val_best_acc_score: 0.9346; val_best_f1_score: 0.9622; train_kl_reg_loss: 17749.4623; train_edge_recon_loss: 786280.7823; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 2017446.3571; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2821476.6013; train_optim_loss: 2821476.6013; val_kl_reg_loss: 17978.0333; val_edge_recon_loss: 821290.1826; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 2014255.4990; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2853523.7162; val_optim_loss: 2853523.7162
Epoch 8/400 |--------------------| 2.0% val_auroc_score: 0.9482; val_auprc_score: 0.9889; val_best_acc_score: 0.9347; val_best_f1_score: 0.9624; train_kl_reg_loss: 18304.7917; train_edge_recon_loss: 785312.6436; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 2071841.8775; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2875459.3156; train_optim_loss: 2875459.3156; val_kl_reg_loss: 18549.3092; val_edge_recon_loss: 815865.4314; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 2013180.3893; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2847595.1250; val_optim_loss: 2847595.1250
Epoch 9/400 |--------------------| 2.2% val_auroc_score: 0.9493; val_auprc_score: 0.9892; val_best_acc_score: 0.9343; val_best_f1_score: 0.9621; train_kl_reg_loss: 18649.4728; train_edge_recon_loss: 786446.6982; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 2001511.7489; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2806607.9204; train_optim_loss: 2806607.9204; val_kl_reg_loss: 18603.7710; val_edge_recon_loss: 818632.3934; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 2000334.1194; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2837570.2807; val_optim_loss: 2837570.2807
Epoch 10/400 |--------------------| 2.5% val_auroc_score: 0.9513; val_auprc_score: 0.9896; val_best_acc_score: 0.9359; val_best_f1_score: 0.9630; train_kl_reg_loss: 19132.4350; train_edge_recon_loss: 786175.4295; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 1990697.0583; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2796004.9241; train_optim_loss: 2796004.9241; val_kl_reg_loss: 18985.8062; val_edge_recon_loss: 818126.7018; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 1988202.4109; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2825314.9242; val_optim_loss: 2825314.9242
Epoch 11/400 |--------------------| 2.8% val_auroc_score: 0.9491; val_auprc_score: 0.9888; val_best_acc_score: 0.9361; val_best_f1_score: 0.9632; train_kl_reg_loss: 19080.6022; train_edge_recon_loss: 786972.8020; train_cat_covariates_contrastive_loss: 0.0000; train_gene_expr_recon_loss: 1982153.5829; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_global_loss: 2788206.9877; train_optim_loss: 2788206.9877; val_kl_reg_loss: 19543.5360; val_edge_recon_loss: 818969.2354; val_cat_covariates_contrastive_loss: 0.0000; val_gene_expr_recon_loss: 1982067.7828; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_global_loss: 2820580.5482; val_optim_loss: 2820580.5482
