[True]
Run timestamp: 26072023_041401_158.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.0', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '50000000', '--lambda_gene_expr_recon', '30000', '--lambda_chrom_access_recon', '30000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_158']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.0
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.9231; val_auprc_score: 0.9323; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 15065.1716; train_edge_recon_loss: 34766848.0000; train_gene_expr_recon_loss: 30836045.5556; train_masked_gp_l1_reg_loss: 1928.1552; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 108706367.1111; train_global_loss: 174326254.2222; train_optim_loss: 174326254.2222; val_kl_reg_loss: 67314.7266; val_edge_recon_loss: 40653436.0000; val_gene_expr_recon_loss: 29317700.0000; val_masked_gp_l1_reg_loss: 1994.7015; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 107595808.0000; val_global_loss: 177636256.0000; val_optim_loss: 177636256.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.9129; val_auprc_score: 0.9184; val_best_acc_score: 0.5003; val_best_f1_score: 0.6668; train_kl_reg_loss: 70487.4141; train_edge_recon_loss: 34918221.3333; train_gene_expr_recon_loss: 28619787.5556; train_masked_gp_l1_reg_loss: 2108.6238; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 106542040.0000; train_global_loss: 170152645.3333; train_optim_loss: 170152645.3333; val_kl_reg_loss: 69850.5625; val_edge_recon_loss: 40654428.0000; val_gene_expr_recon_loss: 27623602.0000; val_masked_gp_l1_reg_loss: 2279.9172; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 105777056.0000; val_global_loss: 174127216.0000; val_optim_loss: 174127216.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.9068; val_auprc_score: 0.9140; val_best_acc_score: 0.5004; val_best_f1_score: 0.6668; train_kl_reg_loss: 211342.8316; train_edge_recon_loss: 34867851.5556; train_gene_expr_recon_loss: 27225762.6667; train_masked_gp_l1_reg_loss: 2439.3546; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 104826884.4444; train_global_loss: 167134282.6667; train_optim_loss: 167134282.6667; val_kl_reg_loss: 88027.4688; val_edge_recon_loss: 40656604.0000; val_gene_expr_recon_loss: 25834352.0000; val_masked_gp_l1_reg_loss: 2631.0405; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 103636992.0000; val_global_loss: 170218608.0000; val_optim_loss: 170218608.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.9044; val_auprc_score: 0.9156; val_best_acc_score: 0.5007; val_best_f1_score: 0.6670; train_kl_reg_loss: 178321.5482; train_edge_recon_loss: 35019029.7778; train_gene_expr_recon_loss: 25297603.5556; train_masked_gp_l1_reg_loss: 2758.0551; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 102355034.6667; train_global_loss: 162852750.2222; train_optim_loss: 162852750.2222; val_kl_reg_loss: 413856.6250; val_edge_recon_loss: 40657160.0000; val_gene_expr_recon_loss: 24480348.0000; val_masked_gp_l1_reg_loss: 2897.5769; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 102202760.0000; val_global_loss: 167757024.0000; val_optim_loss: 167757024.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.9014; val_auprc_score: 0.9095; val_best_acc_score: 0.5008; val_best_f1_score: 0.6670; train_kl_reg_loss: 341129.1910; train_edge_recon_loss: 34859458.6667; train_gene_expr_recon_loss: 23881736.4444; train_masked_gp_l1_reg_loss: 2973.8136; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 101069711.1111; train_global_loss: 160155008.0000; train_optim_loss: 160155008.0000; val_kl_reg_loss: 282412.2812; val_edge_recon_loss: 40656448.0000; val_gene_expr_recon_loss: 23371920.0000; val_masked_gp_l1_reg_loss: 3047.2451; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 100699056.0000; val_global_loss: 165012880.0000; val_optim_loss: 165012880.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.9051; val_auprc_score: 0.9105; val_best_acc_score: 0.5018; val_best_f1_score: 0.6674; train_kl_reg_loss: 391525.9340; train_edge_recon_loss: 34872339.1111; train_gene_expr_recon_loss: 22894466.0000; train_masked_gp_l1_reg_loss: 3079.7124; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 99565161.7778; train_global_loss: 157726567.1111; train_optim_loss: 157726567.1111; val_kl_reg_loss: 295907.8750; val_edge_recon_loss: 40654744.0000; val_gene_expr_recon_loss: 22621764.0000; val_masked_gp_l1_reg_loss: 3110.3740; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99823504.0000; val_global_loss: 163399040.0000; val_optim_loss: 163399040.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8990; val_auprc_score: 0.8991; val_best_acc_score: 0.5036; val_best_f1_score: 0.6683; train_kl_reg_loss: 396619.4514; train_edge_recon_loss: 34936017.3333; train_gene_expr_recon_loss: 22412425.7778; train_masked_gp_l1_reg_loss: 3122.9287; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98887734.2222; train_global_loss: 156635918.2222; train_optim_loss: 156635918.2222; val_kl_reg_loss: 322754.7188; val_edge_recon_loss: 40653016.0000; val_gene_expr_recon_loss: 22199766.0000; val_masked_gp_l1_reg_loss: 3132.2456; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99304464.0000; val_global_loss: 162483136.0000; val_optim_loss: 162483136.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.9055; val_auprc_score: 0.9052; val_best_acc_score: 0.5051; val_best_f1_score: 0.6689; train_kl_reg_loss: 445436.3993; train_edge_recon_loss: 34918414.2222; train_gene_expr_recon_loss: 21942005.1111; train_masked_gp_l1_reg_loss: 3134.6790; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 99004564.4444; train_global_loss: 156313557.3333; train_optim_loss: 156313557.3333; val_kl_reg_loss: 375844.5000; val_edge_recon_loss: 40650328.0000; val_gene_expr_recon_loss: 21787126.0000; val_masked_gp_l1_reg_loss: 3135.9719; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98693888.0000; val_global_loss: 161510320.0000; val_optim_loss: 161510320.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.9072; val_auprc_score: 0.9033; val_best_acc_score: 0.5088; val_best_f1_score: 0.6706; train_kl_reg_loss: 453530.1181; train_edge_recon_loss: 34931390.6667; train_gene_expr_recon_loss: 21522978.4444; train_masked_gp_l1_reg_loss: 3134.8941; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97664445.3333; train_global_loss: 154575480.8889; train_optim_loss: 154575480.8889; val_kl_reg_loss: 401047.0000; val_edge_recon_loss: 40646276.0000; val_gene_expr_recon_loss: 21529416.0000; val_masked_gp_l1_reg_loss: 3131.6509; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98277800.0000; val_global_loss: 160857664.0000; val_optim_loss: 160857664.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.9136; val_auprc_score: 0.9068; val_best_acc_score: 0.5094; val_best_f1_score: 0.6708; train_kl_reg_loss: 452381.4028; train_edge_recon_loss: 34945415.1111; train_gene_expr_recon_loss: 21519233.7778; train_masked_gp_l1_reg_loss: 3129.0286; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97495158.2222; train_global_loss: 154415319.1111; train_optim_loss: 154415319.1111; val_kl_reg_loss: 351639.7500; val_edge_recon_loss: 40641504.0000; val_gene_expr_recon_loss: 21380368.0000; val_masked_gp_l1_reg_loss: 3125.3755; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98043592.0000; val_global_loss: 160420224.0000; val_optim_loss: 160420224.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.9170; val_auprc_score: 0.9091; val_best_acc_score: 0.5248; val_best_f1_score: 0.6777; train_kl_reg_loss: 456741.8819; train_edge_recon_loss: 34944985.3333; train_gene_expr_recon_loss: 21224676.2222; train_masked_gp_l1_reg_loss: 3124.6383; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97314187.5556; train_global_loss: 153943715.5556; train_optim_loss: 153943715.5556; val_kl_reg_loss: 328168.5625; val_edge_recon_loss: 40631380.0000; val_gene_expr_recon_loss: 21295920.0000; val_masked_gp_l1_reg_loss: 3123.6260; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97859808.0000; val_global_loss: 160118400.0000; val_optim_loss: 160118400.0000
