[True]
Run timestamp: 29072023_094032_9.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.05', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '500000', '--lambda_gene_expr_recon', '300', '--lambda_chrom_access_recon', '3000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '0', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_9']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, rna_pred_loss: nb, include_chrom_access_recon_loss: True, atac_pred_loss: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.05
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ONE HOP GCN NORM NODE LABEL AGGREGATOR
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2108, n_latent: 2098, n_addon_latent: 10, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED TARGET RNA DECODER -> n_prior_gp_input: 2098, n_cat_covariates_embed_input: 0, n_addon_gp_input: 10, n_output: 2694
MASKED SOURCE RNA DECODER -> n_prior_gp_input: 2098, n_cat_covariates_embed_input: 0, n_addon_gp_input: 10, n_output: 2694
MASKED TARGET ATAC DECODER -> n_prior_gp_input: 2098, n_cat_covariates_embed_input: 0, n_addon_gp_input: 10, n_output: 12366
MASKED SOURCE ATAC DECODER -> n_prior_gp_input: 2098, n_cat_covariates_embed_input: 0, n_addon_gp_input: 10, n_output: 12366

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.8791; val_auprc_score: 0.8975; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 17012.8851; train_edge_recon_loss: 353070.2951; train_gene_expr_recon_loss: 782345.4861; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 18223949.1111; train_global_loss: 19376377.7778; train_optim_loss: 19376377.7778; val_kl_reg_loss: 16407.5039; val_edge_recon_loss: 406591.6875; val_gene_expr_recon_loss: 780465.1875; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 17489184.0000; val_global_loss: 18692648.0000; val_optim_loss: 18692648.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8839; val_auprc_score: 0.9000; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 19689.2057; train_edge_recon_loss: 367420.4236; train_gene_expr_recon_loss: 745250.3403; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 17226536.2222; train_global_loss: 18358895.7778; train_optim_loss: 18358895.7778; val_kl_reg_loss: 25978.0703; val_edge_recon_loss: 406616.3750; val_gene_expr_recon_loss: 688330.1250; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 17178526.0000; val_global_loss: 18299450.0000; val_optim_loss: 18299450.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8800; val_auprc_score: 0.8987; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 28635.2101; train_edge_recon_loss: 380655.0035; train_gene_expr_recon_loss: 695962.4097; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 17025185.4444; train_global_loss: 18130438.0000; train_optim_loss: 18130438.0000; val_kl_reg_loss: 33970.8984; val_edge_recon_loss: 406621.0938; val_gene_expr_recon_loss: 698872.8750; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 16850084.0000; val_global_loss: 17989548.0000; val_optim_loss: 17989548.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8764; val_auprc_score: 0.8943; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 37308.4792; train_edge_recon_loss: 385934.2083; train_gene_expr_recon_loss: 682416.5694; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 16620994.8889; train_global_loss: 17726654.2222; train_optim_loss: 17726654.2222; val_kl_reg_loss: 37539.9844; val_edge_recon_loss: 406621.0312; val_gene_expr_recon_loss: 661566.0000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 16700228.0000; val_global_loss: 17805956.0000; val_optim_loss: 17805956.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8744; val_auprc_score: 0.8934; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 41609.1936; train_edge_recon_loss: 387335.8264; train_gene_expr_recon_loss: 657350.2917; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 16456108.0000; train_global_loss: 17542403.3333; train_optim_loss: 17542403.3333; val_kl_reg_loss: 43382.8672; val_edge_recon_loss: 406620.6875; val_gene_expr_recon_loss: 661191.5000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 16573269.0000; val_global_loss: 17684464.0000; val_optim_loss: 17684464.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8771; val_auprc_score: 0.8936; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 47986.2943; train_edge_recon_loss: 388289.3368; train_gene_expr_recon_loss: 650567.7222; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 16391400.2222; train_global_loss: 17478243.7778; train_optim_loss: 17478243.7778; val_kl_reg_loss: 46985.6602; val_edge_recon_loss: 406618.2188; val_gene_expr_recon_loss: 642047.5000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 16470986.0000; val_global_loss: 17566638.0000; val_optim_loss: 17566638.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8736; val_auprc_score: 0.8920; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 47350.3676; train_edge_recon_loss: 388484.8854; train_gene_expr_recon_loss: 633220.9028; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 16261837.2222; train_global_loss: 17330893.1111; train_optim_loss: 17330893.1111; val_kl_reg_loss: 49708.2031; val_edge_recon_loss: 406614.1875; val_gene_expr_recon_loss: 631021.2500; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 16394578.0000; val_global_loss: 17481922.0000; val_optim_loss: 17481922.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8687; val_auprc_score: 0.8860; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 52021.3537; train_edge_recon_loss: 386555.5764; train_gene_expr_recon_loss: 620375.6042; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 16136089.3333; train_global_loss: 17195042.1111; train_optim_loss: 17195042.1111; val_kl_reg_loss: 50154.7148; val_edge_recon_loss: 406608.4375; val_gene_expr_recon_loss: 611953.4375; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 16289398.0000; val_global_loss: 17358114.0000; val_optim_loss: 17358114.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8655; val_auprc_score: 0.8800; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 53006.1571; train_edge_recon_loss: 383834.9132; train_gene_expr_recon_loss: 602080.1736; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 16092752.3333; train_global_loss: 17131673.5556; train_optim_loss: 17131673.5556; val_kl_reg_loss: 51009.6094; val_edge_recon_loss: 406600.6250; val_gene_expr_recon_loss: 592745.1250; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 16210956.0000; val_global_loss: 17261312.0000; val_optim_loss: 17261312.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8573; val_auprc_score: 0.8695; val_best_acc_score: 0.5004; val_best_f1_score: 0.6668; train_kl_reg_loss: 53060.6471; train_edge_recon_loss: 383091.2500; train_gene_expr_recon_loss: 581493.7986; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 16024420.3333; train_global_loss: 17042066.0000; train_optim_loss: 17042066.0000; val_kl_reg_loss: 50152.6797; val_edge_recon_loss: 406588.9062; val_gene_expr_recon_loss: 571239.5000; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 16121135.0000; val_global_loss: 17149116.0000; val_optim_loss: 17149116.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8509; val_auprc_score: 0.8589; val_best_acc_score: 0.5036; val_best_f1_score: 0.6683; train_kl_reg_loss: 52579.3863; train_edge_recon_loss: 381356.1528; train_gene_expr_recon_loss: 557506.6181; train_masked_gp_l1_reg_loss: 0.0000; train_group_lasso_reg_loss: 0.0000; train_addon_gp_l1_reg_loss: 0.0000; train_chrom_access_recon_loss: 15948235.2222; train_global_loss: 16939677.4444; train_optim_loss: 16939677.4444; val_kl_reg_loss: 49223.8242; val_edge_recon_loss: 406566.5938; val_gene_expr_recon_loss: 546983.0625; val_masked_gp_l1_reg_loss: 0.0000; val_group_lasso_reg_loss: 0.0000; val_addon_gp_l1_reg_loss: 0.0000; val_chrom_access_recon_loss: 15972054.0000; val_global_loss: 16974828.0000; val_optim_loss: 16974828.0000
