[True]
Run timestamp: 21072023_200538_2034.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'seqfish_mouse_organogenesis_imputed', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', '--n_neighbors', '24', '--filter_genes', '--n_hvg', '4000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.05', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '500000.0', '--lambda_gene_expr_recon', '300.0', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '10.0', '--edge_batch_size', '1024', '--node_batch_size', 'None', '--n_sampled_neighbors', '8', '--timestamp_suffix', '_2034']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2324.
Number of gene programs after filtering and combining: 1818.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Filtering genes...
Starting with 29452 genes.
Keeping 29452 genes after filtering genes with expression in 0 cells.
Keeping 4032 highly variable or gene program relevant genes.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.05
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ENCODER -> n_input: 4032, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 1540, n_latent: 1540, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 1540, n_cat_covariates_embed_input: 3, n_addon_input: 0, n_output: 8064
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 47311
Number of validation nodes: 5257
Number of training edges: 635067
Number of validation edges: 70562
Edge batch size: 1024
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.8746; val_auprc_score: 0.9701; val_best_acc_score: 0.8533; val_best_f1_score: 0.9209; train_kl_reg_loss: 16261891.8533; train_edge_recon_loss: 118305.3651; train_gene_expr_recon_loss: 15990806.8327; train_masked_gp_l1_reg_loss: 14843.0082; train_group_lasso_reg_loss: 0.0000; train_global_loss: 32385846.9565; train_optim_loss: 32385846.9565; val_kl_reg_loss: 4295111.1014; val_edge_recon_loss: 119231.3810; val_gene_expr_recon_loss: 52411000.1739; val_masked_gp_l1_reg_loss: 17126.9180; val_group_lasso_reg_loss: 0.0000; val_global_loss: 56842470.3768; val_optim_loss: 56842470.3768
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8854; val_auprc_score: 0.9732; val_best_acc_score: 0.8534; val_best_f1_score: 0.9209; train_kl_reg_loss: 543398689.5418; train_edge_recon_loss: 118750.2685; train_gene_expr_recon_loss: 49141541.4783; train_masked_gp_l1_reg_loss: 15332.0205; train_group_lasso_reg_loss: 0.0000; train_global_loss: 592674306.9469; train_optim_loss: 592674306.9469; val_kl_reg_loss: 1741937.7736; val_edge_recon_loss: 119191.8315; val_gene_expr_recon_loss: 35461965.9130; val_masked_gp_l1_reg_loss: 14622.9766; val_group_lasso_reg_loss: 0.0000; val_global_loss: 37337719.2464; val_optim_loss: 37337719.2464
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8917; val_auprc_score: 0.9755; val_best_acc_score: 0.8521; val_best_f1_score: 0.9202; train_kl_reg_loss: 19768544.2096; train_edge_recon_loss: 118291.9140; train_gene_expr_recon_loss: 31016575.4879; train_masked_gp_l1_reg_loss: 15683.1722; train_group_lasso_reg_loss: 0.0000; train_global_loss: 50919094.3382; train_optim_loss: 50919094.3382; val_kl_reg_loss: 1072204.9112; val_edge_recon_loss: 120171.6452; val_gene_expr_recon_loss: 20160889.2754; val_masked_gp_l1_reg_loss: 18405.1289; val_group_lasso_reg_loss: 0.0000; val_global_loss: 21371671.8551; val_optim_loss: 21371671.8551
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8565; val_auprc_score: 0.9704; val_best_acc_score: 0.8536; val_best_f1_score: 0.9209; train_kl_reg_loss: 1083435387.9778; train_edge_recon_loss: 118995.9243; train_gene_expr_recon_loss: 17260150.3639; train_masked_gp_l1_reg_loss: 23985.4643; train_group_lasso_reg_loss: 0.0000; train_global_loss: 1100838539.5072; train_optim_loss: 1100838539.5072; val_kl_reg_loss: 1058552.3614; val_edge_recon_loss: 120349.0922; val_gene_expr_recon_loss: 8511164.2971; val_masked_gp_l1_reg_loss: 25416.4766; val_group_lasso_reg_loss: 0.0000; val_global_loss: 9715481.7681; val_optim_loss: 9715481.7681
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8593; val_auprc_score: 0.9712; val_best_acc_score: 0.8535; val_best_f1_score: 0.9209; train_kl_reg_loss: 196601015.7451; train_edge_recon_loss: 118714.6950; train_gene_expr_recon_loss: 12891165.2641; train_masked_gp_l1_reg_loss: 25240.9656; train_group_lasso_reg_loss: 0.0000; train_global_loss: 209636134.4364; train_optim_loss: 209636134.4364; val_kl_reg_loss: 28172661.0725; val_edge_recon_loss: 119625.2899; val_gene_expr_recon_loss: 7905519.7464; val_masked_gp_l1_reg_loss: 25448.2812; val_group_lasso_reg_loss: 0.0000; val_global_loss: 36223254.1449; val_optim_loss: 36223254.1449
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8860; val_auprc_score: 0.9752; val_best_acc_score: 0.8523; val_best_f1_score: 0.9202; train_kl_reg_loss: 11326990634.2106; train_edge_recon_loss: 119384.4711; train_gene_expr_recon_loss: 11861336.2448; train_masked_gp_l1_reg_loss: 24848.7518; train_group_lasso_reg_loss: 0.0000; train_global_loss: 11338996017.3776; train_optim_loss: 11338996017.3776; val_kl_reg_loss: 1006787.6187; val_edge_recon_loss: 120061.0563; val_gene_expr_recon_loss: 9015387.7681; val_masked_gp_l1_reg_loss: 24508.1328; val_group_lasso_reg_loss: 0.0000; val_global_loss: 10166744.4638; val_optim_loss: 10166744.4638
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8842; val_auprc_score: 0.9750; val_best_acc_score: 0.8530; val_best_f1_score: 0.9207; train_kl_reg_loss: 1686020.8369; train_edge_recon_loss: 119303.7529; train_gene_expr_recon_loss: 6767158.6449; train_masked_gp_l1_reg_loss: 24154.6199; train_group_lasso_reg_loss: 0.0000; train_global_loss: 8596637.8438; train_optim_loss: 8596637.8438; val_kl_reg_loss: 867226.0643; val_edge_recon_loss: 119465.0803; val_gene_expr_recon_loss: 5017504.5217; val_masked_gp_l1_reg_loss: 23395.7598; val_group_lasso_reg_loss: 0.0000; val_global_loss: 6027591.6812; val_optim_loss: 6027591.6812
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8841; val_auprc_score: 0.9757; val_best_acc_score: 0.8537; val_best_f1_score: 0.9210; train_kl_reg_loss: 9960693.8531; train_edge_recon_loss: 119593.1250; train_gene_expr_recon_loss: 6648915.3309; train_masked_gp_l1_reg_loss: 23136.1482; train_group_lasso_reg_loss: 0.0000; train_global_loss: 16752338.4944; train_optim_loss: 16752338.4944; val_kl_reg_loss: 491295.1635; val_edge_recon_loss: 118960.7428; val_gene_expr_recon_loss: 4566854.2029; val_masked_gp_l1_reg_loss: 22654.8145; val_group_lasso_reg_loss: 0.0000; val_global_loss: 5199765.0652; val_optim_loss: 5199765.0652
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8827; val_auprc_score: 0.9745; val_best_acc_score: 0.8507; val_best_f1_score: 0.9194; train_kl_reg_loss: 63930676.8939; train_edge_recon_loss: 119618.3484; train_gene_expr_recon_loss: 5656273.7661; train_masked_gp_l1_reg_loss: 22181.9088; train_group_lasso_reg_loss: 0.0000; train_global_loss: 69728754.9452; train_optim_loss: 69728754.9452; val_kl_reg_loss: 719086.7183; val_edge_recon_loss: 121302.0487; val_gene_expr_recon_loss: 4696769.2899; val_masked_gp_l1_reg_loss: 22917.9512; val_group_lasso_reg_loss: 0.0000; val_global_loss: 5560076.0652; val_optim_loss: 5560076.0652
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8834; val_auprc_score: 0.9754; val_best_acc_score: 0.8539; val_best_f1_score: 0.9212; train_kl_reg_loss: 6443312.3330; train_edge_recon_loss: 119276.7702; train_gene_expr_recon_loss: 5392635.7818; train_masked_gp_l1_reg_loss: 22171.1883; train_group_lasso_reg_loss: 0.0000; train_global_loss: 11977396.1232; train_optim_loss: 11977396.1232; val_kl_reg_loss: 556621.3913; val_edge_recon_loss: 118752.8277; val_gene_expr_recon_loss: 4144185.8152; val_masked_gp_l1_reg_loss: 21736.4023; val_group_lasso_reg_loss: 0.0000; val_global_loss: 4841296.5435; val_optim_loss: 4841296.5435
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8842; val_auprc_score: 0.9750; val_best_acc_score: 0.8532; val_best_f1_score: 0.9208; train_kl_reg_loss: 11113557.8850; train_edge_recon_loss: 119507.5069; train_gene_expr_recon_loss: 11273770.8969; train_masked_gp_l1_reg_loss: 23729.6043; train_group_lasso_reg_loss: 0.0000; train_global_loss: 22530564.8663; train_optim_loss: 22530564.8663; val_kl_reg_loss: 843480.2219; val_edge_recon_loss: 119276.2626; val_gene_expr_recon_loss: 5624607.9638; val_masked_gp_l1_reg_loss: 23877.7617; val_group_lasso_reg_loss: 0.0000; val_global_loss: 6611242.4348; val_optim_loss: 6611242.4348
