[True]
Run timestamp: 27072023_004459_90.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'seqfish_mouse_organogenesis_imputed', '--reference_batches', 'batch1', 'batch2', 'batch3', 'batch4', 'batch5', 'batch6', '--n_neighbors', '4', '--filter_genes', '--n_hvg', '4000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.1', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'gene_expr_decoder', '--cat_covariates_embeds_nums', '3', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000', '--lambda_gene_expr_recon', '3000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '10', '--edge_batch_size', '512', '--node_batch_size', 'None', '--n_sampled_neighbors', '-1', '--timestamp_suffix', '_90']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 2324.
Number of gene programs after filtering and combining: 1818.

Processing batch batch1...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch2...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch3...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch4...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch5...
Loading data...
Computing spatial neighborhood graph...

Processing batch batch6...
Loading data...
Computing spatial neighborhood graph...

Filtering genes...
Starting with 29452 genes.
Keeping 29452 genes after filtering genes with expression in 0 cells.
Keeping 4032 highly variable or gene program relevant genes.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.1
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['gene_expr_decoder']
ENCODER -> n_input: 4032, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 1540, n_latent: 1540, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 1540, n_cat_covariates_embed_input: 3, n_addon_input: 0, n_output: 8064
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 47311
Number of validation nodes: 5257
Number of training edges: 109836
Number of validation edges: 12204
Edge batch size: 512
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.8685; val_auprc_score: 0.9719; val_best_acc_score: 0.8487; val_best_f1_score: 0.9182; train_kl_reg_loss: 300430.9543; train_edge_recon_loss: 1172869.7846; train_gene_expr_recon_loss: 18161509.9070; train_masked_gp_l1_reg_loss: 14677.5298; train_group_lasso_reg_loss: 0.0000; train_global_loss: 19649488.2419; train_optim_loss: 19649488.2419; val_kl_reg_loss: 329364.5052; val_edge_recon_loss: 1229219.7292; val_gene_expr_recon_loss: 17512105.4167; val_masked_gp_l1_reg_loss: 15333.5996; val_group_lasso_reg_loss: 0.0000; val_global_loss: 19086023.8333; val_optim_loss: 19086023.8333
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8598; val_auprc_score: 0.9707; val_best_acc_score: 0.8513; val_best_f1_score: 0.9197; train_kl_reg_loss: 265924.3311; train_edge_recon_loss: 1185916.4747; train_gene_expr_recon_loss: 17475939.4093; train_masked_gp_l1_reg_loss: 15257.0483; train_group_lasso_reg_loss: 0.0000; train_global_loss: 18943037.2279; train_optim_loss: 18943037.2279; val_kl_reg_loss: 194559.8236; val_edge_recon_loss: 1206029.4974; val_gene_expr_recon_loss: 16118299.2917; val_masked_gp_l1_reg_loss: 15379.5547; val_group_lasso_reg_loss: 0.0000; val_global_loss: 17534268.6667; val_optim_loss: 17534268.6667
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8526; val_auprc_score: 0.9684; val_best_acc_score: 0.8549; val_best_f1_score: 0.9215; train_kl_reg_loss: 153720.3814; train_edge_recon_loss: 1171827.3087; train_gene_expr_recon_loss: 16120365.7302; train_masked_gp_l1_reg_loss: 15721.0972; train_group_lasso_reg_loss: 0.0000; train_global_loss: 17461634.5535; train_optim_loss: 17461634.5535; val_kl_reg_loss: 108178.5433; val_edge_recon_loss: 1200181.0078; val_gene_expr_recon_loss: 15066558.8750; val_masked_gp_l1_reg_loss: 16220.1270; val_group_lasso_reg_loss: 0.0000; val_global_loss: 16391138.4583; val_optim_loss: 16391138.4583
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8490; val_auprc_score: 0.9675; val_best_acc_score: 0.8653; val_best_f1_score: 0.9265; train_kl_reg_loss: 136203.6035; train_edge_recon_loss: 1147899.2273; train_gene_expr_recon_loss: 14876328.5302; train_masked_gp_l1_reg_loss: 16411.4279; train_group_lasso_reg_loss: 0.0000; train_global_loss: 16176842.8233; train_optim_loss: 16176842.8233; val_kl_reg_loss: 157664.2637; val_edge_recon_loss: 1193199.3620; val_gene_expr_recon_loss: 14659258.8333; val_masked_gp_l1_reg_loss: 16557.7109; val_group_lasso_reg_loss: 0.0000; val_global_loss: 16026680.4583; val_optim_loss: 16026680.4583
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8440; val_auprc_score: 0.9671; val_best_acc_score: 0.8764; val_best_f1_score: 0.9311; train_kl_reg_loss: 137080.9543; train_edge_recon_loss: 1133648.1529; train_gene_expr_recon_loss: 14541753.6419; train_masked_gp_l1_reg_loss: 16732.8479; train_group_lasso_reg_loss: 0.0000; train_global_loss: 15829215.5814; train_optim_loss: 15829215.5814; val_kl_reg_loss: 129622.4694; val_edge_recon_loss: 1153603.8594; val_gene_expr_recon_loss: 14350440.9583; val_masked_gp_l1_reg_loss: 16956.5547; val_group_lasso_reg_loss: 0.0000; val_global_loss: 15650624.3750; val_optim_loss: 15650624.3750
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8459; val_auprc_score: 0.9673; val_best_acc_score: 0.8740; val_best_f1_score: 0.9309; train_kl_reg_loss: 128572.0577; train_edge_recon_loss: 1122317.2363; train_gene_expr_recon_loss: 14256060.0884; train_masked_gp_l1_reg_loss: 17259.0901; train_group_lasso_reg_loss: 0.0000; train_global_loss: 15524208.4326; train_optim_loss: 15524208.4326; val_kl_reg_loss: 113356.8561; val_edge_recon_loss: 1166047.6068; val_gene_expr_recon_loss: 14102111.6667; val_masked_gp_l1_reg_loss: 17580.1309; val_group_lasso_reg_loss: 0.0000; val_global_loss: 15399096.2083; val_optim_loss: 15399096.2083
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8546; val_auprc_score: 0.9684; val_best_acc_score: 0.8855; val_best_f1_score: 0.9362; train_kl_reg_loss: 120878.0605; train_edge_recon_loss: 1114370.8570; train_gene_expr_recon_loss: 14010751.5116; train_masked_gp_l1_reg_loss: 17904.3483; train_group_lasso_reg_loss: 0.0000; train_global_loss: 15263904.8233; train_optim_loss: 15263904.8233; val_kl_reg_loss: 117130.2188; val_edge_recon_loss: 1147319.2734; val_gene_expr_recon_loss: 13862293.6667; val_masked_gp_l1_reg_loss: 18259.4180; val_group_lasso_reg_loss: 0.0000; val_global_loss: 15145002.0833; val_optim_loss: 15145002.0833
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8601; val_auprc_score: 0.9677; val_best_acc_score: 0.8898; val_best_f1_score: 0.9384; train_kl_reg_loss: 114230.2177; train_edge_recon_loss: 1083565.2375; train_gene_expr_recon_loss: 13768250.0093; train_masked_gp_l1_reg_loss: 18595.5740; train_group_lasso_reg_loss: 0.0000; train_global_loss: 14984641.0140; train_optim_loss: 14984641.0140; val_kl_reg_loss: 104898.4909; val_edge_recon_loss: 1139286.2656; val_gene_expr_recon_loss: 13619393.0833; val_masked_gp_l1_reg_loss: 18946.5586; val_group_lasso_reg_loss: 0.0000; val_global_loss: 14882524.7083; val_optim_loss: 14882524.7083
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8579; val_auprc_score: 0.9646; val_best_acc_score: 0.8862; val_best_f1_score: 0.9360; train_kl_reg_loss: 103516.2777; train_edge_recon_loss: 1076299.7169; train_gene_expr_recon_loss: 13548389.4000; train_masked_gp_l1_reg_loss: 19696.9368; train_group_lasso_reg_loss: 0.0000; train_global_loss: 14747902.3116; train_optim_loss: 14747902.3116; val_kl_reg_loss: 84199.0026; val_edge_recon_loss: 1147102.6198; val_gene_expr_recon_loss: 12644774.3333; val_masked_gp_l1_reg_loss: 20518.7871; val_group_lasso_reg_loss: 0.0000; val_global_loss: 13896594.9583; val_optim_loss: 13896594.9583
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8623; val_auprc_score: 0.9675; val_best_acc_score: 0.8912; val_best_f1_score: 0.9387; train_kl_reg_loss: 91017.0418; train_edge_recon_loss: 1050366.2526; train_gene_expr_recon_loss: 11829709.4558; train_masked_gp_l1_reg_loss: 20940.2684; train_group_lasso_reg_loss: 0.0000; train_global_loss: 12992033.0465; train_optim_loss: 12992033.0465; val_kl_reg_loss: 92169.4362; val_edge_recon_loss: 1073706.0729; val_gene_expr_recon_loss: 11260458.6250; val_masked_gp_l1_reg_loss: 21296.1484; val_group_lasso_reg_loss: 0.0000; val_global_loss: 12447630.1667; val_optim_loss: 12447630.1667
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8673; val_auprc_score: 0.9701; val_best_acc_score: 0.8909; val_best_f1_score: 0.9387; train_kl_reg_loss: 96865.1784; train_edge_recon_loss: 1022285.6593; train_gene_expr_recon_loss: 11209920.9581; train_masked_gp_l1_reg_loss: 21586.1111; train_group_lasso_reg_loss: 0.0000; train_global_loss: 12350657.8744; train_optim_loss: 12350657.8744; val_kl_reg_loss: 97412.0169; val_edge_recon_loss: 1029233.0208; val_gene_expr_recon_loss: 11119519.0833; val_masked_gp_l1_reg_loss: 21891.6992; val_group_lasso_reg_loss: 0.0000; val_global_loss: 12268056.1250; val_optim_loss: 12268056.1250
