[True]
Run timestamp: 26072023_022452_68.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.0', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '5000000', '--lambda_gene_expr_recon', '300', '--lambda_chrom_access_recon', '30000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_68']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.0
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.8957; val_auprc_score: 0.9093; val_best_acc_score: 0.5003; val_best_f1_score: 0.6668; train_kl_reg_loss: 6835.0411; train_edge_recon_loss: 3487316.4167; train_gene_expr_recon_loss: 318501.7569; train_masked_gp_l1_reg_loss: 1644.0194; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 107782234.6667; train_global_loss: 111596531.5556; train_optim_loss: 111596531.5556; val_kl_reg_loss: 24378.6484; val_edge_recon_loss: 4065675.5000; val_gene_expr_recon_loss: 303106.3750; val_masked_gp_l1_reg_loss: 1491.4899; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 105851336.0000; val_global_loss: 110245984.0000; val_optim_loss: 110245984.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8775; val_auprc_score: 0.8835; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 46233.6888; train_edge_recon_loss: 3527969.6111; train_gene_expr_recon_loss: 300155.2535; train_masked_gp_l1_reg_loss: 1483.8806; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 105951536.8889; train_global_loss: 109827378.6667; train_optim_loss: 109827378.6667; val_kl_reg_loss: 59016.9688; val_edge_recon_loss: 4065757.0000; val_gene_expr_recon_loss: 278273.5000; val_masked_gp_l1_reg_loss: 1513.2593; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 103446536.0000; val_global_loss: 107851096.0000; val_optim_loss: 107851096.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8739; val_auprc_score: 0.8797; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 88853.1176; train_edge_recon_loss: 3591611.6389; train_gene_expr_recon_loss: 273805.4010; train_masked_gp_l1_reg_loss: 1573.3089; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 104073009.7778; train_global_loss: 108028853.3333; train_optim_loss: 108028853.3333; val_kl_reg_loss: 84310.4062; val_edge_recon_loss: 4065924.0000; val_gene_expr_recon_loss: 255264.9688; val_masked_gp_l1_reg_loss: 1645.4054; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 101128128.0000; val_global_loss: 105535272.0000; val_optim_loss: 105535272.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8781; val_auprc_score: 0.8855; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 124414.7760; train_edge_recon_loss: 3629432.6389; train_gene_expr_recon_loss: 255383.4618; train_masked_gp_l1_reg_loss: 1673.1300; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 101876656.0000; train_global_loss: 105887560.0000; train_optim_loss: 105887560.0000; val_kl_reg_loss: 108520.4219; val_edge_recon_loss: 4065935.2500; val_gene_expr_recon_loss: 243335.6719; val_masked_gp_l1_reg_loss: 1691.2537; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 99502488.0000; val_global_loss: 103921968.0000; val_optim_loss: 103921968.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8911; val_auprc_score: 0.8920; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 154112.1354; train_edge_recon_loss: 3636423.1111; train_gene_expr_recon_loss: 243725.9809; train_masked_gp_l1_reg_loss: 1685.7620; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 100285024.0000; train_global_loss: 104320971.5556; train_optim_loss: 104320971.5556; val_kl_reg_loss: 125549.1016; val_edge_recon_loss: 4065918.0000; val_gene_expr_recon_loss: 233381.7969; val_masked_gp_l1_reg_loss: 1661.4459; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 98394352.0000; val_global_loss: 102820864.0000; val_optim_loss: 102820864.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8994; val_auprc_score: 0.8976; val_best_acc_score: 0.5007; val_best_f1_score: 0.6670; train_kl_reg_loss: 177118.2899; train_edge_recon_loss: 3636991.1944; train_gene_expr_recon_loss: 236258.2569; train_masked_gp_l1_reg_loss: 1628.6067; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 99540884.4444; train_global_loss: 103592881.7778; train_optim_loss: 103592881.7778; val_kl_reg_loss: 144771.6250; val_edge_recon_loss: 4065657.5000; val_gene_expr_recon_loss: 226892.9375; val_masked_gp_l1_reg_loss: 1584.9548; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97677336.0000; val_global_loss: 102116240.0000; val_optim_loss: 102116240.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8870; val_auprc_score: 0.8814; val_best_acc_score: 0.5047; val_best_f1_score: 0.6688; train_kl_reg_loss: 189607.2153; train_edge_recon_loss: 3638683.0000; train_gene_expr_recon_loss: 229636.8490; train_masked_gp_l1_reg_loss: 1549.0709; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98857229.3333; train_global_loss: 102916704.8889; train_optim_loss: 102916704.8889; val_kl_reg_loss: 153034.4062; val_edge_recon_loss: 4065291.2500; val_gene_expr_recon_loss: 222469.6406; val_masked_gp_l1_reg_loss: 1503.6461; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 97126432.0000; val_global_loss: 101568728.0000; val_optim_loss: 101568728.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8737; val_auprc_score: 0.8721; val_best_acc_score: 0.5079; val_best_f1_score: 0.6702; train_kl_reg_loss: 202456.4757; train_edge_recon_loss: 3624263.5833; train_gene_expr_recon_loss: 225149.0035; train_masked_gp_l1_reg_loss: 1470.0004; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98008679.1111; train_global_loss: 102062017.7778; train_optim_loss: 102062017.7778; val_kl_reg_loss: 162006.2969; val_edge_recon_loss: 4064936.2500; val_gene_expr_recon_loss: 218985.8594; val_masked_gp_l1_reg_loss: 1430.2195; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 96958400.0000; val_global_loss: 101405760.0000; val_optim_loss: 101405760.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8704; val_auprc_score: 0.8710; val_best_acc_score: 0.5230; val_best_f1_score: 0.6766; train_kl_reg_loss: 207001.6962; train_edge_recon_loss: 3618009.9444; train_gene_expr_recon_loss: 221717.1250; train_masked_gp_l1_reg_loss: 1402.3377; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 98621360.0000; train_global_loss: 102669491.5556; train_optim_loss: 102669491.5556; val_kl_reg_loss: 155772.8750; val_edge_recon_loss: 4064023.2500; val_gene_expr_recon_loss: 216303.4219; val_masked_gp_l1_reg_loss: 1369.0345; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 96494432.0000; val_global_loss: 100931904.0000; val_optim_loss: 100931904.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8616; val_auprc_score: 0.8619; val_best_acc_score: 0.5337; val_best_f1_score: 0.6811; train_kl_reg_loss: 198127.1788; train_edge_recon_loss: 3624714.2778; train_gene_expr_recon_loss: 219486.2517; train_masked_gp_l1_reg_loss: 1351.2263; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97970572.4444; train_global_loss: 102014251.5556; train_optim_loss: 102014251.5556; val_kl_reg_loss: 191630.8125; val_edge_recon_loss: 4063339.2500; val_gene_expr_recon_loss: 214286.5469; val_masked_gp_l1_reg_loss: 1325.9309; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 96281032.0000; val_global_loss: 100751616.0000; val_optim_loss: 100751616.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8664; val_auprc_score: 0.8648; val_best_acc_score: 0.5636; val_best_f1_score: 0.6943; train_kl_reg_loss: 210749.0295; train_edge_recon_loss: 3599312.8889; train_gene_expr_recon_loss: 217709.6597; train_masked_gp_l1_reg_loss: 1313.2860; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 97539197.3333; train_global_loss: 101568282.6667; train_optim_loss: 101568282.6667; val_kl_reg_loss: 153815.4688; val_edge_recon_loss: 4061803.2500; val_gene_expr_recon_loss: 213336.7969; val_masked_gp_l1_reg_loss: 1298.2957; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 96230856.0000; val_global_loss: 100661112.0000; val_optim_loss: 100661112.0000
