[True]
Run timestamp: 26072023_015335_44.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.0', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '500000', '--lambda_gene_expr_recon', '30000', '--lambda_chrom_access_recon', '3000', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_44']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.0
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.8834; val_auprc_score: 0.8936; val_best_acc_score: 0.5001; val_best_f1_score: 0.6667; train_kl_reg_loss: 5222.7703; train_edge_recon_loss: 351901.3194; train_gene_expr_recon_loss: 31815121.3333; train_masked_gp_l1_reg_loss: 1928.9442; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10784752.7778; train_global_loss: 42958927.1111; train_optim_loss: 42958927.1111; val_kl_reg_loss: 23358.7070; val_edge_recon_loss: 406600.8438; val_gene_expr_recon_loss: 30248400.0000; val_masked_gp_l1_reg_loss: 2005.9202; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10683784.0000; val_global_loss: 41364152.0000; val_optim_loss: 41364152.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8727; val_auprc_score: 0.8785; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 44577.3118; train_edge_recon_loss: 379342.6181; train_gene_expr_recon_loss: 28335460.6667; train_masked_gp_l1_reg_loss: 2115.6367; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10669358.6667; train_global_loss: 39430854.2222; train_optim_loss: 39430854.2222; val_kl_reg_loss: 64635.5547; val_edge_recon_loss: 406613.8125; val_gene_expr_recon_loss: 26914662.0000; val_masked_gp_l1_reg_loss: 2259.7617; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10413393.0000; val_global_loss: 37801564.0000; val_optim_loss: 37801564.0000
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8495; val_auprc_score: 0.8563; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 80877.3524; train_edge_recon_loss: 398857.0312; train_gene_expr_recon_loss: 25390286.6667; train_masked_gp_l1_reg_loss: 2365.2611; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10304451.4444; train_global_loss: 36176837.3333; train_optim_loss: 36176837.3333; val_kl_reg_loss: 117898.8125; val_edge_recon_loss: 406610.8438; val_gene_expr_recon_loss: 24509204.0000; val_masked_gp_l1_reg_loss: 2481.0498; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10184270.0000; val_global_loss: 35220464.0000; val_optim_loss: 35220464.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8536; val_auprc_score: 0.8558; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 145367.9722; train_edge_recon_loss: 403566.2222; train_gene_expr_recon_loss: 23743845.3333; train_masked_gp_l1_reg_loss: 2531.6375; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 10158900.0000; train_global_loss: 34454210.6667; train_optim_loss: 34454210.6667; val_kl_reg_loss: 142359.8750; val_edge_recon_loss: 406608.9375; val_gene_expr_recon_loss: 23364874.0000; val_masked_gp_l1_reg_loss: 2570.7979; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 10027258.0000; val_global_loss: 33943672.0000; val_optim_loss: 33943672.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8592; val_auprc_score: 0.8606; val_best_acc_score: 0.5001; val_best_f1_score: 0.6667; train_kl_reg_loss: 151937.6128; train_edge_recon_loss: 405197.1979; train_gene_expr_recon_loss: 22708696.8889; train_masked_gp_l1_reg_loss: 2583.5257; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9998611.0000; train_global_loss: 33267026.4444; train_optim_loss: 33267026.4444; val_kl_reg_loss: 164328.9375; val_edge_recon_loss: 406598.9375; val_gene_expr_recon_loss: 22536742.0000; val_masked_gp_l1_reg_loss: 2595.9202; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9902575.0000; val_global_loss: 33012840.0000; val_optim_loss: 33012840.0000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8696; val_auprc_score: 0.8671; val_best_acc_score: 0.5009; val_best_f1_score: 0.6671; train_kl_reg_loss: 170660.5365; train_edge_recon_loss: 405566.1562; train_gene_expr_recon_loss: 22131853.3333; train_masked_gp_l1_reg_loss: 2598.7088; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9903616.4444; train_global_loss: 32614295.3333; train_optim_loss: 32614295.3333; val_kl_reg_loss: 160952.8125; val_edge_recon_loss: 406584.5312; val_gene_expr_recon_loss: 22075856.0000; val_masked_gp_l1_reg_loss: 2597.8894; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9857903.0000; val_global_loss: 32503896.0000; val_optim_loss: 32503896.0000
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8735; val_auprc_score: 0.8682; val_best_acc_score: 0.5042; val_best_f1_score: 0.6685; train_kl_reg_loss: 169228.6250; train_edge_recon_loss: 405569.4028; train_gene_expr_recon_loss: 21793850.6667; train_masked_gp_l1_reg_loss: 2595.5879; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9868896.8889; train_global_loss: 32240141.5556; train_optim_loss: 32240141.5556; val_kl_reg_loss: 163446.5312; val_edge_recon_loss: 406562.9688; val_gene_expr_recon_loss: 21758140.0000; val_masked_gp_l1_reg_loss: 2591.8999; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9810742.0000; val_global_loss: 32141484.0000; val_optim_loss: 32141484.0000
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8742; val_auprc_score: 0.8662; val_best_acc_score: 0.5105; val_best_f1_score: 0.6714; train_kl_reg_loss: 163327.7465; train_edge_recon_loss: 405519.4757; train_gene_expr_recon_loss: 21552446.0000; train_masked_gp_l1_reg_loss: 2589.8418; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9846508.6667; train_global_loss: 31970391.5556; train_optim_loss: 31970391.5556; val_kl_reg_loss: 157397.0469; val_edge_recon_loss: 406519.9375; val_gene_expr_recon_loss: 21578428.0000; val_masked_gp_l1_reg_loss: 2588.2761; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9780674.0000; val_global_loss: 31925606.0000; val_optim_loss: 31925606.0000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8733; val_auprc_score: 0.8605; val_best_acc_score: 0.5162; val_best_f1_score: 0.6739; train_kl_reg_loss: 158673.6528; train_edge_recon_loss: 405380.7743; train_gene_expr_recon_loss: 21277011.3333; train_masked_gp_l1_reg_loss: 2587.8047; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9808551.1111; train_global_loss: 31652205.3333; train_optim_loss: 31652205.3333; val_kl_reg_loss: 153693.2344; val_edge_recon_loss: 406447.7500; val_gene_expr_recon_loss: 21492192.0000; val_masked_gp_l1_reg_loss: 2587.7104; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9774155.0000; val_global_loss: 31829076.0000; val_optim_loss: 31829076.0000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8801; val_auprc_score: 0.8675; val_best_acc_score: 0.5400; val_best_f1_score: 0.6847; train_kl_reg_loss: 155101.4705; train_edge_recon_loss: 405308.9549; train_gene_expr_recon_loss: 21312403.7778; train_masked_gp_l1_reg_loss: 2589.0137; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9798021.0000; train_global_loss: 31673424.6667; train_optim_loss: 31673424.6667; val_kl_reg_loss: 144300.5000; val_edge_recon_loss: 406295.4688; val_gene_expr_recon_loss: 21365536.0000; val_masked_gp_l1_reg_loss: 2589.9133; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9736242.0000; val_global_loss: 31654964.0000; val_optim_loss: 31654964.0000
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8715; val_auprc_score: 0.8581; val_best_acc_score: 0.5633; val_best_f1_score: 0.6952; train_kl_reg_loss: 148165.3646; train_edge_recon_loss: 404996.8090; train_gene_expr_recon_loss: 21066986.4444; train_masked_gp_l1_reg_loss: 2591.3578; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9739430.2222; train_global_loss: 31362170.4444; train_optim_loss: 31362170.4444; val_kl_reg_loss: 143885.3125; val_edge_recon_loss: 406166.1875; val_gene_expr_recon_loss: 21272722.0000; val_masked_gp_l1_reg_loss: 2593.9111; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9733219.0000; val_global_loss: 31558588.0000; val_optim_loss: 31558588.0000
Epoch 12/100 |██------------------| 12.0% val_auroc_score: 0.8693; val_auprc_score: 0.8596; val_best_acc_score: 0.6059; val_best_f1_score: 0.7152; train_kl_reg_loss: 146331.0399; train_edge_recon_loss: 404793.1493; train_gene_expr_recon_loss: 20955122.0000; train_masked_gp_l1_reg_loss: 2596.0968; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9713657.2222; train_global_loss: 31222499.1111; train_optim_loss: 31222499.1111; val_kl_reg_loss: 141711.0938; val_edge_recon_loss: 405929.4688; val_gene_expr_recon_loss: 21170438.0000; val_masked_gp_l1_reg_loss: 2598.9187; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9716624.0000; val_global_loss: 31437300.0000; val_optim_loss: 31437300.0000
Epoch 13/100 |██------------------| 13.0% val_auroc_score: 0.8713; val_auprc_score: 0.8584; val_best_acc_score: 0.6439; val_best_f1_score: 0.7340; train_kl_reg_loss: 142995.2396; train_edge_recon_loss: 404601.8681; train_gene_expr_recon_loss: 20944245.7778; train_masked_gp_l1_reg_loss: 2602.1062; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9795531.3333; train_global_loss: 31289976.8889; train_optim_loss: 31289976.8889; val_kl_reg_loss: 136829.6562; val_edge_recon_loss: 405643.1562; val_gene_expr_recon_loss: 21097450.0000; val_masked_gp_l1_reg_loss: 2605.3760; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9702934.0000; val_global_loss: 31345462.0000; val_optim_loss: 31345462.0000
Epoch 14/100 |██------------------| 14.0% val_auroc_score: 0.8761; val_auprc_score: 0.8607; val_best_acc_score: 0.6791; val_best_f1_score: 0.7523; train_kl_reg_loss: 138087.6979; train_edge_recon_loss: 404231.1528; train_gene_expr_recon_loss: 20891033.3333; train_masked_gp_l1_reg_loss: 2608.2461; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 9760378.8889; train_global_loss: 31196339.1111; train_optim_loss: 31196339.1111; val_kl_reg_loss: 132103.9844; val_edge_recon_loss: 405260.8125; val_gene_expr_recon_loss: 21062970.0000; val_masked_gp_l1_reg_loss: 2612.1294; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 9694545.0000; val_global_loss: 31297492.0000; val_optim_loss: 31297492.0000
