[True]
Run timestamp: 26072023_012125_20.
Script arguments:
['../train_nichecompass_reference_model.py', '--dataset', 'spatial_atac_rna_seq_mouse_brain_batch2', '--reference_batches', 'None', '--n_neighbors', '8', '--filter_genes', '--n_hvg', '3000', '--nichenet_keep_target_genes_ratio', '0.1', '--nichenet_max_n_target_genes_per_gp', '250', '--include_mebocost_gps', '--include_collectri_gps', '--species', 'mouse', '--gp_filter_mode', 'subset', '--combine_overlap_gps', '--overlap_thresh_source_genes', '0.9', '--overlap_thresh_target_genes', '0.9', '--overlap_thresh_genes', '0.9', '--counts_key', 'counts', '--condition_key', 'batch', '--cat_covariates_keys', 'batch', '--cat_covariates_no_edges', 'True', '--spatial_key', 'spatial', '--adj_key', 'spatial_connectivities', '--mapping_entity_key', 'mapping_entity', '--gp_targets_mask_key', 'nichecompass_gp_targets', '--gp_sources_mask_key', 'nichecompass_gp_sources', '--gp_names_key', 'nichecompass_gp_names', '--include_atac_modality', '--filter_peaks', '--min_cell_peak_thresh_ratio', '0.0005', '--model_label', 'one-hop-norm_reference', '--active_gp_names_key', 'nichecompass_active_gp_names', '--latent_key', 'nichecompass_latent', '--active_gp_thresh_ratio', '0.0', '--gene_expr_recon_dist', 'nb', '--cat_covariates_embeds_injection', 'None', '--cat_covariates_embeds_nums', '0', '--log_variational', '--node_label_method', 'one-hop-norm', '--n_layers_encoder', '1', '--n_hidden_encoder', 'None', '--conv_layer_encoder', 'gcnconv', '--n_epochs', '100', '--n_epochs_all_gps', '25', '--n_epochs_no_cat_covariates_contrastive', '0', '--lr', '0.001', '--lambda_edge_recon', '500000', '--lambda_gene_expr_recon', '3000', '--lambda_chrom_access_recon', '300', '--lambda_cat_covariates_contrastive', '0.0', '--contrastive_logits_pos_ratio', '0.0', '--contrastive_logits_neg_ratio', '0.0', '--lambda_group_lasso', '0.', '--lambda_l1_masked', '5', '--edge_batch_size', '4096', '--node_batch_size', 'None', '--n_sampled_neighbors', '4', '--timestamp_suffix', '_20']

Preparing the gene program mask...
Number of gene programs before filtering and combining: 3396.
Number of gene programs after filtering and combining: 2766.

Filtering genes...
Starting with 22914 genes.
Keeping 22914 genes after filtering genes with expression in 0 cells.
Keeping 3011 highly variable or gene program relevant genes.

Filtering peaks...
Starting with 121068 peaks.
Keeping 121068 peaks after filtering  peaks with counts in less than 4 cells.
Keeping 12366 peaks after filtering peaks with no matching genes in gp mask.

Training model...
--- INITIALIZING NEW NETWORK MODULE: VARIATIONAL GENE PROGRAM GRAPH AUTOENCODER ---
LOSS -> include_edge_recon_loss: True, include_gene_expr_recon_loss: True, gene_expr_recon_dist: nb, include_chrom_access_recon_loss: True, chrom_access_recon_dist: nb 
NODE LABEL METHOD -> one-hop-norm
ACTIVE GP THRESHOLD RATIO -> 0.0
LOG VARIATIONAL -> True
CATEGORICAL COVARIATES EMBEDDINGS INJECTION -> ['None']
ENCODER -> n_input: 15060, n_cat_covariates_embed_input: 0, n_layers: 1, n_hidden: 2098, n_latent: 2098, n_addon_latent: 0, conv_layer: gcnconv, n_attention_heads: 0, dropout_rate: 0.0
COSINE SIM GRAPH DECODER -> dropout_rate: 0.0
MASKED GENE EXPRESSION DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 5388
MASKED CHROMATIN ACCESSIBILITY DECODER -> n_input: 2098, n_cat_covariates_embed_input: 0, n_addon_input: 0, n_output: 24732
ONE HOP GCN NORM NODE LABEL AGGREGATOR

--- INITIALIZING TRAINER ---
Number of training nodes: 8293
Number of validation nodes: 922
Number of training edges: 33399
Number of validation edges: 3711
Edge batch size: 4096
Node batch size: None

--- MODEL TRAINING ---
Epoch 1/100 |--------------------| 1.0% val_auroc_score: 0.9027; val_auprc_score: 0.9127; val_best_acc_score: 0.5000; val_best_f1_score: 0.6667; train_kl_reg_loss: 5197.6800; train_edge_recon_loss: 349879.9931; train_gene_expr_recon_loss: 3124310.9167; train_masked_gp_l1_reg_loss: 1891.6508; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1084876.8889; train_global_loss: 4566157.0556; train_optim_loss: 4566157.0556; val_kl_reg_loss: 9422.6445; val_edge_recon_loss: 406566.8438; val_gene_expr_recon_loss: 2956689.5000; val_masked_gp_l1_reg_loss: 1936.4862; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1076700.6250; val_global_loss: 4451316.0000; val_optim_loss: 4451316.0000
Epoch 2/100 |--------------------| 2.0% val_auroc_score: 0.8894; val_auprc_score: 0.8981; val_best_acc_score: 0.5003; val_best_f1_score: 0.6668; train_kl_reg_loss: 18705.9668; train_edge_recon_loss: 359808.1250; train_gene_expr_recon_loss: 2844372.3333; train_masked_gp_l1_reg_loss: 2034.2362; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1060097.9931; train_global_loss: 4285018.6667; train_optim_loss: 4285018.6667; val_kl_reg_loss: 25934.1289; val_edge_recon_loss: 406587.6250; val_gene_expr_recon_loss: 2683604.5000; val_masked_gp_l1_reg_loss: 2173.7124; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1053291.2500; val_global_loss: 4171591.2500; val_optim_loss: 4171591.2500
Epoch 3/100 |--------------------| 3.0% val_auroc_score: 0.8658; val_auprc_score: 0.8763; val_best_acc_score: 0.5022; val_best_f1_score: 0.6676; train_kl_reg_loss: 31421.4894; train_edge_recon_loss: 370290.9201; train_gene_expr_recon_loss: 2594811.6667; train_masked_gp_l1_reg_loss: 2292.2730; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1036594.9375; train_global_loss: 4035411.3611; train_optim_loss: 4035411.3611; val_kl_reg_loss: 37163.1445; val_edge_recon_loss: 406564.7812; val_gene_expr_recon_loss: 2483405.2500; val_masked_gp_l1_reg_loss: 2426.0974; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1031707.6875; val_global_loss: 3961267.0000; val_optim_loss: 3961267.0000
Epoch 4/100 |--------------------| 4.0% val_auroc_score: 0.8696; val_auprc_score: 0.8772; val_best_acc_score: 0.5026; val_best_f1_score: 0.6678; train_kl_reg_loss: 43757.8707; train_edge_recon_loss: 377512.9271; train_gene_expr_recon_loss: 2441564.6944; train_masked_gp_l1_reg_loss: 2496.5921; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1019865.8681; train_global_loss: 3885198.0000; train_optim_loss: 3885198.0000; val_kl_reg_loss: 43585.5820; val_edge_recon_loss: 406558.5938; val_gene_expr_recon_loss: 2357688.5000; val_masked_gp_l1_reg_loss: 2560.9717; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1014568.3750; val_global_loss: 3824962.0000; val_optim_loss: 3824962.0000
Epoch 5/100 |█-------------------| 5.0% val_auroc_score: 0.8695; val_auprc_score: 0.8678; val_best_acc_score: 0.5097; val_best_f1_score: 0.6709; train_kl_reg_loss: 48196.4826; train_edge_recon_loss: 380403.9618; train_gene_expr_recon_loss: 2324226.7222; train_masked_gp_l1_reg_loss: 2585.0122; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1000836.9722; train_global_loss: 3756249.1944; train_optim_loss: 3756249.1944; val_kl_reg_loss: 50144.5742; val_edge_recon_loss: 406511.2188; val_gene_expr_recon_loss: 2269567.0000; val_masked_gp_l1_reg_loss: 2604.8237; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 1004007.1250; val_global_loss: 3732834.5000; val_optim_loss: 3732834.5000
Epoch 6/100 |█-------------------| 6.0% val_auroc_score: 0.8631; val_auprc_score: 0.8524; val_best_acc_score: 0.5156; val_best_f1_score: 0.6733; train_kl_reg_loss: 53327.9731; train_edge_recon_loss: 382537.2153; train_gene_expr_recon_loss: 2260668.3333; train_masked_gp_l1_reg_loss: 2609.6076; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 1000022.0208; train_global_loss: 3699165.0833; train_optim_loss: 3699165.0833; val_kl_reg_loss: 51896.1250; val_edge_recon_loss: 406446.2188; val_gene_expr_recon_loss: 2217908.2500; val_masked_gp_l1_reg_loss: 2608.2866; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 998541.5625; val_global_loss: 3677400.2500; val_optim_loss: 3677400.2500
Epoch 7/100 |█-------------------| 7.0% val_auroc_score: 0.8625; val_auprc_score: 0.8525; val_best_acc_score: 0.5309; val_best_f1_score: 0.6801; train_kl_reg_loss: 54502.8503; train_edge_recon_loss: 382307.6840; train_gene_expr_recon_loss: 2210593.8333; train_masked_gp_l1_reg_loss: 2603.0077; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 990327.8264; train_global_loss: 3640335.1667; train_optim_loss: 3640335.1667; val_kl_reg_loss: 52968.0156; val_edge_recon_loss: 406339.8438; val_gene_expr_recon_loss: 2179218.5000; val_masked_gp_l1_reg_loss: 2597.6543; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 994858.4375; val_global_loss: 3635982.7500; val_optim_loss: 3635982.7500
Epoch 8/100 |█-------------------| 8.0% val_auroc_score: 0.8646; val_auprc_score: 0.8540; val_best_acc_score: 0.5627; val_best_f1_score: 0.6946; train_kl_reg_loss: 56026.2769; train_edge_recon_loss: 382106.2049; train_gene_expr_recon_loss: 2179423.5556; train_masked_gp_l1_reg_loss: 2594.7578; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 988990.5694; train_global_loss: 3609141.3056; train_optim_loss: 3609141.3056; val_kl_reg_loss: 52118.9219; val_edge_recon_loss: 406150.7188; val_gene_expr_recon_loss: 2152925.0000; val_masked_gp_l1_reg_loss: 2588.2678; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 989534.6875; val_global_loss: 3603317.5000; val_optim_loss: 3603317.5000
Epoch 9/100 |█-------------------| 9.0% val_auroc_score: 0.8626; val_auprc_score: 0.8496; val_best_acc_score: 0.6164; val_best_f1_score: 0.7198; train_kl_reg_loss: 54968.2457; train_edge_recon_loss: 381265.5938; train_gene_expr_recon_loss: 2151542.1111; train_masked_gp_l1_reg_loss: 2583.7975; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 984496.1458; train_global_loss: 3574855.8611; train_optim_loss: 3574855.8611; val_kl_reg_loss: 52640.6133; val_edge_recon_loss: 405870.9062; val_gene_expr_recon_loss: 2137394.2500; val_masked_gp_l1_reg_loss: 2578.9814; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 987818.8750; val_global_loss: 3586303.5000; val_optim_loss: 3586303.5000
Epoch 10/100 |██------------------| 10.0% val_auroc_score: 0.8666; val_auprc_score: 0.8542; val_best_acc_score: 0.6932; val_best_f1_score: 0.7593; train_kl_reg_loss: 54622.7661; train_edge_recon_loss: 379576.5868; train_gene_expr_recon_loss: 2140111.1944; train_masked_gp_l1_reg_loss: 2576.8540; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 980721.7708; train_global_loss: 3557609.1667; train_optim_loss: 3557609.1667; val_kl_reg_loss: 50218.7031; val_edge_recon_loss: 405252.3750; val_gene_expr_recon_loss: 2124704.5000; val_masked_gp_l1_reg_loss: 2574.0132; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 984985.2500; val_global_loss: 3567734.7500; val_optim_loss: 3567734.7500
Epoch 11/100 |██------------------| 11.0% val_auroc_score: 0.8728; val_auprc_score: 0.8582; val_best_acc_score: 0.7557; val_best_f1_score: 0.7940; train_kl_reg_loss: 53352.0182; train_edge_recon_loss: 378240.1736; train_gene_expr_recon_loss: 2127820.3333; train_masked_gp_l1_reg_loss: 2575.1185; train_group_lasso_reg_loss: 0.0000; train_chrom_access_recon_loss: 977237.9861; train_global_loss: 3539225.5833; train_optim_loss: 3539225.5833; val_kl_reg_loss: 47938.9766; val_edge_recon_loss: 404063.9062; val_gene_expr_recon_loss: 2117346.5000; val_masked_gp_l1_reg_loss: 2576.3308; val_group_lasso_reg_loss: 0.0000; val_chrom_access_recon_loss: 984832.5000; val_global_loss: 3556758.2500; val_optim_loss: 3556758.2500
